리뷰,성별,키,몸무게,사이즈,밝기,색감,두께감
색상도 사진 그대로고 두께랑 재질 너무 좋아요  기장도 너무 길지도 않고 딱입니다  옆에 트임은 생각보다 긴데 나쁘지 않습니다 ,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
비침도 없고 가장감도 적당해서 자주 입을 것 같네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
무탠다드 가성비는 무시 못하네요 입어봐야 알겠지만 가격대비 좋습니다,남성, 173cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
핏은 오버핏이고 긴팔이지만  얇아서 요즘같은 초여름에도 단품으로 입기 좋아요넥라인 늘어날 걱정 없어서 좋구요 넣입해도 매우 이쁩니다,남성, 169cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
흰색이 맘에 들어서 검정색도 산건데 옷에 따라서 어깨 뿔 차이가 좀 있어요  흰 옷은 심하지 않은데  검정색은 흰 옷보다 조금 심하긴 하네요 그리고 이거 안 넣어 입거나 자켓 안걸치면 내복같아요  검정색이 더 그러네요 ㅠㅠ 그래도 무난한 롱슬리브 필요해서 산거라 만족하긴 합니다 ,남성, 170cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 잘 맞고 핏도 이뻐서 편하게 입고 다니기 좋을것 같아여,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
롱 슬리브 필요해서 삿는데 좋아요 잘입겟습니다 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
완전 좋아하는 긴팔입니다   핏이 좋고  목부분 하나로 스타일 느낌이 완전 달라져요  ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
입다 보니 좋아서 하나 더 구매했습니다 나중에 또 사야겠다 싶네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
입다 보니 좋아서 하나 더 구매했습니다 나중에 또 사야겠다 싶네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
적당히 두께가 있어서 구김이 덜 가고 관리가 편합니다  기본템으로 훌륭함,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
원래 있던 하얀색 핏감이나 재질이 마음에 들어서 검은색 추가구매 했습니다 얘는 때도 안 탈거라 더 오래입을거 같네요 추천합니다,NaN,NaN,NaN,보통이에요,어두워요,선명해요,보통이에요
사이즈는 정사이즈 사면 약간 오버핏일것 같아요재질은 두께가 조금 있어서 더운 여름용은 아닌것 같아요,남성, 165cm, 61kg,커요,보통이에요,보통이에요,두꺼워요
옷 안에 입을 긴 팔 이너티 필요해서 구매했습니다다양하게 활용 가능하고 최근에 팔 부분을 걷어서 밤에 입기도 합니다,남성, 177cm, 62kg,보통이에요,보통이에요,보통이에요,얇아요
어깨선만 잘 떨어지게 하면 티 한장으로 예쁘게 연출 가능합니다,남성, 179cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
핏이 예뻐서 그냥 입어도 예쁘고이너로 받쳐있기도 좋은 제품이에요,남성, 170cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 걸치기 좋은 옷이에요  깔끔한게 마음에 들어요,남성, 170cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
기장이나 이런건 루즈핏해서 좋은데단점은 목부분이 작아서 들어갈때 실밥 뜯어지는 소리 들립니다ㅜ,남성, 181cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
기장이나 이런건 루즈핏해서 좋은데단점은 목부분이 작아서 들어갈때 실밥 뜯어지는 소리 들립니다ㅜ,남성, 172cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무탠다드는 실패없죠 스파브랜드 1타 무탠다드 짱  ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
데일리 이너로 너무 입기 좋습니다  가격대비 너무 좋아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 딱 마음에 들고 이쁩니다 다른색상도 살 예정,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
크롭이라 하이웨스트에 찰떡  사이즈도 적당하고 예쁩니당,여성, 173cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드하기 적당한 길이입니다  옆트임이라 활동성이 좋아요,남성, 178cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
비침없이 편하게 입을수있어요 적당한 핏감에 길이도 딱 좋습니다,남성, 178cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무신사에서 하는 쇼핑은 언제나 만족도가 높네요,남성, 179cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요
한사이즈 다운하면 넣입하기 더 좋을거같아요 두께감도 적당하고 탄탄합니다 ,남성, 168cm, 64kg,커요,보통이에요,보통이에요,보통이에요
옷 너무 이쁘고 딱 원하던 핏이에요 자주 입을거 같아요 ㅎㅎ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
재질좋고 단품으로 입어도 좋고 레이어드해서 입어도좋아용,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
역시 무신사에서 하는 쇼핑은 언제나 만족도가 높네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
질도 좋고 목부분 짱짱하고 좋네요 요새 데일리노 입고다니네요 잘입을께요 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
안에 코디해서 입었는데 옷이 튼튼해요 바지도 무신사제품 세미와이드 히든밴딩입니다,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
어깨가 각지게 만들어져서 살짝 커보이는데넓어보이는 착시가 일어나는 것 같아요색은 맘에 들어요,남성, 180cm, 88kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테 터틀넥 잘 입다가 날씨 풀려서 크루넥도 샀어요 쫀쫀하고 좋아요,남성, 170cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
블레이저 안에느 어디 이너로 입기 제일 좋은 거 같아요,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,얇아요
이너로 입기 좋은것 같아요 목이 부드럽게 넘어가서 좋아요,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈도 딱 맞고 이뻐요 모가지가 특히 마음에 듭니다,남성, 183cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
작년에 블랙 구매하고 흰색 또 구매해요  블레이저나 점퍼 이너로 입기 좋아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
옷 이쁩니다가성비도 좋고품질도 좋고최고에요,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
단품도 이쁘지만 베스트랑 입으니 딱 좋아요색감 좋습니다,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
무신사에서 하는 쇼핑은 언제나 항상 만족도가 높네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 좋은 셔츠에요 너무 얇지 않아서 좋아요 ,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
가격값 합니다재질이 개좋아요 진짜로목부분도 깔끔쓰,남성, 178cm, 68kg,보통이에요,밝아요,선명해요,두꺼워요
배송도 빠르고 긴팔 처음 시켜보는데 아주 만족해용,남성, 180cm, 74kg,보통이에요,보통이에요,선명해요,얇아요
두께감 적당하고 색감도 괜찮은데 생각보단 아이보리느낌이 약간 돌아요,남성, 174cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비가 진짜 넘사벽 수준이고요  재질도 늘어나지도 않고 이정도 가격에 나올 수 없는 상위 재질이에용,남성, 168cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
깔끔하고 손목길이는 맞는데 오버핏이라  으로 가는게 더좋았을꺼같아요,남성, 180cm, 78kg,커요,밝아요,보통이에요,두꺼워요
가격대비 품질이 우수하며청바지나 슬랙스 위에 입기 좋습니다 ,남성, 171cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
이 티셔츠가 저한테 잘 맞는 것 같아서몇년 전 구매 후 재구매 했어요두께는 너무 얇지 않아서흰 계열이더라도 비침이 없는게 좋고허리 길이감 팔 길이감 약간 긴편이라고 생각도 되지만 저는 이게 좋아요또 구매할 것 같아요 매년집 전신거울이 저렇게 무늬가 있어서 셀카로도 한장 업로드해요면 질감 참고하셨으면 하네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
색상도 마음에 들고 재질도 아주좋아요목부분도 짱짱하고요이너로 입기좋네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
무신사스탠다드는 이런 기본적인것들을 가성비로 잘만드네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입으려고 샀는데 1센치정도만 더 짧으면 좋을거같아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
화이트보다 좀 더 부드러운 느낌인게단독으로 입기에 좋습니다이너로 사용했습니다,남성, 180cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 핏감 좋고 막 입기 이쁩니다  가성비 좋아요,남성, 174cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
무탠다드 만큼 가격 대비 원단감이 좋은 곳이 없다고 생각합니다 핏은 오버핏으로 흘러내리는 루즈 핏의 느낌은 하나도 없습니다그래서 캐주얼 하게 입기 보다 깔끔하게 모던  미니멀하게 입는데 좋은거 같아요옷이 생각보다 두꺼워서 비치는건 딱히 걱정 안해도 될거 같아요,남성, 171cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈도 딱 여유롭고 편하게 입기 너무 좋을 것 같아요 할인 가격에 구매해서 만족합니다 ㅎㅎ,남성, 170cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
극한의 넣입충 이라 구김없는티 찾고있었는데 쫀쫀하니 너무 좋아요,남성, 176cm, 65kg,보통이에요,어두워요,선명해요,얇아요
봄가을 저의 최애 아이템입니다    정말 어느 옷에도 찰떡이고 단독으로도 자켓 이너로도 모든게 다 만족하는 제품입니다 ,남성, 172cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
어디에나 매치 가능하고 재질도 만족스러워서 잘 입고 다녀요 ,남성, 179cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
어디에나 매치 가능하고 재질도 만족스러워서 잘 입고 다녀요 ,남성, 179cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈도 잘 맞는 것 같고 소재가 부들부들해서 좋네요,남성, 173cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
일반 무탠다드 롱슬리브 티보다는 두껍네요 근데 실밥이 튀어나와있는게 두군데나 있는게 좀 아쉽지만 그냥 입겠습니다,남성, 174cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
많이 오버핏이고 이너감이에요 그래도 잘 입겠습니다 하하,여성, 166cm, 54kg,커요,보통이에요,보통이에요,보통이에요
기본템으로 너무 좋은 제품입니다 무탠다드 역시나네요,남성, 167cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 입을 수 있고 색상도 마음에 들어서 좋아요,남성, 167cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요
핏도 이쁘게 나오고 넥라인도 마음에 들어서 좋아요,남성, 167cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템은 이거만 사는 것 같아요  관리도 편하고 깔끔해요,남성, 178cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요
쫀쫀하고 시원하며 심플합니다  가슴둘레가 약간 더 작아도 좋을 뻔했네요  ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
그냥 무난하게 입을 이너 느낌으로 괜찮게 입을 아이템,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
옷 재질도 너무 좋고 핏도 맘에 들어서 색별로 구매중이에요 너무 좋아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
옷 재질도 너무 좋고 핏도 맘에 들어서 색별로 구매중이에요 너무 좋아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
옷 재질도 너무 마음에들고 사이즈도 마음에 들어요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
한번 빨면 목 다 쭈글해짐   목이 깔끔한게 생명인데   이건 거의 한번 입으면 더이상은 입을 가치가 없어짐      이 돈주고 살 이유 없음     빡침   어깨 라인이 좀 각지는 편이니코디에 참고하세요,남성, 181cm, 90kg,보통이에요,밝아요,선명해요,보통이에요
아우터 안에 편하게 입어도 되고  레이어드 용으로 입어도 되고 실용적이어서 좋습니다 ㅎㅎ,남성, 182cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
적당한가격에 이쁜티를 산거같습니다 만족합니다,남성, 180cm, 87kg,보통이에요,보통이에요,보통이에요,보통이에요
미니멀한 디자인이라 블레이저랑 너무 잘맞아요저랑 체형비슷한 마르신분들은  는 정핏이고조금 오버하게 원탑으로 입으실분들은 한사이즈 업 추천드립니다,남성, 167cm, 58kg,보통이에요,밝아요,선명해요,두꺼워요
미니멀한 디자인이라 블레이저랑 너무 잘맞아요저랑 체형비슷한 마르신분들은  는 정핏이고조금 오버하게 원탑으로 입으실분들은 한사이즈 업 추천드립니다,남성, 167cm, 58kg,보통이에요,어두워요,선명해요,보통이에요
완전 화이트는 아니구 살짝  크림이 있어욥 편하게 입기 좋네요,남성, 183cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈도 적당하고 저렴하게 긴팔티를 구입해서 만족합니다  ,남성, 181cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 티로 너무너무너ㅜ너무 좋네요 역시 무탠다드 기본은 무탠다드 가격도 좋아요저는 이너로 입어봤오요,남성, 165cm, 61kg,보통이에요,보통이에요,선명해요,보통이에요
타사 롱슬리브도 구매해봤는데 무탠다드 롱슬리브만한게 없습니다  완전 만족합니다   ,남성, 172cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
원단 짱짱하고 깔끔한 기본 티 입니다넥라인이 얇고 원단도 힘이 있어 기본이지만 살짝 고급스런 기본 느낌이네요,남성, 172cm, 62kg,보통이에요,보통이에요,보통이에요,두꺼워요
디자인괜찮고 사이즈도 딱좋아요 이쁘게 잘입고 다녔어요ㅎㅎ,남성, 173cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
가격 핏 디자인 다 너무 이뻐요 아주 만족합니다아,남성, 178cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 입기 좋아요  생각보다 두껍고 마른체형이 입기 좋음,남성, 165cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
다른 색상도 구매 했습니다 사이즈도 좋고 길이도 좋고 넉넉하게 잘 맞습니다 좋아요,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
봄이나 가을에 딱 입기 좋은 폰테 티셔츠 ㅎㅎ 색 별로 7장 샀습니다  몇장은 홍대 매장에서 샀는데 처음 입어보고 반해서 다 샀네요 감사합니다 목 봉재선이 없어서 정말 세련된 티셔츠,남성, 172cm, 65kg,보통이에요,보통이에요,선명해요,두꺼워요
내 최애 긴팔티 폰테 어깨가 오버핏이지만 내려올수록 슬람해져서 핏이 정말 예쁩니다 ㅎㅎ,남성, 172cm, 65kg,보통이에요,보통이에요,선명해요,보통이에요
봉재선이 없고 옷 두께감이 있어서 참 세련된 옷이에요    만원짜리 티 한장이 이렇게 고급스러울 수 있다는게 무신사 스탠다드의 매력이네요봉재선이 없어서 수트 이너로도 충분히 활용가능한 옷이라 강추합니다 ,남성, 172cm, 65kg,보통이에요,어두워요,선명해요,두꺼워요
약간 아주약간 오버핏인데어깡느낌 나서 만족스러워요사도 돼요굿입니다,남성, 175cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
저는 이너로 입으려고 샀는데 사이즈도 딱 좋습니다  실패는 없음 ,남성, 179cm, 64kg,보통이에요,보통이에요,선명해요,보통이에요
무난하게 이쁜 핏이에요  촉감도 보들보들한게 입기에 좋습니다,남성, 175cm, 80kg,커요,밝아요,보통이에요,보통이에요
캐쥬얼한 반팔과 다르게 목부분이 깔끔해서 좋아요,남성, 178cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
긴팔 티셔츠 하나만 입어도 무난무난하게 커버할수 있는 옷이에요,남성, 177cm, 75kg,보통이에요,어두워요,선명해요,보통이에요
진짜 안에 이너로 입기 너무 좋은 가격대의 제품이에요  부담없이 계속 입을 수 있을듯,남성, 174cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
재질 짱짱하고 핏 좋고 폰테넥의 희망임  폰테넥 찾기 힘든데 최고임,남성, 168cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
벌써 두벌째 구매네요 탄탄하고 잘 안구겨져서 너무 좋습니다 ,남성, 183cm, 84kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 어두울까봐 걱정했는데 밝은 편이구 사이즈도 딱맞아요,남성, 179cm, 86kg,보통이에요,보통이에요,선명해요,보통이에요
소재는 나쁘지않으나 팔다리가 얇은 저에겐 내복같아서 걱정이네요ㅠ 색도 하필 회색이라   저만 문제가 있다고 생각하고 이너용으로 입겠습니다 ,남성, 170cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
 사이즈는 슬림핏이라 이너로 잘입고있어서  싸이즈도 구매했습니다  목에 시보리나 그런게없어서 더 이쁜거같아요 ,남성, 170cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
핏 두께 모두 너무 마음에 들어서 재구매 했어요  할인할때 색상별로 구매해야겠어요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 잘 입을 것 같습니다 샀으면 작았을 것 같아요마른편인데  이 딱 맞네요,NaN,NaN,NaN,보통이에요,어두워요,보통이에요,보통이에요
대기온도 19도이하에서 이것만 하나 입기에 딱 좋습니다  옷감이 너무 고급지고 부드러워요  세일에 쿠폰에 적립금에  가성비도 너무 훌륭하네요  ,남성, 174cm, 80kg,보통이에요,보통이에요,선명해요,보통이에요
겨울철 간절기 이너로 최곱니다  여러장 구매했어요,남성, 176cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
사이즈가 딱 적당하요  매우 만족스럽게 입고있어요,남성, 176cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
품질 좋고 핏도 좋고 색감도 좋아요  최고입니다  무신사 스탠다드는 진리입니다,남성, 178cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
믿고 입는 무탠다드  기본셔츠는 최고입니다  부들부들 촉감도 굿이네요,남성, 176cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인이 얇아서 입기 좋습니다 면감촉도 헤비보다 좋아요,남성, 185cm, 82kg,보통이에요,어두워요,보통이에요,보통이에요
핏이 이쁩니다  색상도 이쁩니다  색이 선명해서 좋아요 ,남성, 184cm, 92kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 믿고 구매하는 무신사스탠다드 제품 입니다,남성, 184cm, 92kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 아주 필수입니다 흰색이랑 깔별로 두개 샀어요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 아주 필수입니다 흰색이랑 깔별로 두개 샀어요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
두께가 적당하고 요즘 날씨에 입기 좋습니다추천이요,남성, 180cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
지금 날씨에 입기 딱 좋아요  후리한 면 싫어하는데 탄탄하고 적당한 두께감 그렇다고 너무 두껍지도 않고 딱 좋네요 핏도 이뻐용,여성, 167cm, 65kg,커요,보통이에요,선명해요,보통이에요
만족스런 가성비입니다  드로우핏의 비슷한 제품대비 싸면서 품질은 비슷하네요 ,남성, 180cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
요즘 날씨에 하나정도 입기에 괜찮습니다  디자인은 그냥 무난   때가 쫌 잘타는듯 ,남성, 172cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
대체적으로 만족스럽습니다 기본템으로 갠춘합니다 ,남성, 174cm, 68kg,보통이에요,밝아요,선명해요,보통이에요
대체적으로 만족스럽습니다 기본템으로 갠춘합니다 ,남성, 174cm, 68kg,보통이에요,밝아요,선명해요,보통이에요
대체적으로 만족스럽습니다 기본템으로 갠춘합니다 ,남성, 174cm, 68kg,보통이에요,밝아요,선명해요,보통이에요
예쁜 핏입니다 하지만 조금 아쉬웠던것은 어깨 채형보완이 살짝 덜되네요,남성, 171cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 흰색 이너로 좋아요 평소보다 한 사이즈 더 크게 가시는 거 추천드려요,남성, 182cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 연하늘 이너용 티가 필요했는데 가성비 정말좋습니다,남성, 181cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 블랙 이너용 옷이필요했는데 가성비 정말좋습니다,남성, 181cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
스몰사이즈 아주 오버핏으루 잘마죠유어깨가 쵸큼 마니 크지만편하게 입기 가넝한 후후 최고,여성, 165cm, 54kg,커요,어두워요,선명해요,보통이에요
기본템으로 정말 최고의 재질과 가성비라고 생각합니다,남성, 176cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
좋아요다른 아이템들이랑 같이 입기 좋네요반팔도 사려고요,남성, 172cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인 미니멀한 슬리브인데솔직히 아무 바지에 그냥 입어도 괜찮습니다소재가 찰랑찰랑하거나 흐르는 소재가 아니라 각이 딱 잡혀있고 당기면 쭉쭉 늘어났다가 고무줄처럼 다시 돌아오는 재질인데 때문에 살짝 두께가 느껴집니다넥라인도 체형에 따라 저처럼 뜨는 분들이 계실겁니다 ,남성, 173cm, 58kg,보통이에요,보통이에요,선명해요,보통이에요
넥라인 미니멀한 슬리브인데솔직히 아무 바지에 그냥 입어도 괜찮습니다소재가 찰랑찰랑하거나 흐르는 소재가 아니라 각이 딱 잡혀있고 당기면 쭉쭉 늘어났다가 고무줄처럼 다시 돌아오는 재질인데 때문에 살짝 두께가 느껴집니다넥라인도 체형에 따라 저처럼 뜨는 분들이 계실겁니다 ,남성, 173cm, 58kg,보통이에요,보통이에요,선명해요,보통이에요
좋아요기본적인 부분을 다 갖추고있네요목부분이 얇고 이쁨,남성, 172cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
옷이 진짜 진짜 괜찮아요  핏  색감 다 좋아서 단품으로  이너로 입어도 좋아요 ,남성, 167cm, 50kg,보통이에요,보통이에요,보통이에요,보통이에요
뭐 아무엏게나 입는거치곤 비싸니까 다신 안살듯,여성, 165cm, 49kg,보통이에요,보통이에요,보통이에요,보통이에요
상품 깔끔하고 이뻐요     이너로 활용하기 정말 좋습니다 ,남성, 167cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인이 깔끔해서 미니멀하게 활용하기 좋은 것 같습니다,남성, 177cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
기본아이템으로 좋네요 다른 옷에도 잘입을수 있을거같습니다,남성, 173cm, 68kg,보통이에요,어두워요,선명해요,얇아요
이뻐이뻐이뻐이뻐요 이뻐이뻐이뻐이뻐요이뻐이뻐이뻐이뻐요 이뻐이뻐이뻐이뻐요,남성, 179cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
 이 더 좋을거 같아요  나풀거리고 밖에서 입어도 무리 없을듯,남성, 176cm, 65kg,커요,보통이에요,보통이에요,보통이에요
전부 다 마음에 들어요블레이저 이너에 입으려고 샀는데 여기 저기 잘 입을 수 있을 거 같아요,남성, 175cm, 67kg,보통이에요,어두워요,보통이에요,보통이에요
너무 예쁩니다    근데 제가 넣입할때는 좀 힘들더라고요 제가 할 줄 모르는듯  아는사람있으면 좀 알려주세요  ,남성, 183cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테 크루넥 흰색 검정색 사용중이다가 톤온톤해보고싶어서 하나샀는데 괜찮았어요 ,남성, 179cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
배송은 2일 걸렸고 제품은 사진과 동일합니다 턱턱하니 기본형으로 가지고 있어야할 아이템이네요,남성, 176cm, 79kg,보통이에요,보통이에요,보통이에요,두꺼워요
믿고보는 무탠다드 매우 잘 입고 있습니다  목 절대 안늘어날 것 같아요 ,남성, 172cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
믿고보는 무탠다드 매우 잘 입고 있습니다  목 절대 안늘어날 것 같아요 ,남성, 172cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
원래는 2  가 딱 맞지만 무슨 이유에선지 3  를 샀는데 정말 크네요 특히 가슴부분이 아우터를 입으면 티 앞쪽이 웁니다 흑   다음에는 더 작게 입겠습니다 ㅠ,남성, 190cm, 85kg,커요,보통이에요,보통이에요,두꺼워요
가디건안에 입으려고 주문했는데 마음에 들어요점퍼나 자켓에 이너로 입기에 좋을것 같네요,남성, 171cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
감촉이 좋네요  봄  가을  겨울 다 입을 수 있습니다  이너로도 좋아요 ,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
원단이 탄탄하면서 부들부들하고 쨍한 흰색이 아니라 좋아요,남성, 166cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
옷 기장이 적당해서 좋아요  촉감도 부드럽고 레이어드할때도 좋을거같아요 근데 사진은 웃는 레고네요  ,남성, 172cm, 75kg,보통이에요,밝아요,선명해요,보통이에요
깨끗하고 단정하네요 좋습니다 추천추천합니당,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
요즘 날씨에 이너로 입기 너무 좋네요 기장도 좀 긴편이라 레이어드하기에도 좋구여,남성, 180cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
재질이 정말 좋아요 이너로 입어도돼고 아웃으로 입기도 좋아요,남성, 175cm, 68kg,커요,밝아요,선명해요,보통이에요
질도 좋고 너무 잘산 제품중 하나라고 생각해요  오래 입을수 있는 재질같아요,남성, 187cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
넥 부분이 시원하보이고 이뻐요이너로 입었을따도 답답해 보이지 않고비침은 없고 생각보다 탄탄해요,남성, 174cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
안에 받쳐 입기 좋은 옷이에요  가격대비 퀄리티가 너무 좋네요 ,남성, 180cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요
하얀색깔 사고 맘에들어서 검정도 샀는데 역시나는 역시나 좋네요 굿,남성, 173cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
생각했던 디자인이 아니어서 당황했지만 계속 보니깐 이쁜거 같아요,남성, 177cm, 67kg,커요,보통이에요,보통이에요,보통이에요
옷이 깔끔하게 떨어지네요 오버사이즈 원하지면 1업추천,남성, 173cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
주름지지않고 탄탄해서 좋은거 같아요 그렇다고 너무 탄탄하지도않구   이너로 입기에도 너무 좋아여 ㅎ,남성, 171cm, 55kg,보통이에요,밝아요,선명해요,보통이에요
긴팔 티의 기본을 잘 지킨 티셔츠입니당오버핏 보다는 딱 정사이즈 보통의 티셔츠 로 보시면 될 것 같아요,남성, 170cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
차콜색인줄 얼았는데 네이비 느낌도 나는 묘한 색입니다평범한 검정색 보다 같은 검정색 블레이져에 더 어울릴 거 같아서 골랐어요,남성, 176cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
