리뷰,성별,키,몸무게,사이즈,밝기,색감,두께감
다른 곳에 비해 목부분이 얇아서 좋았어요 다른 옷에 레이어드 하기 좋습니다,남성, 169cm, 71kg,보통이에요,보통이에요,선명해요,보통이에요
옷이 재질이 좋습니다  젖툭튀도 없습니다  예뻐요 ,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
옷이 재질이 좋습니다  젖툭튀도 없습니다  예뻐요 ,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
배송빠르고 상품이 사진이랑 똑같아서 좋아요오,남성, 174cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
기본흰색티셔츠에 목부분이 쫀쫀  하게되어있어서 목늘어날 걱정도없고 뭔가더 세련된 느낌이들어요,남성, 176cm, 75kg,보통이에요,밝아요,보통이에요,보통이에요
만족해요   원하던 핏입니다 적당히 오버하고 넥라인도 이뻐요,남성, 173cm, 70kg,보통이에요,밝아요,보통이에요,보통이에요
역시 무탠다드 기본티 품질은 알아줘야함 무지티 색깔별로 구매 고고,남성, 185cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무탠다드 기본티 품질은 알아줘야함 무지티 색깔별로 구매 고고,남성, 185cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요
색감도 좋고 재질도 부드럽고 좋네요  베이식보다 더 좋아요  ,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
색감도 좋고 재질도 부드럽고 좋네요  앞으로 티는 여기서만 구해야겠네요 ,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
색감도 좋고 재질도 부드럽고 좋네요  앞으로 티는 여기서만 구매해야겠어요 ,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
이너가 아주 짱짱합니다 어떤 거에도 받쳐 입을 수 있을 거 같습니다,남성, 182cm, 78kg,보통이에요,보통이에요,선명해요,보통이에요
색감이쁘고 좋네요 관리잘하면 오래입을 것 같아요,남성, 172cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
세번째 구매했어요 세탁해도 변하는게 없고 구김도 없어서 좋아요,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
많이 두껍거나 얇진 않아서 크게 계절 타진 않겠네요사이즈는 살짝 오버합니다,남성, 177cm, 55kg,커요,보통이에요,보통이에요,보통이에요
넥부분이 깔끔해서 구매했습니다 사이즈는 많이 오버핏은 아닙니다,남성, 189cm, 94kg,보통이에요,보통이에요,보통이에요,보통이에요
너무 좋아요  채형보정도 되고 길이 두께 소재 부족한게 없는 옷입니다,남성, 177cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
롱슬리브 가성기 갑오브갑입니다 체형보정도 되고 소매길이도 딱 맞아 떨어져요,남성, 177cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테로만 6개 째입니다 이야기 다 했죠  허허 체고,남성, 181cm, 65kg,커요,보통이에요,보통이에요,두꺼워요
폰테로만 6개 째입니다 이야기 다 했죠  허허 체고,남성, 181cm, 65kg,커요,어두워요,보통이에요,두꺼워요
가격 대비 아주 만족스럽습니다  적당히 두께감이 있습니다 ,남성, 173cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
상당히 맘에듭니다  아우터 위에 걸치기 딱 좋은 두께,남성, 167cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
기본탬으로아주 좋고 가성비는 말할것도없어요,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
아주 좋아요 외출용 기본 흰티라고 생각하심 됩니다 순면처럼 그런 재질이 아니고 살짝 빳빳해서 좋아요집 더러운점 죄송 ㅎㅎ    ,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
어우 집이 너무 더러워서 죄송요 ㅎㅎ  역시 폰테는 외출용 기본템으로 아주 좋습니다  순면티가 아닌 느낌이라 아주 좋아요 빳빳하면서도 부드럽고 정사이즈 가면 됩니다  레이어드도 가능한 길이에요,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
무난 무난하니 너무 좋네요  가격도 적당 하고 많이 많이 파세요,남성, 182cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
제스펙에 제 사이즈가 딱 좋네요 마음에 듭니다요,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
재질이나 가성비면에서는 당근 만족 제 키 기준 기장이 넣입하기 좋은 기장 ,남성, 172cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
기본중의 기본 이너에여 꼭 사두세요 많이 입어요,남성, 166cm, 62kg,보통이에요,밝아요,선명해요,얇아요
이너로 입기 좋아요 하나 작은걸 시켜도 좋을거 같아요,남성, 177cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 좋아요 하나 작은걸 시켜도 좋을거 같아요,남성, 177cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 좋아요 하나 작은걸 시켜도 좋을거 같아요,남성, 177cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 이너로 입기 매우 좋습니다  청자켓  체크자켓 다 잘 어울리고 남방 안에 입기도 좋네요  팔이 약간 긴 편이라 스탠다드핏 남방 안에 입는거면 손목부분이 조금 길 수도 있겠네요 ,남성, 178cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
좋습니다 그냥 입어도 되고 레이어드 해서 입어도 좋구요,남성, 173cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
옷 재질이 빳빳해서 세탁을 여러번해도 튼튼해요몇번 입고 버리는 옷이아니고 오래입을수 있어서 좋아요 ,남성, 178cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
재질이 만족스럽네요 평소 100 105 입는데 라지하면 잘맞는듯,남성, 176cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
이것까지 3벌째 꾸준히 색상별로 구매 중 입니다핏 낙낙하고 옷감도 고급 스럽고 봄가을 전투복으로 최고에요강추합니다  ,남성, 170cm, 65kg,보통이에요,어두워요,선명해요,보통이에요
재질도좋고 사이즈도 딱좋아용가격대비 정말 너무너무만족  ,남성, 173cm, 67kg,보통이에요,보통이에요,선명해요,보통이에요
172 67 세미오버로 딱좋아용다음에 또구매할게요 ,남성, 173cm, 67kg,보통이에요,보통이에요,선명해요,보통이에요
검은티 이너로 입기 안성맞춤이고  넥라인도 깔끔합니다  만족쓰,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 안성맞춤이고  넥라인도 깔끔합니다  만족쓰해요,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
봄가을 추천추천 기본템이에요  촉담고 좋네요 너무,남성, 177cm, 72kg,보통이에요,보통이에요,선명해요,얇아요
이너로 입으려구 샀는데 기장감이 생각보다 길어서 넣입해서 입기엔 최적화되어 있네요 ㅎㅎ 빼서입을땐 맨투맨 같은거 위에 입어서 레이어드도 가능한 기장감입니다 참고해주세요  ,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
목 시보리가 작지만 탄탄해서 이너로 너무 좋습니다,남성, 171cm, 55kg,보통이에요,보통이에요,선명해요,보통이에요
잘입을게요 감사합니다 무탠은 항상 가성비 좋습니다,남성, 174cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
딱 제가 찾던 이너티입다 ㅎㅎ 소재도 부들부들거려서 주름이 많이 안질거같아요 살짝 광택감도 느껴지고 사이즈도 딱입니다 ,남성, 173cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
딱 제가 찾던 이너티입다 ㅎㅎ 소재도 부들부들거려서 주름이 많이 안질거같아요 살짝 광택감도 느껴지고 사이즈도 딱입니다 ,남성, 173cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
베이식 긴팔 티셔츠 보다 두꺼워서 좋은거 같아요,남성, 176cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
미니멀한 넥라인 덕분에 가디건이랑 매치가 좋아요,남성, 177cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
미니멀한 넥라인 덕분에 가디건이랑 매치가 좋아요,남성, 177cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
제 신체사이즈 기준 너무 잘 맞구요 레이어드용으로 샀는데 기장도 적당하네요 ,남성, 170cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 무탠다드 산건데 너무 편안하네요 좋습니다,남성, 173cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입으실분은 한사이즈 작게가시면 좋습니다원단 짱짱하고 핏감 좋아오ㅡ,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
새옷인데 김치국물 묻어있는게 빡치긴 했지만 귀찮아서 그냥 세탁해서 입음 편하게 입기 좋음,남성, 173cm, 75kg,커요,밝아요,보통이에요,보통이에요
어디에도 입기 편하고 좋네요 먼족합니다 또 구매할라고요,남성, 174cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
목 라운드쪽이 맘에 들고 편해요 코디하기도 쉽고 필수템이에요,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 넉넉하고 터치감도 좋아요 다른색도 구매할 예정입니다,남성, 173cm, 78kg,보통이에요,어두워요,보통이에요,보통이에요
사이즈 넉넉하고 터치감도 좋아요 다른색도 구매할 예정입니다,남성, 173cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
잘산듯합니다 예쁩니다 감사합니다 무신사 짱장맨,남성, 169cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
세탁 후 살짝 줄어서 아쉽긴 하지만 그래도 두께감도 좋고 만족스럽습니다 ,남성, 173cm, 78kg,보통이에요,밝아요,선명해요,두꺼워요
크림이랑 색차이 잘 모르겠네요건조기 돌리면 딱좋게 살짝 줄어요,남성, 176cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
깔끔하고 핏이 좋으며 블레이저 안에 입기 좋겠네요,남성, 172cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
이너용으로 입기 좋네요 두툼해서 비티지 않아요,남성, 176cm, 78kg,보통이에요,밝아요,선명해요,두꺼워요
선물햐줬는데 색감도 특이하고 괜찮네요  간단하게 입기 좋어용 ㅎ,남성, 181cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
넥 부분이 깔끔해서 가디건 같은데 이너로 입으면 이쁠거 같아요,남성, 170cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
어떤 코디든 꼭튀도 없고 이너로 입기에 너무 좋아요,남성, 184cm, 79kg,커요,어두워요,선명해요,보통이에요
사이즈 잘 맞고 심플하니 좋습니다 기본템으로 추천,남성, 172cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 딱 맞고 좋습니다  생각보다 두꺼워서 안에 안비쳐요,남성, 169cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
여유롭게 입기 좋네요 일부러 크게 샀어요 레이어드도 되고 속티로 입기도 좋아요,남성, 170cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 매우 좋네요  원단은 아주 부드러우면서 핏은 딱 잡아줍니다  후줄근하지 않아서 단품으로도 입기 좋고  봄 자켓 이너로 아주 잘 활용할 거 같습니다 ,남성, 177cm, 78kg,보통이에요,보통이에요,선명해요,얇아요
가성비 매우 좋네요  원단은 아주 부드러우면서 핏은 딱 잡아줍니다  후줄근하지 않아서 단품으로도 입기 좋고  봄 자켓 이너로 아주 잘 활용할 거 같습니다 ,남성, 177cm, 78kg,보통이에요,보통이에요,선명해요,얇아요
기본 아이템으로 찾고있다가 좋은가격에 득템했네요,남성, 179cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 아이템으로 찾고있다가 좋은가격에 득템했네요,남성, 179cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
만족합니다 잘 입을게요질이 좋네요 번창하세요,남성, 174cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
이건 진짜 입어보고 이너로 딱이다  라는 생각이 들었네요 한 두장 더사렵니다 제스펙 라지 강추요  ,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
좋은가성비감사합니다무탠다드는믿고사는거죠 ,남성, 170cm, 72kg,커요,어두워요,선명해요,보통이에요
사이즈도 딱맞고 전투용으로 입기좋습니다  만족해요,남성, 176cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
너무 두껍지도 얇지도 않아서 언제든지 편안하게 입을수 있을거같아요,남성, 175cm, 70kg,보통이에요,밝아요,선명해요,얇아요
슬렉스에 입을려고 샀는데 깔끔하고 좋네요 한치수 작아될듯합니다 ,남성, 178cm, 68kg,커요,보통이에요,보통이에요,보통이에요
받아보고 입어보니까 핏도맞고 좋습니다 또이용할것같습니다,남성, 180cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인 이쁘고요 사이즈는  시켰어도 충분했을것같네요 넣입 사이즈론 충분해요,남성, 174cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
평소 100     사이즈 입어요넣입으로 괜찮고 생각보다 소매가 기네요  사이즈가 더 괜찮았을거같은데 다음에는  으로 사보려고요질감 부드럽고 넥라인 이뻐요,남성, 174cm, 73kg,커요,보통이에요,보통이에요,보통이에요
아주 좋습니다 이너티로 샀는데질 아주 좋아요 자주입을게요,남성, 178cm, 70kg,보통이에요,보통이에요,선명해요,보통이에요
터틀넥 입다가 날씨 따뜻해져서 크루넥도 주문햇어요 쫀쫀하고 좋아요,남성, 172cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
좋아요  무신사는 실망시키지 않아요  재질 굿  탄탄하며 목늘어짐 걱정없어요  역시 무신사랑해,남성, 172cm, 85kg,보통이에요,밝아요,선명해요,보통이에요
여기저기 안에 입기 좋아요  넥라인이 깔끔해서 마음에 들어요,남성, 170cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인 깔끔하고 옷도 탄탄해서 깔별로 잘 입고 있어요 ,남성, 170cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 딱 좋아요  재질도 쫀쫀한게 좋아요  나중에 또 살듯,남성, 169cm, 62kg,보통이에요,밝아요,선명해요,보통이에요
이너로 입기 딱 좋아요  재질도 쫀쫀한게 좋아요  나중에 또 살듯,남성, 169cm, 62kg,보통이에요,어두워요,선명해요,보통이에요
그냥저냥 딱 맞게 레이어드로 입고 다닐 수 있는 정도 입니다  일단 퀄리티는 좋네요,남성, 191cm, 100kg,보통이에요,보통이에요,보통이에요,보통이에요
와 진짜 한 두달 기다린느낌이네요 ㅋㅋ가성비는 참 좋은 것 같습니다 ,남성, 175cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
와 진짜 한 두달 기다린느낌이네요 ㅋㅋ가성비는 참 좋은 것 같습니다 ,남성, 175cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
기본티를 유니클로 꺼만 입다가 이번에 무텐 폰테 흰색 입고 반해서 깜장색도 샀는데 역시 이뻐요 가성비갑   기본티는 세탁기에 그냥 막 세탁해서 가볍게 구매하기 쉬워야 하는데   품질까지 넘 좋아요 진짜   ,남성, 170cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
목라인이 깔끔해서 이너로 입기 좋아요  배송이 오래걸렸지만  기다린 보람이 있네요,남성, 190cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
흰색 이너 국룰 무탠다드 폰테   너무나도 마음에 듭니다  깔끔 그 자체  ,남성, 171cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
목라인이 깔끔해서 이너로 입기에 좋아요  배송 정말 오래 기다렸는데 기다린 보람이 있네요,남성, 190cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
깔끔하고 팔길이도 잘 떨어져서 안에 받쳐입기 좋은거 같아요색도 밝고 좋네요 ㅋ,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
화이트인듯 크림인듯 색이 좋습니다  ㅎㅎ 기장이나 어깨 폼도 딱이네요,남성, 182cm, 80kg,보통이에요,보통이에요,선명해요,보통이에요
이너로 입으려고 샀는데 정말 마음에 들어요  단품으로 입어도 이뻐용,남성, 177cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
옷 자체는 좋고 무난하고 좋습니다 꼭 사세요 추천드립니다,남성, 178cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
기본흰티 가성비 너무 좋습니다  작지도 않구 맘에 쏙드네여,남성, 173cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
제가 어깨가 좁아서 그런가 어깨 쪽이 붕뜨고 목부분도 어색해요   ,남성, 165cm, 62kg,보통이에요,어두워요,보통이에요,보통이에요
크림진과 매치하기 좋은 아이템인듯  기본적인 짱짱한 소재감으로 막 입기 조아여,남성, 177cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
아예 흰색은 아닙니다 살짝 누리끼리 해요 이너로 입고 있습니다,남성, 179cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
착용감도 아주 좋고 가격도 합리적이라 아주 잘산거 같아요,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
착용감도 아주 좋고 가격도 합리적이라 아주 잘산거 같아요,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
오버핏이라 좀 커요 근데착화감이랑 원단이좋아서부드럽네융 좋아융,남성, 175cm, 68kg,커요,밝아요,선명해요,보통이에요
라지사이즈가 좀 마니크네융 살짝오버핏느낌이긴한데 이너로입음찰떡이겟어유,남성, 175cm, 68kg,커요,보통이에요,선명해요,보통이에요
애매하네여 얇은것도 두꺼운것도 아닌데 이너로 입으면 괜찮을거같기도한   ,남성, 170cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
무지로 깔끔하면서 어디에나 입기 너무 좋아요ㅎ 또 구매하려구요,남성, 182cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 최고에요 한장 있는데 또 구매 했습니다,남성, 170cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
너무 좋아요 질도 좋고 자주자주 입을게요 좋아요  ,남성, 175cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
너무 좋아요 질도 좋고 자주자주 입을게요 좋아요  ,남성, 175cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 데일리로 입기 좋습니다  원단도 괜찮습니다 ,남성, 168cm, 64kg,보통이에요,보통이에요,선명해요,보통이에요
만족해서 재구매 했음 2장 더 살 예정 추천합니다,남성, 173cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
무탠다드 티 역시 짱짱하니 좋아요 기장도 딱 좋아요,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
이뻐요 다른 색상도 이미 구입했는데 더 사려구요,남성, 170cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
어깨를 받쳐줘서 좀 넓어 보이는 효과가 있어요  넣입 빼입 다 괜찮은듯,남성, 170cm, 74kg,보통이에요,보통이에요,흐려요,보통이에요
블레이저 안에 입으려고 샀는데 아주 좋네요 만족,남성, 175cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
원래도 잘 입었던거라 다른 색상으로 사봤어요  탄탄하고 사이즈도 적당해요 ,남성, 170cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 1업하면 더 좋았을 거 같아요 근데 지금도 좋아요,남성, 184cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
와 퀄리티 굳 맨날 입음요 맹글어줘서 감사여 굳굳,남성, 182cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
티재질보들하고 두께감도적당해서 레이어드안해도 충분히입을수있을거같습니다,남성, 179cm, 76kg,커요,밝아요,선명해요,보통이에요
부들부들한 소재입니다  베이식보다 세탁  건조 후 줄어듦이 적어요  한 1  줄어든 것 같네요 ,남성, 177cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
조금 크지만 여기서 세탁후 건조기돌리면딱 좋습니다  색감은 누리끼리하네요,남성, 176cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
비침 거의없고 루즈핏정도이고  디자인이 독특한테 좋아요 ㅎ,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 좋아요  여자보단 남자가 입는 게 맞을 듯 합니다 ,남성, 173cm, 63kg,커요,보통이에요,보통이에요,두꺼워요
두께감이 어느정도 있어서 비치지 않고 이너로 받쳐입기 좋아요,남성, 178cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테 크루넥이 넥라인이 엄청 깔끔하게 나왔어요 그리고 부담스럽지 않게 오프화이트 컬러 좋아오,남성, 180cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 좋게 잘 입고 있어요 사이즈도 적당한 오버입니닽,남성, 181cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
제품 질이 매우 좋네요 탄성이있어서 좋습니다요,남성, 183cm, 85kg,보통이에요,보통이에요,선명해요,보통이에요
살짝 크지만  오버핏으로는 괜찮아요  저는 오버핏이라 마음에 드네요 ,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 좋네요  짱짱해서 목도 안늘어날거같아요 ,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
좋아요 가격에 비해 퀄리티도 좋습니다 간절기 이너웨이는 이걸로 결정 ,남성, 178cm, 67kg,보통이에요,밝아요,선명해요,보통이에요
이너로 입기에 좋아요  사이즈는 팔이 좀 길어서 이번엔  으로 구매함,남성, 176cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
이너용으로 긴팔티를 구매했는데 부드럽고 만족스럽습니다 ,남성, 167cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
이너용으로 긴팔티를 구매했는데 부드럽고 만족스럽습니다 ,남성, 167cm, 65kg,보통이에요,밝아요,선명해요,보통이에요
평소세미오버 100사이즈 입는데   입으니까 딱 좋습니다  는 105사이즈정도 되는것 같아요 색감 만족하고 재질도 가격대비 너무 좋습니다여러 색상 추가 구매 예정입니다,남성, 174cm, 76kg,커요,보통이에요,보통이에요,보통이에요
날이 많이 풀려서 안에 이너 단품으로 입기 너무 좋습니다재질도 가격대비 고급스럽고 좋습니다,남성, 174cm, 76kg,커요,보통이에요,보통이에요,보통이에요
오버하게 입으려고 젤 큰거 샀습니다 이너로도 단품으로도 입기 좋아요,남성, 182cm, 80kg,커요,보통이에요,보통이에요,보통이에요
저와 비슷한 체격에 헬스를 하시는 분들이면  사이즈가 딱 맞습니다 ,남성, 170cm, 74kg,보통이에요,밝아요,보통이에요,보통이에요
 사이즈로 샀는데 사이즈 딱 맞고 이너로 입기에 좋아요,남성, 174cm, 50kg,보통이에요,밝아요,보통이에요,보통이에요
이너  레이어드 용으로 너무 좋아서 한 장 더 샀어요 ,남성, 170cm, 53kg,보통이에요,밝아요,선명해요,보통이에요
비치지 않아 좋습니다 넥부분도 늘어나지 않을거 같고 기본티로 사용하기 딱 좋습니다,남성, 165cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 무탠롱슬리브보다 덜 흐물거리는 느낌이고 더 깔끔해요,남성, 165cm, 58kg,보통이에요,보통이에요,선명해요,보통이에요
믿고 입는 무신사 티셔츠  이너로 입어도 이쁘고 따로 입어도 이쁩니다 특히 재질이 굿,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
두껍지도 얇지도 않은 느낌입니다 여름용이나 기모 원하시면 다른 거 고려해보세요,남성, 182cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
소재는 얇은 편이고 단독으로 입기보다는 가디건과 같이 많이 입었는데 시보리가 얇아서 좀 더 정갈한 느낌이 납니다  사이즈는 적당히 맞는 거 같습니다 ,남성, 167cm, 67kg,보통이에요,밝아요,선명해요,얇아요
넥라인 너무 깔끔해서 좋고 빨래해도 튼튼할거 같아요 ,남성, 177cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
재질도 좋고 목이 늘어나지 않아 아주 좋아요  이너로 입을때 매우 만족하는 제품입니다 ,남성, 182cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입으려고 구매했는데  생각보다 품질이 괜찮아서 날 풀리면 편안하게 단품으로 입어도 좋을 것 같아요,남성, 176cm, 67kg,보통이에요,보통이에요,선명해요,보통이에요
사이즈 괜찮고 목 부분도 깔끔한 것 같아서 잘 입을 것 같아요 ,남성, 178cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
아주 추천드립니다 가성비 아이템으로 너무 맘에 드네요,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
괜찮네요 가성비 템으로 강추드립니다 깔끔해요 넥 라인,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 깔끔하고 좋은데 기장이 살짝 길어서 넣임하면 살짝 뜨는 느낌이 잇네요,남성, 180cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
두께감 핏감 만족스럽습니다  자주 손이 갈 것 같아요,남성, 182cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
두께감 핏감 만족스럽습니다  자주 손이 갈 것 같아요,남성, 182cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
두께도 적당하고 이너로 입기 좋아요 넥라인도 맘에 들어요,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
베이지 보다 좀더 짙은 색이라 더 좋습니다  편합니다 ,남성, 173cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요
착용했을때 편합니다  사이즈도 잘 맞고 이너로 쓰기 좋을거 같습니다 ,남성, 173cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요
이너로 입기 좋고 재질도 가격 대비 좋은 것 같아요 ,남성, 181cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
옷의 두께도 적당하고 이너로 입기에 최적화된 좋은 옷입니다,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
넥 라인이 얇고 원단이 튼튼하고 가성비이고 검은 색이고 밑단도 레이어드 포인트가 있고 많은 걸 갖춘 롱 슬리브 입니다 ,남성, 177cm, 68kg,보통이에요,어두워요,보통이에요,얇아요
단 벌로 입기 보다는 이너로 입어서 아우터를 빛내주기 좋은 제품입니다,남성, 177cm, 68kg,보통이에요,보통이에요,선명해요,얇아요
소재가 가격 대비 좋은거 같아요   오버한 상의 레이어드용으로 입을거면 사이즈업 해도 되겠네요 ,남성, 174cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 딱 좋습니다 봄 필수 아이템인 만큼 잘 입고 있어요  ,남성, 177cm, 62kg,보통이에요,밝아요,선명해요,얇아요
넣어 입을 때 예쁘고 목 부분이 늘어날 걱정 없는 게 제일 좋은 것 같아요 가성비는 말할 것도 없구용,남성, 176cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
안에 받쳐입기 넘 좋아요 목 부분이 약간 까슬거리긴 한데 예민하지 않으신 분은 괜찮을 거 같아요,남성, 178cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
그냥  사이즈가 딱이네요  은 안 입어봤는데 운동 한몸 아니면  입으면 될듯 평소 100사이즈 입어요,남성, 174cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
지인 추천 받고 구입했는데 너무 잘입을것 같아요,남성, 178cm, 74kg,보통이에요,보통이에요,선명해요,보통이에요
기본 티로 정말 괜찮고 이너로 입거나 단품으로 입어도 괜찮을거 같아요,남성, 169cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
핏도 이쁘도 기장도 딱 맞아서 좋아요 다음에 또사야지,남성, 181cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
