리뷰,성별,키,몸무게,사이즈,밝기,색감,두께감
생각보다 옷이 얇았지만 봄에 입기 딱 좋아용 그리구 팔이 살짝 길었어여,남성, 185cm, 75kg,커요,밝아요,선명해요,얇아요
기본 블랙 맨투맨이 필요했는데 가성비 정말좋습니다,남성, 167cm, 65kg,커요,보통이에요,보통이에요,보통이에요
아버지 선물용으로 구입했는데 정사이즈로 가면 아버지 나이대의 분들도 무난히 입으실 수 있는 핏같아요,여성, 162cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
품이 약간 낙낙하고  입기 편할것같아요  무지라도 핏이 괜찮네요,남성, 178cm, 78kg,보통이에요,보통이에요,선명해요,보통이에요
색감이쁘고요  편하고 좋습니다세탁기에 막 돌려도 상하지않을것같은 재질,NaN,NaN,NaN,커요,보통이에요,선명해요,보통이에요
무난합니다 편해서 동네 다닐때 입기에 좋은것같아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
옷 핏도 너무 마음에 들고 너무 두껍지도 얇지도 않아서 좋고 색감도 마음에 들어요,남성, 186cm, 78kg,보통이에요,보통이에요,선명해요,보통이에요
옷 핏도 너무 마음에 들고 너무 두껍지도 얇지도 않아서 좋고 색감도 마음에 들어요,남성, 186cm, 78kg,보통이에요,밝아요,보통이에요,보통이에요
가볍게 입기 좋아요  어깨선이 조금만 더 내려왔으면 더 좋았을 것 같아요,남성, 165cm, 52kg,작아요,밝아요,선명해요,보통이에요
무탠다드 스웨트 셔츠만 3번째입니다  무난해서 좋아용,남성, 170cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
무난무난하게 활용가능 생각보다 괜찮음 셋업으로 구매추천,남성, 174cm, 56kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 얇아서 외투 안에 입으면 따듯하고 좋을것 같습니다 ,남성, 174cm, 68kg,보통이에요,보통이에요,보통이에요,얇아요
옷감 적당히 두껍고 재질도 좋네요 몸무게가 있는편인데 예쁘게 잘 떨어지네요  블랙하고 같이구매했는데 전 블랙이 좋네요 ㅎ,남성, 172cm, 84kg,보통이에요,보통이에요,보통이에요,보통이에요
그냥 부담없이 데일리로 막 입기 좋은 맨투맨 같아요  적당한 두께에 색감도 깔끔하네요  ,남성, 172cm, 74kg,보통이에요,어두워요,선명해요,보통이에요
루즈하게 입으려고 샀는데 일업하면 오버핏으로 딱 맞게 편하게 입기 좋아요 색도 핏도 무난해서착용하기 편합니다,남성, 168cm, 66kg,커요,보통이에요,보통이에요,보통이에요
사이즈 넉넉하고 봄 가을철에 편하게 입고 다니기에좋아보입니다 ,남성, 182cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
이 가격에 이정도 퀄리티면 아주 훌륭하다고 생각합니다강추요,남성, 173cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
이 가격에 이정도 퀄리티면 아주 훌륭하다고 생각합니다강추요,남성, 173cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
역시나 무신사 스탠다드 언제나 믿고 주문합니다,남성, 174cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
편하고 막입기좋게 옷이 너무 부드럽지않고 먼지가  거의 붙지않습니다,여성, 162cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
요즘엔 쉽게 찾아볼수 없는 가격이여서 너무 좋고 핏도 좋습니다,남성, 175cm, 75kg,보통이에요,어두워요,보통이에요,보통이에요
가격대비 괘안네요 기모없고 재질좋아요 강추입니ㄷ,남성, 174cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하고 좋아요    는 너무 컷는데  가 딱 맞네요 ,남성, 171cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
맨투맨 좋아하는데 정말 가성비 좋네요  개인적으로 기장이 좀 길다싶었는데  사진 재수정 하는동안 빨  아 입었더니 조금 줄어든거 같아요그래서 결과적으로는 딱 맞는 사이즈가 된 거 같네요,남성, 185cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
가격대비 이만한게 있나 싶어요  색상도 다양하고 앞으로 맨투맨은 그냥 무탠다드로 가면 될 거 같습니다 매년 조금씩 업글도 될텐데 그럼 뭐 최고  색도 이뻐요  딱 원하던 카키색이에요,남성, 185cm, 69kg,보통이에요,보통이에요,선명해요,보통이에요
가격대비 이만한 게 있나 싶어요  색상도 다양하고 앞으로 맨투맨은 그냥 무탠다드로 가면 될 거 같습니다 매년 조금씩 업글도 될텐데 그럼 뭐 최고  색도 이뻐요  다크브라운 원하던 색이에요 ,남성, 185cm, 69kg,보통이에요,보통이에요,선명해요,보통이에요
와진짜 싸게샀는데 색도 쨍하고 시보리도 짱짱하고 약점이없네예,남성, 177cm, 66kg,보통이에요,밝아요,선명해요,얇아요
이뻐요 딱 맨투맨 정석이라서 무난하게 입기 즇아요,여성, 166cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 편하게 입으려고 샀어요 좋은 가격으로 구매했어여,남성, 171cm, 62kg,보통이에요,어두워요,선명해요,보통이에요
스탠다드에요  오버핏 아니에요 무작정 찾다보니 이런 실수를 하핫  ,남성, 179cm, 66kg,작아요,보통이에요,보통이에요,보통이에요
블랙만 두번째 구매합니다  옷감 적당히 두껍고 재질도 좋네요 몸무게가 있는편인데 예쁘게 잘 떨어지네요,남성, 172cm, 84kg,보통이에요,보통이에요,보통이에요,보통이에요
검정은 무난해서 두개삿어오 박시한가 딱맞는거 가격대비좋움,남성, 173cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 입기 좋은 스웻셔츠 입니다 무탠다드는 가성비가 좋은 것 같아요셋업으로 입으니까 더 깔끔하네요,남성, 170cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
약간 덜 더스티하길 바랬는데 그렇진않네요 그래도 입고다니기 예쁜 색입니다   가성비 최고네요,남성, 177cm, 70kg,보통이에요,어두워요,흐려요,보통이에요
기본아이템으로 하나 가지고있기 좋습니다 잘입을게요 ,남성, 173cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 좋고 프린팅 되어 있지 않아 어디든 잘 어울리는 옷이네요잘 활용하고 있습니다,여성, 182cm, 69kg,보통이에요,밝아요,선명해요,보통이에요
적당한 핏과 길이감이 좋습니다  너무 오바핏도 아니더 슬림핏도 아니여서 편하게 입기 좋아요 ,남성, 180cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
색감좋네요 마감도깔끔합니다 손자주갈것같은 옷이예요,남성, 175cm, 61kg,보통이에요,보통이에요,선명해요,보통이에요
175 70입니다  정싸이즈 느낌입니다  튼튼하고 좋아요  도톰해서 겨울도 가능해요  따뜻한 봄가을은 더울 듯 하고요  정말로 좋은 소재로 만든 옷이란 느낌이 듭니다 ,여성, 175cm, 70kg,보통이에요,보통이에요,선명해요,두꺼워요
알바할 때 입을려고 찾다가 무신사로 했는데 역시 무신사 최고에요 사이즈는 정사이즈에요,남성, 180cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
시보리는 느슨한 느낌이에요  전투복같은느낌 ㅎㅎ 가성비 짱,남성, 178cm, 82kg,보통이에요,어두워요,선명해요,보통이에요
핏이 딱 깔끔하게 떨어져요  말그대로 기본템이네요  좋습니다 ,남성, 180cm, 75kg,보통이에요,밝아요,선명해요,보통이에요
오 생각보다 탄탄한 원단에 정사이즈 핏이어서 아우터에 입기 안성맞춤입니다  시보리 나쁘지 않네요 ,남성, 170cm, 73kg,보통이에요,어두워요,보통이에요,보통이에요
정말 심플하게 입기 좋아요  두께도 요즘 날씨에 딱입니다  오버핏으로 입으려면 한 치수 크게 입어야 할 것 같네요  배송은 느렸어요  ,남성, 168cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
평소 105 입습니다  사이즈 딱 좋네요 블랙 기본 맨투맨으로 가성비좋아요,남성, 178cm, 70kg,보통이에요,어두워요,보통이에요,보통이에요
남성용이라 팔이 좀 길긴 한데  그래도 품이 넉넉하니 맘에 듭니다,남성, 176cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요
살짝 크게 입는걸 좋아해서 그런가 적당하고 좋아요,여성, 160cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
봄 가을에 아우터안에 이너로 입기 딱 좋습니다  굿  ,남성, 177cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 좋고 조금 까끌거리는 느낌이 있긴한데괜찮은거 같아요,남성, 165cm, 43kg,커요,보통이에요,보통이에요,보통이에요
기본 맨투맨으로 적절하고 무난해요 추천합니다,남성, 180cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
기본중에 기본 무탠다드 맨투맨  사이즈도 적당하고 색감 재질 걍 스탠다드무탠다드가 무탠다드 했읍니다 ,남성, 171cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
지금 입기 딱좋습니다재질도 너무좋아요어디에 코디해도 잘어울려요,남성, 177cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
덩치큰편인데 잘맞네요 ㅎㅎ몸사이즈에 비해 팔이 약간 짧은감이 있지만 그래도 양호합니다,남성, 190cm, 100kg,보통이에요,보통이에요,보통이에요,보통이에요
입어보니 무신사 스탠다드가 인기있는 이유를 알겠네요가성비 아주 좋습니다,여성, 184cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
이거 남색도 있었는데 검정이 확실히 색 때문인지 부해보이는 것도 덜하고 깔끔하게 잘 입어져요  사이즈는 여자 158기준 엉덩스  전 크게 입는거 좋아해서 좋아요 소매도 한 번 걷으면 좋은 정도입니다  무난깔끔 무탠다드 최고 사진 좀 뚱뚱하게 나왔지만 난 원래 뚱뚱해서 그렇습니다  하하,여성, 158cm, 56kg,커요,보통이에요,보통이에요,보통이에요
기본 무지 맨투맨으로 너무 좋아요 대만족입니다,남성, 170cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 무지 맨투맨으로 너무 좋아요 대만족입니다,남성, 170cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 딱 예쁘게 나왔고 두께도 적당해요가성비짱인듯,남성, 183cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
배송도 적당한 때에 잘 왔고  상품도 정말 마음에 듭니다 ,남성, 180cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무신사 스탠다드 딱 기본 믿을만한 기본입니다 ,남성, 178cm, 75kg,보통이에요,밝아요,선명해요,보통이에요
적당히 좋습니다 가성비 짱짱 맨투맨이에녀 추천,남성, 171cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
설명이 필요 없어요  봄이잖아요  블랙이잖아요  무신사잖아요 ,남성, 179cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
완전 딱 기본 맨투맨이에요 오버사이즈는 아니고 편하게 입을수 있을 것 같아요 ,남성, 180cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요
어디든 받쳐입을 수 있는 기본 흰 맨투맨이라 하나쯤 있어야돼요,남성, 179cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
가격대비 가성비 좋아요  짱짱하고 기장도 비교적 정확합니다 ,남성, 182cm, 78kg,커요,보통이에요,보통이에요,보통이에요
사이즈미스로 크게 불렀지만 그냥 가볍게 입어보고자 합니다 ,남성, 172cm, 68kg,커요,밝아요,흐려요,보통이에요
검정색도 입었다가 편해서 회색도 샀네요 항상 좋아요,남성, 174cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
반바지랑 입으면 아주 찰떡입니다  무탠다드는 진리에요 ,남성, 174cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
재질도 좋고 가격도 좋고 다좋은데 사이즈가 작네요,남성, 172cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요
재질도 좋고 가격도 좋고 다좋은데 사이즈가 작네요,남성, 172cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요
옷도 두껍지 않고 색도 예뻐요 지금 날씨에 입기 정말 좋은거 같네요,남성, 180cm, 97kg,보통이에요,밝아요,보통이에요,보통이에요
재질도 좋고 가격도 좋고 다좋은데 사이즈가 작네요,남성, 172cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 입기 되게 좋은거 같고 그렇게 두껍지도 않아서 지금 날씨에 입기 괜찮은거 같아요,남성, 180cm, 97kg,보통이에요,보통이에요,보통이에요,보통이에요
어떤거에 코디해도 좋습니다 평상시 막입기 너무 좋아요,남성, 178cm, 83kg,보통이에요,밝아요,보통이에요,보통이에요
기본 셔츠 필요했는데 너무 잘 산거 같아요핏도 이쁘고 어디나 다 잘 어울려요,남성, 173cm, 64kg,보통이에요,밝아요,선명해요,보통이에요
패딩 안에 입을 검은색 옷을 살려고 여기저기 찾다가 이 옷을 발견했어요 너무 이쁘고 좋아보여서 구매했는데 역시 좋네요 특히 목 부분이 입고 벗을때 늘어나서 너무 편합니다 ,남성, 170cm, 63kg,보통이에요,보통이에요,선명해요,보통이에요
뭔가 기장이 긺  큰 사이즈를 시켰나 싶음  색감 좀 애매  두껍지 않음  가성비 괜찮음 ,남성, 177cm, 57kg,커요,보통이에요,흐려요,보통이에요
이너로 입으려고 샀는데 단품으로 입어도 괜찮은 퀄리티 입니다  가격에 비해서 괜찮아요 ,남성, 170cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
무신사는 가성비 갑이네요 원단도 탄탄하고 색감도 좋아요 사이즈 적당히 잘 맞아서 어디에나 입을 수 있습니다 겨울에 기모있는 제품 잘 입어서 봄  가을용으로 또 구입했어요 ,여성, 160cm, 46kg,보통이에요,보통이에요,선명해요,보통이에요
봄  가을에 입기에 적당한 두께입니다 핏은 정핏이고 밑단이 조금 길어요,남성, 173cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
어디 보세 제품말고 스파브랜드중에서는가성비 최고인거 같습니다 ,남성, 175cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
원단도 괜찮은거 같고 가격도 좋고 두께도 딱 적당해요 ,남성, 177cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
원단도 괜찮은거 같고 가격도 좋고 두께도 딱 적당해요 ,남성, 177cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
두께도  핏도 딱 기본적인 맨투맨입니다  총장이 약간 긴 느낌이긴 한데 무난하게 잘 입을 것 같습니다 ,남성, 169cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
정핏으로 딱 떨어지고 가격대비 굉장히 좋습니다 ,남성, 171cm, 73kg,보통이에요,밝아요,보통이에요,보통이에요
약간 크게 입으려고 라지 시켰는데 핏 딱 좋네요 스탠다드하면서 살짝 어깨만 드롭된 핏이에요 여성분들이나 저랑 키 비슷한 남성분들 참고하세요 두께는 많이 두텁지 않고 적당하고 봄  가을에 입기 좋을 것 같아요  회색사보고 핏 좋아서 검정도 구매합니다 ,여성, 175cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
봄 가을에 입기 적절한 두께고 옷의 질감이 좋습니다 ,남성, 183cm, 85kg,보통이에요,보통이에요,보통이에요,얇아요
봄 가을에 입기 적절한 두께고 시보리랑 목 부분이 탄탄합니다,남성, 183cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈든 색감이든 무난한 무신사 스탠다드네요 역시 무탠다드 입니다 ,남성, 178cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요
핏이랑 두께 같은 기본적인건 다 좋은데 목 부분이 쉽게 늘어 날 것 같다,남성, 200cm, 133kg,보통이에요,보통이에요,보통이에요,보통이에요
우먼스 츄리닝 바지와 세트로 입으려고 샀는데 이건 살짝 노란끼가 있어요  그래도 베이직 아이템이여서 편하게 두루두루 입을 수 있어요,남성, 164cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
전투복으로 딱입니다 이정도 가격에 이정도 퀄리티면 몇장을사도 되겠네요 ㅎㅎ 잘입을께요 ,남성, 183cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
전투복으로 딱입니다 이정도 가격에 이정도 퀄리티면 몇장을사도 되겠네요 ㅎㅎ 잘입을께요 ,남성, 183cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
넘 이뻐요 역시 믿고사는 무신사재구매의사있습니다,남성, 183cm, 86kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 맨투맨으로 너무 좋습니다 사이증며 원단 다 마음에들어요,남성, 182cm, 81kg,보통이에요,밝아요,선명해요,보통이에요
기본템으로 딱 입니다 어디에 매치해도 다 잘 어울립니다  사이즈가 살짝큰데 오바사이즈로 입어도 이뻐요,남성, 172cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
가격대비 질 좋은거 같아요 싸게 잘삼요편하게 입으면 될거같아오 이뻐요,남성, 182cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 만족해서 사이즈도 적당하고 가성비 좋아요,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
색감이 밝고 옷도 무지 여서 어느 옷이던 다 잘어울릴 듯합니다 ,남성, 176cm, 85kg,커요,밝아요,선명해요,보통이에요
기장 긴 옷을 안좋아하는데 생각보다 기장은 긴편입니다 소재나 마감은 만족해요,여성, 166cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
사진을 좀 거지같이 찍엇는데  옷 그냥 딱 기본이에요 소재도 얇지만 쌈마이는 아니고 좋지도 않고 적당히 탄탄함100사이즈 입는데   사이즈 정핏이고  가슴통이 조금 작아서 살짝 불편  사이즈는 살짝 오버핏 나서 편하고 가슴통이 조금 커서 살짝 가오리핏,남성, 172cm, 67kg,보통이에요,보통이에요,보통이에요,얇아요
살짝 얇은감이 있습니다 편안하니 좋네요 야무지게입고 있습니다,남성, 177cm, 77kg,보통이에요,어두워요,보통이에요,얇아요
무난하고요 사이즈도 적당해요 오버하게 입고싶으시면 한사이즈 업 추천드려요,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
 로 가면 완전 정핏 나오네요 슬림한 바지랑 입을때 좋은 것 같습니다,남성, 163cm, 57kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 데일리로 입기에 편해요  색상별로 구매중 입니다 ,남성, 172cm, 80kg,보통이에요,밝아요,선명해요,보통이에요
정말 기본에 충실한 맨투맨 그래서 더 이쁜 맨투맨,남성, 175cm, 64kg,보통이에요,어두워요,선명해요,보통이에요
전투복입니다  여러개사서 돌려입기 좋습니다  추천드랴여,남성, 177cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
저렴한 가격에 만족스러운 옷 구매 했습니다 만족합니다,남성, 179cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 잘 맞아요가설비 좋아요셋업으로 구매함,남성, 182cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
키174 몸무게82 여유롭게 잘 맞고 적당히 핏함,남성, 174cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
키174 몸무게82 여유롭게 잘 맞고 적당히 핏함,남성, 174cm, 82kg,보통이에요,보통이에요,선명해요,보통이에요
크지도 않고 작지도 않고 사이즈 그대로 나왔어요 ,남성, 181cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 입고 싶어서 한사이즈 업했어요 색감도 좋고 질도 만족합니다 ,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
다른 색상으로 잘 입고 있어서 구매했는데 색감이 딱 튀지않고 적당하네요 ,남성, 172cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
지금날씨에 입기좋은거 같아요 배송이 느리긴함,남성, 182cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
요즘 날씨에 입기 딱좋은 맨투맨입니다    강추해요,남성, 175cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비가 좋은것 같아요 입문으로 좋습니다 재구매의향 있습니다 ,남성, 174cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
색상 밝아서 얼굴 환해보이구요 사이즈도 적당히 루즈해서 좋아요,남성, 172cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 입기 좋은것 같아요 시보리 짱짱해서 잘 안늘어날것같아요,여성, 162cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요
얼마 전에 사서 지금까지도 계속 잘 입고 있어요  재구매 의사 있어요 ,남성, 186cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
얼마 전에 사서 지금까지도 계속 잘 입고 있어요  재구매 의사 있어요 ,남성, 186cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
얼마 전에 사서 지금까지도 계속 잘 입고 있어요  재구매 의사 있어요 ,남성, 186cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
그냥 무난무난 스웻 셔츠 두께는 봄 가을에 입을 정도 크게 입으려면 2사이즈 업해도 될 거 같음,남성, 170cm, 65kg,커요,밝아요,보통이에요,보통이에요
무신사 스탠다드 기본템으로 이뻐요  잘 입을게요 ,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 맨투맨으로 적극 추천합니다 가격대가 마음에 들어요,남성, 173cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
색감도 마음에 들고 가격이 착해서 다른색으로 2벌 구매했습니다 ,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
색감도 마음에 들고 가격이 착해서 다른색으로 2벌 구매했습니다 ,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
 는 좀 딱 맞아서   로 변경했습니다옷이 튼튼해서 좋네요,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 너무 이뻐요  무신사 스탠다드 최고예요  잘 입을게요  많이 파세요 ,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
오버핏 좋아해서 사이즈 업해도 이라 저는 딱 좋습니다,남성, 170cm, 70kg,커요,보통이에요,보통이에요,보통이에요
멜란지 마스터보단 보들보들하고 가볍지만 멜란지 마스터만큼 튼튼한 느낌은 덜 하네요  그래도 걱정 없이 입어도 될 정도는 돼요 ,남성, 171cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
검정을 좋아하는 아이라서 기모없는 걸로 골라서 구입했어요  가볍게 입기좋은 편한 스타일  무신사 스텐다드 쵝오에요  ,여성, 170cm, 56kg,보통이에요,보통이에요,선명해요,보통이에요
무탠다드 맨투맨 그냥 입고다니기 좋고  기본템으로 좋아야,남성, 169cm, 71kg,보통이에요,보통이에요,선명해요,보통이에요
너무 만족하고 앞으로 잘 입고 다닐게요 하나 사니까 든든합니다,남성, 169cm, 71kg,보통이에요,보통이에요,선명해요,보통이에요
상품배송도 빠른편이고 옷도 적절하게 딱 맞고 잘 산것 같아요 ,남성, 179cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
아우터 안에 입으려 샀는데 무난해요추천합니다,남성, 182cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
진한 네이비 색이라서 깔끔합니다 데일리용으로 입기 추천이요,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
면바지 청바지 슬랙스 트레이닝복 아무거에나 맞춰입어도 좋아요,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
엄청 쨍하고 새파란색이에요 색감이 아주 예쁜느낌은 아니지만 취향을 타는 부분이니 만족하는분들도 있을거라 생각합니다사이즈는 정사이즈고 얇아서 봄에 단품으로 입기에 좋은거같아용,남성, 179cm, 70kg,보통이에요,밝아요,선명해요,얇아요
기보템으로 아주 굿입니다 막입기 딱좋아요ㅋㅋ진짜,남성, 174cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 입을수 있고 평상시에도 자주 입을것 같아요,남성, 171cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
항상 믿고사는 무신사스탠다드애용중입니다  펭하,남성, 171cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요
두껍지않아서 봄까지 입을수있을것같아요 가성비에요,남성, 178cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요
생각했던 핏이었는데 입다보면 목이 잘늘어 날거같아오,여성, 176cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
옷 두께감도 좋고 위아래 같은색 검정  그레이 한벌씩 사서 믹스해서 입어요  홈웨어입니다 ,남성, 172cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 데일리로 입기 좋은 제품인 거 같아요 가성비 좋음,남성, 177cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비가 좋네요 이가격에 이정도 품질이면 낫배드입니다 다른색상도 구매하고싶네요,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
무신사 스탠다드  역시 가격 합리적이고 퀄 좋습니다  잘 입겠습니다 ,남성, 176cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
디자인도 맘에 들고 가격도 나쁘지 않고 좋아요 굿,남성, 165cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 할려면 딱 한번 접어입으니 기장 딱 맞네요 옷도 튼튼하고 가벼워서 자주 입을거 같아용 ,남성, 176cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈가 이쁘게 잘맞습니다다른색상도 구매해야겠습니다,남성, 177cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
제가 생각보다 팔이 많이 짧았는지 팔이 줄줄이 소세지맹키로 생겼어여 이너용이긴 하지만서도 그냥 입을 땐 사진처럼 시보리를 안으로 넣어입어여,남성, 173cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
생각외로 제가 딱 원하던 핏에다 재질 두께 다 완벽해서 별 여섯개는 주고 싶어요 대박입니다,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
무지성으로 입고 나가기도 좋고 낄끔한 코디에도 좋습니다,남성, 177cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
기정이조금 애매하긴한데 색깔은 정말 이쁘네요 ,남성, 179cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비로는 최곤데 제스펙에선  사이즈 추천드려여 진짜 딱맞게 입으시려면  가셔야할듯,남성, 170cm, 65kg,작아요,보통이에요,보통이에요,보통이에요
가성비 갑입니다 가격도 착하고 핏도 너무 맘에들어요,남성, 170cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
슬림핏이고 약간 두꺼운 롱슬리브 느낌임 구매할때 참고하셈,남성, 166cm, 48kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 어디든 잘 어울려요사이즈도 거의 정사이즈라서 무난하게 입기 좋아요,남성, 178cm, 88kg,보통이에요,보통이에요,보통이에요,보통이에요
나름 코디 해봤는데 너무 잘 어울리고 무엇보다 저렴해서 좋아요  ,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
상의 보통 105입는데 품도 팔길이도 적당하게 딱 좋네요    한치수 작은거 살까 고민하다 리뷰보고 구매했는데 굿초이스였어요,남성, 177cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요
정사이즈입니다 조금만 더 기장 짧으면 좋을것 같아요,남성, 172cm, 67kg,보통이에요,보통이에요,보통이에요,얇아요
딱 나와있는 사이즈 그대로 너무 이뻐요 최고입니다,남성, 175cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
두께감은 얇은쪽에 속하고 사이즈는 정사이즈로 타이트하지 않게 잘 맞습니다,남성, 178cm, 75kg,보통이에요,밝아요,선명해요,보통이에요
가격도 싸고 핏도 이쁘고 마음에 들어요 잘입을게요,남성, 170cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
정핏이고 한 사이즈 업해서 입으면 이쁠꺼같아요,남성, 172cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
