리뷰,성별,키,몸무게,사이즈,밝기,색감,두께감
역시 무탠다드입니다 전투용으로 최고입니다 정사이즈로 가세요,남성, 174cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 짱짱해서 오래 입을 수 있을 것 같습니다,남성, 171cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
재구매입니다  원래있던건 잠옷으로 쓰고 새로 사서 운동복으로 쓰고 있습니다  좋아요,남성, 182cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
베이지색의 깔끔하고 댄디해보이는 무신사 기본꿀탬,남성, 178cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
살짝 오버하게 잘떨어짐두껍지 않아 봄에 압기 좋음,남성, 176cm, 70kg,커요,보통이에요,보통이에요,보통이에요
  는 너무 딱 맞고    는 너무 큰사람에게   로 입으면 딱 좋은 사이즈에 착화감도 가볍고 좋습니다 ,남성, 189cm, 94kg,보통이에요,보통이에요,선명해요,보통이에요
  는 너무 딱 맞고    는 너무 큰사람에게   로 입으면 딱 좋은 사이즈에 착화감도 가볍고 좋습니다 ,남성, 189cm, 94kg,보통이에요,보통이에요,선명해요,보통이에요
  는 너무 딱 맞고    는 너무 큰사람에게   로 입으면 딱 좋은 사이즈에 착화감도 가볍고 좋습니다 ,남성, 189cm, 94kg,보통이에요,보통이에요,선명해요,보통이에요
  는 너무 딱 맞고    는 너무 큰사람에게   로 입으면 딱 좋은 사이즈에 착화감도 가볍고 좋습니다 ,남성, 189cm, 94kg,보통이에요,보통이에요,선명해요,보통이에요
무난하니 입을만 하네요역시 무탠다드 퀄리티 좋습니다,남성, 162cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 입고다니기 너무좋아요전투용으로도 입고다니기좋은거같아요,남성, 170cm, 79kg,보통이에요,보통이에요,보통이에요,두꺼워요
가격에 비해 원단도 탄탄하니 오래 입을수있을거같아요,남성, 180cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
와우 이 가격에 이 퀄리티라니 매우 좋네요 편하게 입을 수 있어요,남성, 172cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
갓성비입니다 이가격에 이정도 퀄리티라니 자주 찾겠습니다,남성, 180cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
갓성비네요 재질도 탄탄합니다 단독으로 입어도 손색없어요,남성, 180cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
 는 정핏으로 잘 맞았는데   는 여유있게 잘맞네요,남성, 176cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
색감 좋고 사이즈도 딱 맞아요  저렴하게 잘 샀어요  다른컬러로 하나 더 샀어도 좋았을거 같아요,남성, 173cm, 74kg,보통이에요,보통이에요,선명해요,보통이에요
사이즈 잘맞고요 가격도 착해서 기본템 여러개 돌려입을려고 합니다,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
색이 밝아서 맘에 들어요 길이나 두께도 적당하고 편해서 잘 입을 것 같아요,여성, 165cm, 42kg,보통이에요,보통이에요,보통이에요,보통이에요
예상한대로 아주 좋네요  무난무난 기본템 모두 사세요,남성, 181cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
평범하게 매일매일 입을수있는 괜찮은 티셔츠입니다 추가구매했습니다 ,남성, 172cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 입을수있는 괜찮은 맨투맨으로 추가구매했습니다 ,남성, 172cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
몇벌 구매했는지 모르지만 거의 다 구매했어요 겨울엔 기모  봄엔 기모 없는 버전으로일단 입어 보세요 ,남성, 165cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
일부러 오버하게 입으려고   사이즈 구매했은데 생각대로 잘 맞습니다 기모없는 맨투맨으로 두께는 기본이고 정사이즈 가시려면  사이즈 추천드려요  제 스펙은 173 70이니 참고하셔요  ,남성, 173cm, 70kg,커요,보통이에요,보통이에요,보통이에요
일부러 오버하게 입으려고   사이즈 구매했은데 생각대로 잘 맞습니다 기모없는 맨투맨으로 두께는 기본이고 정사이즈 가시려면  사이즈 추천드려요  제 스펙은 173 70이니 참고하셔요  ,남성, 173cm, 70kg,커요,보통이에요,보통이에요,보통이에요
그냥 저냥 휘뚜루마뚜루 입기에 너무 좋네요 감사합니다,남성, 175cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
깔별로 구매했어요 나머지 컬러는 좋은데 더스티 베이지 카키는 화면이랑 다른거같고 좀 애매해요,남성, 179cm, 95kg,보통이에요,어두워요,보통이에요,보통이에요
질도 좋고 사이즈도 딱입니다 가성비도 좋고 무신사 기본템은 좋아요,남성, 172cm, 90kg,보통이에요,밝아요,선명해요,보통이에요
질도 좋고 사이즈도 딱입니다 가성비도 좋고 무신사 기본템은 좋아요,남성, 172cm, 90kg,보통이에요,밝아요,선명해요,두꺼워요
두께도 적당하고 핏도 잘 맞습니다  길이가 조금 긴 느낌이 있지만 신경쓰이지 않을 것 같아요  다른 맨투맨보다 가성비가 좋고 앞으로 자주 입을 것 같습니다,남성, 176cm, 62kg,보통이에요,어두워요,선명해요,보통이에요
안에 입었는데 외투 충분히 입기좋고 기장감 딸떨어져서 너무좋아요ㅔ,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
그냥 딱 깔끔하게 예쁩니다 잘입을게요 감사합니다,남성, 168cm, 60kg,보통이에요,보통이에요,선명해요,보통이에요
컬러도 좋고 전체적인 핏이나 재질도 꽤 괜찮아요,남성, 182cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
그냥 무조건 사고봐야하는 수준으로 예쁜 맨투맨에다가 기본적인 컬러감 예술이야 감사드려요,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
싸게 잘샀네요  구김이 많이 가지만 입을만 합니다  단독보다는 안에 받쳐입기 좋아요 옷감도 쫀쫀한 편입니다,남성, 179cm, 86kg,보통이에요,보통이에요,보통이에요,보통이에요
가격 제품 모두 좋습니다 제품은 정사이즈로 나왔습니다 ,남성, 181cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
아주아주 무난한 맨투맨 티셔츠입니다  크림색이라기보다 화이트에 가까운 것 같아용,남성, 175cm, 89kg,보통이에요,보통이에요,보통이에요,보통이에요
맘에들어요  다른 색상도 사야겠네요  사이즈도 딱맞네요,남성, 177cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
마음에 들어요 이너로만 입으려했는데 단독으로 입어도 괜찮을듯,남성, 180cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하고 색빠질때 바로 새로 구입할정도로 애정합니다,남성, 173cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
여름을 제외하고 모든 이너로 활용할 수 있을것 같아요 ,남성, 174cm, 77kg,보통이에요,어두워요,보통이에요,보통이에요
여름을 제외하고 모든 이너로 활용할 수 있을것 같아요 ,남성, 174cm, 77kg,보통이에요,어두워요,선명해요,보통이에요
사이즈도 넉넉하고 편안하고 가격도 좋고 가성비 템입니다,남성, 178cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
핏이 살짝 아쉽기는 합니다 그래도 가성비는 아주 좋아요,남성, 174cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
검정색 구매 후 크림색 구매했는데 마음에 듭니다  다른 색상도 구매할까해요  가격도 좋고 질도 괜찮아요  싼티 전혀 안납니다 ,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
무탠다드 스웨트 셔츠 멜란지 그레이 기본 중에 기본 스웨트 맨투맨 재질도 좋고기장까지 완벽  ,남성, 180cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
만족스럽게 구입했습니다 사이즈는 정사이즈같네요,남성, 172cm, 70kg,작아요,보통이에요,보통이에요,보통이에요
믿고사는 무텐다드 블랙컬러 이미 잘입고있고 네이비 추가구매했습니다,남성, 177cm, 76kg,보통이에요,보통이에요,보통이에요,두꺼워요
179 77 기준  사이즈 딱맞습니다  넉넉하게 입으려면    해야될거같아요 ,남성, 179cm, 77kg,보통이에요,어두워요,보통이에요,보통이에요
무난하게 홈웨어로 좋아요추우면 사진처럼 뭐하나 걸치면됨,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
색별로 살수밖에 없는 가격입니다  무지 맨투맨 최강이에요 ,남성, 183cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
청자켓 안에 이너로 입었어요몸통이 살짝 길지만 다른부분 모두 만족합니다흰색이나 검정도 하나씩 사야겟어요 ㅎ,남성, 182cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요
널널 하니 좋습니다 휘루마리 뚝딱 괜찮습니다  편해요,여성, 155cm, 45kg,보통이에요,보통이에요,보통이에요,보통이에요
무탠다드 맨투맨 5개째 구입했는데 매번 기본템으로 만족합니다 이가격에 이정도 두께와 퀄리티는 없는것같습니다,남성, 165cm, 51kg,보통이에요,보통이에요,선명해요,보통이에요
딱 조아하는 핏입니다 약간 여유있게 낙낙하니 너무나좋아요,남성, 170cm, 68kg,보통이에요,밝아요,선명해요,보통이에요
탄탄한 소재와 편한하고 까끌거리지 않는 라운지 웨어로 최고입니당,남성, 181cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
무탠다드 맨투맨 5개째 구입했는데 매번 기본템으로 만족합니다 이가격에 이정도 두께와 퀄리티는 없는것같습니다,남성, 165cm, 51kg,커요,어두워요,선명해요,보통이에요
무신사 믿고 사봤는데 군더도기 없이 가성비하나는 최고 입니다  상체발달형이며  딱정핏입니다  세미오버하실분은  가도 될거같슺니다 ,남성, 171cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
집에서 편하게 입기도 좋고  레이어드 해서 코디하기도 좋아요 ,남성, 171cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
검은색 먼저사보고 회색 구매했어요 마음에 들어요 ,남성, 180cm, 100kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 적당하고  두께도 적당해요  기모 없는 맨투맨만 찾아 입고 있는데 무탠다드가 진리입니다 ,남성, 184cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요
사이즈 적당하고  두께도 적당해요  기모 없는 맨투맨만 찾아 입고 있는데 무탠다드가 진리입니다 ,남성, 184cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요
가격 생각하면 최고입니다  사이즈도 적당하고 넘 맘에 들어요 ,남성, 170cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
무늬가 없어서 조금 심심한듯한 느낌이지만 가성비는 그야말로 최고입니다 ,남성, 172cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
두껍지 않으면서 소재가 탄탄한 느낌이에요색상은 생각보다 아주 살짝 어두워요,남성, 173cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
제고문제로 사이즈를 한치수 작게주문했는데도 일단 만족    여유있게 입는 편이라   그게 아쉽지만 가성비에 완전 대만족   다른색도 주문할겁니다  지금입기 딱입니당,남성, 180cm, 110kg,보통이에요,보통이에요,보통이에요,보통이에요
생각한 대로 사이즈 잘 맞고 착용감도 나쁘지 않네요,남성, 170cm, 67kg,커요,보통이에요,보통이에요,보통이에요
생각한 대로 사이즈 잘 맞고 착용감도 나쁘지 않네요,남성, 170cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
색감 부담스럽지 않고 좋아요 봄에 입기좋은 두께입니다,남성, 180cm, 78kg,보통이에요,보통이에요,선명해요,보통이에요
사이즈미스 기장 넘 길고 밴딩 헐렁하다이너로 입어야지,남성, 170cm, 66kg,커요,보통이에요,보통이에요,보통이에요
색감  크기 다 완전 기본 맨투맨이라무난하게 잘 입고 다닐듯두껍지 않아서 더 좋음,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무신사가 기본 템은 참 잘만드는것 같아요 핏이 너무 이뻐서 다른 색상도 구매했습니다  기본 맨투맨 사시려면 걱정말고 구매하세요,남성, 177cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
탄탄하고 엄청 고급스런 워싱 재질입니다  이가격에 이정도 퀄리티 진짜 무신사 아님 안될거 같아요 평소 상의 105 110 입는데 딱 좋습니다 ,남성, 181cm, 85kg,보통이에요,보통이에요,흐려요,보통이에요
핏감 사이즈 재질 전부 마음에듭니다ㅜ이가격에 이정도 맨투맨 역시무탠,남성, 180cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
가격대비 퀄리디 좋습니다시보리도 짱짱하구 잘 입을께요  ,남성, 170cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
배송 빠르고 사진과 똑같은 색감  핏 모두 똑같아요  잘 입을게요  ,남성, 173cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
옷은 적당히 괜찮은데 그냥 딱 가격 정도의 퀄리티입니다,남성, 179cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
최고예요  일단 가격이 최고인데 원단도 짱짠해서 견고합니다,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
감사합니다 정말 여유롭개 잘만 맞네요앞으로도 계속해서 구매예정,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 믿고사는 무신사 스탠다드   가성비로 딱 좋아요 ,남성, 177cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
싸게 잘구입해서 잘 입고 있습니다 ㅎㅎ 역시 무신사스탠다드  ,남성, 177cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
아주 좋아요  튼튼하고 이쁘고 짱짱하고 나에게 아주 좋은 선택이었습니다 ,남성, 181cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
아주 좋아요  튼튼하고 이쁘고 짱짱하고 나에게 아주 좋은 선택이었습니다 ,남성, 181cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
독서실 갈 때 입으려고 샀어요  건조기 돌리니 각이 없어져서 처음만큼 핏이 예쁘지는 않지만 편하게 입기 좋아요  마음에 듭니다,여성, 159cm, 47kg,보통이에요,보통이에요,보통이에요,보통이에요
쓰리엑라치고는 그렇게 크지 않네요그래도 무난하게 잘 입어요,남성, 181cm, 92kg,보통이에요,보통이에요,선명해요,보통이에요
맨투맨중 가장 기본탬으로도 아주좋은 화이트컬러의 무지티,남성, 178cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
회색 후드티만 입다가 스웨트셔츠 처음 입어보는데 너무 맘에드네여 사이즈 원하던 사이즈입니다 ,남성, 183cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하고 두껍지 않아서기온이 오르면 입기 좋을것 같아요 ,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템이며 집에서 입기 좋습니다  만만한가격입니다 ,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
어디에 입어도 무난해요  재질도 나쁘지는 않아요,남성, 177cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무탠다드 명성에 걸맞네요 시보리 짱짱한데 옷감은 얇아서 딱입니다,남성, 175cm, 70kg,보통이에요,보통이에요,선명해요,얇아요
일할때 입으려고 구매하였어요 무난하게 가격값합니다,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
일할때 입으려고 구매하였어요 무난하게 가격값합니다,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
일할때 입으려고 구매하였어요 무난하게 가격값합니다,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
핏 예쁘고 잘 떨어지고 마감도 좋아요 추천합니다  ,남성, 171cm, 60kg,보통이에요,밝아요,선명해요,보통이에요
언제나 무탠다드는 최고의 상품입니다 몇벌째 구매중인데 강추입니다   ,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
언제나 무탠다드는 최고의 상품입니다 몇벌째 구매중인데 강추입니다   ,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비갑 무탠다드 짱 믿고 입는 무신사 또 사야징,남성, 176cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하고 괜찮은 핏임 약간 오버핏이고 내가 찾던 맨투맨임,남성, 176cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 아주 좋아요  색도 어두운 종류의 네이비라 웬만한 바지랑 잘어울려요 ,남성, 177cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
사진이 많이 밝게나왔지만 그냥 까매요  출근할때 휘뚜루마뚜루 좋아용,남성, 172cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
아보카도색 처음입어보는데 자주 입을꺼같습니다,남성, 181cm, 82kg,커요,밝아요,선명해요,보통이에요
두껍지는 않고 정핏에 너무이뻐요 원단도 고급지도 너무좋아요,남성, 175cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 더 잘 입고있는 셔츠네요다른 옷이랑 무난하게 잘 어울리는 색상인 것 같고핏도 무난합니다,남성, 178cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
우선 착용했을때 뭔가 포근함이 느껴지는것 같고 얇은것 같으면서도 적당히 따뜻한 느낌이 들어요,남성, 167cm, 61kg,보통이에요,밝아요,보통이에요,보통이에요
색감이랑 핏은 생각했던대로 괜찮은데 주름이 좀 많이 있음,남성, 174cm, 73kg,보통이에요,보통이에요,선명해요,보통이에요
우린 사적인 감정은 배제한 체 스웻 셔츠만 입도록 하자,남성, 172cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
입어봤는데 사이즈는 딱 정사이즈고  두께도 충분해서 좋아요,남성, 173cm, 80kg,커요,밝아요,선명해요,두꺼워요
재질도 좋고 사이즈도 적당하고 이쁩니다   추천추천,남성, 174cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
생각햇던것보다 두꺼운소재이고 팔부분이 길어요,여성, 162cm, 52kg,커요,밝아요,선명해요,두꺼워요
회색 기본템 아니겠습니까  좋아요조아   가격도 좋고 기장 폼 다 만족스럽네요,남성, 178cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
상품 사진보시면 색상 네이비이고요  안에 무난하게 입기 좋네요  만족스러운 가격과 함께 잘 입겠습니다,남성, 178cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
색감도 딱 좋고 기장 폼 가격 모두 만족스럽네요  좋습니다 강추합니다,남성, 178cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
178  95키로    딱맞네요 색깔도 괜찮고 가격도 착하고 재질도 좋아요 ,남성, 178cm, 95kg,보통이에요,보통이에요,선명해요,보통이에요
겨울에 따뜻하게 잘입었습니다여러 코디에도 알맞는 좋은 옷입니다,남성, 173cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 적당하고 두께도 적당하니 좋네요 셋업으로 입기 좋습니다 ,남성, 100cm, 150kg,보통이에요,보통이에요,보통이에요,보통이에요
174 5   70 72 정도인데안에 티셔츠를 받쳐입었을때 이런 느낌입니다 회색 무지맨투맨이라 사시는 분들 스타일보단핏감 참고하시라고 이렇게 남겨요,남성, 174cm, 72kg,보통이에요,보통이에요,보통이에요,얇아요
봄이라 베이지색 맨투맨을 찾고 있었는데 싸고 좋네요 ,남성, 171cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
좋습니다 가성비 밑단 시보리가 짱짱하지는 않아요,남성, 181cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 좋은 셋업입니다 색감도 이쁘고 제품 배송 만족합니다 ,여성, 160cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 좋은 셋업입니다 색감도 이쁘고 제품 배송 만족합니다 ,남성, 181cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요
옷 깔끔하고무난하게 잘입고다니고있어요다른색상도 주문할거예요,남성, 187cm, 87kg,보통이에요,밝아요,선명해요,보통이에요
딱 원했었던 오트밀 색상이라 아주 마음에 들어요,남성, 182cm, 80kg,보통이에요,보통이에요,선명해요,보통이에요
여름을 제외하고 모든 이너로 활용할 수 있을것 같아요 ,남성, 174cm, 77kg,보통이에요,밝아요,선명해요,보통이에요
여름을 제외하고 모든 이너로 활용할 수 있을것 같아요 ,남성, 174cm, 77kg,보통이에요,어두워요,보통이에요,보통이에요
기본템으로 활용하기 좋습니다  검정색  크림색 샀어요ㅎㅎ,남성, 175cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
딱 기본템으로 활용하기 좋아요  다른 색상도 구매할까 생각중이에요,남성, 175cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
엄청 큰데 핏이 이뻐요 오버핏 좋아하는 사람으로써 만족 ,여성, 164cm, 65kg,커요,보통이에요,선명해요,보통이에요
엄청 큰데 핏이 이뻐요 오버핏 좋아하는 사람으로써 만족 ,남성, 164cm, 65kg,커요,어두워요,선명해요,보통이에요
기본 블랙 맨투맨으로 너무너무 좋습니다맘에들어요,남성, 179cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
엄청 큰데 핏이 이뻐요 오버핏 좋아하는 사람으로써 만족 ,여성, 164cm, 65kg,커요,어두워요,선명해요,보통이에요
힙합으로 엑라 샀습니다 낙낙하니 좋네요 딱입니다,남성, 173cm, 70kg,커요,보통이에요,보통이에요,보통이에요
힙합으로 엑라 샀습니다 낙낙하니 좋네요 딱입미다,남성, 173cm, 70kg,커요,보통이에요,보통이에요,보통이에요
좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요,남성, 176cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
믿고 사는 무탠다드 다 좋아요 사이즈도 적당하고 기장 두께감 다 좋아요 믿고 사셔요,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템 무난무난 스테디함가볍게 입기 갠차나나앙,남성, 178cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈도 정 핏이고 편하게 입기 좋습니다  매일 입는중입니다 ,남성, 187cm, 86kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈도 적당하고 재질도 좋고 무탠다드 추천합니당,남성, 174cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 이너로 활용하기 좋은 가격과 핏감과 두께입니다,남성, 174cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
가격도 싸고 편하게 입고다니기 좋아요싸다고 해서 구리지도 않아요,남성, 170cm, 61kg,보통이에요,어두워요,보통이에요,보통이에요
말 그대로 스탠다드하네요 핏하지도않고 오버하지고않고 무난하게 좋네요,남성, 170cm, 67kg,보통이에요,어두워요,선명해요,보통이에요
말 그대로 스탠다드입니다 핏한것도 아니고 오버한것도 아니고 무난하게 좋네요,남성, 170cm, 67kg,보통이에요,밝아요,선명해요,보통이에요
진짜 기본중에 기본템으로 어디든 나가서 입고다니기 좋아요  무텐다드 최고최공,남성, 178cm, 87kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 입기 좋고더워지기전까지 입을 수 있는 두께같아요 봄까지는 잘 입을듯합니다 ㅎㅎ,남성, 170cm, 68kg,보통이에요,어두워요,선명해요,보통이에요
저희 고모가 옷색깔 이쁘다고 사달래서 사줬는데 사이즈 정사이즈고 괜찮아요  ,여성, 155cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
어느옷이랑 코디해도 다잘어울리는 기본으로 있어야되는 옷,남성, 178cm, 65kg,보통이에요,보통이에요,보통이에요,두꺼워요
딱 원하던 사이즈  핏 입니다 적당히 앏은 제품 원했는데 딱 좋아요,남성, 174cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
좋아요 두께감도 적당하고 어깨핏도 딱 원하는핏이네요 기장은 엉덩이 살짝덮어요,남성, 175cm, 60kg,보통이에요,밝아요,흐려요,보통이에요
좋아요 두께감도 적당하고 어깨핏도 딱 원하는핏이네요,남성, 175cm, 60kg,보통이에요,어두워요,보통이에요,보통이에요
정핏이고 무난하니 좋아요 다른색도 구매 예정입니다,남성, 185cm, 105kg,보통이에요,어두워요,보통이에요,보통이에요
군더더기 없는 무지맨투맨으로 가성비 엄청 좋네요,남성, 173cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
배송도 빠르고 상품도 너무 이쁘네요 역시 믿고 사는 브랜드입니다 ,남성, 188cm, 88kg,보통이에요,보통이에요,보통이에요,보통이에요
남자친구 선물했는데 평소에 무난하게 입기 좋아요 ,남성, 175cm, 68kg,커요,보통이에요,흐려요,얇아요
색이 조금더 밝았으면 어땠나 싶네요 가격대비는 정말 좋아요,남성, 162cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무텐다드 스웨트셔츠 많이 샀는데 라이트 그레이도 예쁘네여,남성, 185cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
기본 가성비 스웻 셋업으로 단연 최고입니다 추천이요   ,남성, 181cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
정사이즈 딱 좋네요  제가 입으려다가 어깨 깡패가 되길래 남편 줬더니 딱 좋네요,남성, 176cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
가격도 싸고 핏도 이쁘고 마음에 들어요 잘입을게요,남성, 170cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
손이많이가고 너무예쁘네요   다른색도구매 예정입니다 편해요,남성, 175cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
셋업으로입으니 예뻐요 손이많이가고 너무예쁘네요   다른색도구매 예정입니다 ,남성, 175cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
색에 좀 보라끼가 돌긴 하는데 이뻐요근데 사이즈가 좀 크네요 그래도 어깨 넓어 보입니다보통 입으시는 사이즈 추천 드려요저는 한사이즈 크게 샀는데 후회합니다,남성, 175cm, 69kg,커요,보통이에요,보통이에요,보통이에요
벌써 세개째인데 너무 맘에 들어요 앞으로도 잘 입을거같아요,남성, 178cm, 74kg,보통이에요,밝아요,선명해요,보통이에요
안에 이너로 넣기좋아요 깔끔하게 입는게 좋아요,남성, 173cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
이 가격대 가성비 최고에요 진짜 잘 산거 같아서 좋아요,남성, 178cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
무채색은 신이야 패션고자도 평범하게 만들어주는 신이야 생각보다 짱짱해요,남성, 174cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
핏 이쁘고 범용성 넓게 입을 수 있을 거 같아요 좋습니다,남성, 176cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
너무새로워진 나자신을 발견하는 느낌적인 느낌이랄가요  부드러워요,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
너무새로워진나룰 발견하는 느낌적인 기분이랄까요,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
옷이 확실히 튼튼해서 여름 빼고는 다 입어도 될거 같아요 ,남성, 169cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 아이템이라 어디에도 잘 어울리는 것 같아요 ,남성, 169cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무탠다드 싸고 품질도 좋네요 다른 색깔도 사야겠어요,남성, 184cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
두께감 재질 너무 마음에 들어요 강추합니다 가성비짱이에요,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
무난무난해서 좋은 것 같아요  가성비 갑입니다  구매하세요 ,남성, 177cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
정말 예쁜 맨투맨입니다  색깔이 정말 마음에 드네요 ,남성, 177cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
무난무난한 맨투맨입니다  가성비 갑인 것 같네요 ,남성, 177cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
