height/weight,26,27,28,29,30,31,32,33,34,36,38,40,42
1.2,257.6,257.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.8,1.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,2.4,2.0,2.4,2.6,0.8,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0
3.3,0.0,0.0,0.6000000000000001,2.6,3.8,1.0,0.0,0.4,1.2,0.4,0.0,0.0,0.0
3.4,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
4.1,1.0,1.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2,2.6,7.0,9.8,7.800000000000001,7.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3,0.0,1.0,3.8,9.6,17.0,18.0,140.4,390.0,129.20000000000002,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0,0.8,2.4,4.2,5.6,2.8,1.0,0.2,0.0,0.0
5.2,1.2,4.0,8.2,7.0,3.8000000000000003,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3,0.2,3.2,14.4,41.0,55.0,168.8,410.8,266.0,388.2,129.4,0.0,0.0,0.0
5.4,0.0,0.0,0.0,2.0,11.4,26.8,40.2,32.0,16.0,4.2,0.4,0.0,0.0
5.5,0.0,0.0,0.0,0.0,129.0,387.8,133.8,8.8,8.8,4.8,1.0,0.0,0.0
5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4,1.0,1.4,0.4,0.0
5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.4,0.4
6.2,0.4,1.8,2.8,1.6,0.6000000000000001,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
6.3,0.6,0.4,2.6,10.8,22.6,29.4,21.0,7.2,2.2,1.6,0.4,0.0,0.0
6.4,0.2,0.6,0.2,1.4000000000000001,8.6,158.4,444.59999999999997,167.8,17.4,4.4,0.4,0.0,0.0
6.5,0.0,0.0,0.0,0.2,0.6,0.8,5.0,12.4,12.6,7.8,2.4000000000000004,0.2,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,2.4000000000000004,5.2,2.2,0.2,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0
7.2,0.0,0.4,1.2,0.4,0.0,0.4,1.2,0.4,0.0,0.0,0.0,0.0,0.0
7.3,0.2,0.6,0.2,0.6000000000000001,4.0,8.799999999999999,7.4,2.0,0.2,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,1.2000000000000002,6.2,15.6,25.0,17.6,10.8,3.4000000000000004,0.2,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.2,2.0,6.4,14.4,23.0,8.6,1.2,0.2,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.2,0.6,1.2000000000000002,5.8,9.4,7.2,1.6,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5999999999999999,1.5999999999999999,0.4,0.0
8.3,0.0,0.0,0.2,0.6,0.2,0.6000000000000001,1.7999999999999998,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,1.0,1.8,1.8,1.2000000000000002,2.4,0.8,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.2,1.0,3.0,5.2,1.6,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.7999999999999998,0.6000000000000001,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,2.0,0.6000000000000001,0.0
