gender,height,weight,item,content,size,brightness,color,thickness
남성, 170cm,65kg,에센셜 쿨 코튼 2-PACK 티셔츠,편하고 무난하게 입기에 좋은 것 같네요 재질도 약간 얇아요~,보통이에요,밝아요,선명해요,얇아요
남성, 182cm,66kg,에센셜 쿨 코튼 2-PACK 티셔츠,가성비 반팔로 좋습니다 막 굴려도 괜찮아요 추천,보통이에요,보통이에요,보통이에요,보통이에요
남성, 170cm,60kg,에센셜 쿨 코튼 2-PACK 티셔츠,커버낫 2pack 티셔츠?! 바로 구매 날아갈 것 같은 기분 ~,보통이에요,보통이에요,선명해요,얇아요
남성, 178cm,76kg,에센셜 쿨 코튼 2-PACK 티셔츠,사이즈도 딱 맞고 이뻐요 원단도 부드럽고 편안합니다 올여름 휴가는 이걸로 다녀왔어요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 170cm,68kg,에센셜 쿨 코튼 2-PACK 티셔츠,소재가 시원하고 괜찮은거 같아요막 입기 좋은 옷입니다!,보통이에요,보통이에요,선명해요,얇아요
남성, 176cm,71kg,에센셜 쿨 코튼 2-PACK 티셔츠,세일할 때 잘 샀습니다 자주 이용 할 듯 다들 겟 하세요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 169cm,65kg,에센셜 쿨 코튼 2-PACK 티셔츠,디자인이 깔끔하고 시원한 재질이라서몸에 들러붙지않아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 170cm,60kg,에센셜 쿨 코튼 2-PACK 티셔츠,두깨도 적당하고 사이즈도 무난해서 진짜 편하게 입을 수 있습니다. 근데 밖에는 확실히 클론이 많은듯,보통이에요,보통이에요,보통이에요,보통이에요
남성, 179cm,90kg,에센셜 쿨 코튼 2-PACK 티셔츠,커버낫티잘입고있어요 남녀공용이라 너무좋네요 ,보통이에요,보통이에요,보통이에요,보통이에요
남성, 170cm,54kg,에센셜 쿨 코튼 2-PACK 티셔츠,박시하게 입는데 핏이 예뻐요 그리고 무난해서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 178cm,78kg,에센셜 쿨 코튼 2-PACK 티셔츠,편하게 입을수 잇는 기본 티셔츠 입니다기본 색상이라 좋네요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,어디에도 잘 어울리는 무난한 흰티/검정티라 좋아요. 사이즈도 적당한 오버핏이라 잘 어울려요. ,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,70kg,에센셜 쿨 코튼 2-PACK 티셔츠,옷이 매우 얇고 원단이 시원해서 여름에 스타일과 시원함 둘 다 가질 수 있어서 너무 좋아요!,커요,보통이에요,선명해요,얇아요
여성, 155cm,45kg,쿨 코튼 2-PACK 티셔츠 화이트,사이즈도 넉넉하고 특히 옷재질이 좋은데더 좋은건 목의 짱짱함인거같아요!Xs사이즈지만 제동생도 같이입을만큼 넉넉해요!,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,시원하고 감도 좋고 가격도 좋아요 ㅎㅎ 색상 두 가지라 좋네요ㅕ,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,소재가 좋고 편해서 손이 자주 가는 옷입니다~~~!! 1+1이라서 좋아요!!!,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,쿨 코튼 2-PACK 티셔츠 화이트,여름에 입기 시원해서 너무 좋습니다소재가 진짜 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,58kg,에센셜 쿨 코튼 2-PACK 티셔츠,4월부터 시작해서 제일 자주 입는 반팔인거 같아요,커요,보통이에요,선명해요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,편합니다 시원하구요 이 이유 때문에 자주 입을거같아요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,그냥 입고 다니기에는 애매한데 운동할 때 입기 좋아서 자주 입고 있어요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,소재가 시원하고 좋아요! 2pack 이라서 가성비가 최고에요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 174cm,70kg,에센셜 쿨 코튼 2-PACK 티셔츠,편하고 재질이 신기하네요. 먼지가 좀 잘 붙긴하는데 시원하고 좋아요.,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,그냥 평범한 느낌의 티고 아무데나 어울리는 기본티로 저렴하고 좋네요!!,커요,보통이에요,보통이에요,보통이에요
남성, 168cm,58kg,에센셜 쿨 코튼 2-PACK 티셔츠,소재가 부들부들하고 시원하니 여름에 입기 딱입니다.넘 예쁘고 션 합니다.,커요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,생각보다 땀흡수가 되는건 아니지만 괜찮아요.사이즈도 약간 오버해서 좋습니다.,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,쿨 코튼 2-PACK 티셔츠 화이트,마실나갈때 간편하게입기 편해요 옷도 얇아서 시원해요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 153cm,43kg,쿨 코튼 2-PACK 티셔츠 화이트,얇은면으로 더운날도 시원하게 입을수 있을것 같아요~~키작녀 인데 엉덩이 덮는 기장으로~딱 좋아요~두장 가격이라 더 만족이요~,보통이에요,밝아요,선명해요,얇아요
여성, 166cm,48kg,에센셜 쿨 코튼 2-PACK 티셔츠,재질도 시원하고 핏이 좋아요. 입었을때 더 예뻐요~^^,보통이에요,밝아요,선명해요,보통이에요
남성, 171cm,66kg,에센셜 쿨 코튼 2-PACK 티셔츠,편하게 입기 정말 좋습니다.직장에도 입고가고 친구들 만날때도 입고갑니다.흰색은 비칠줄 알았는데 아니네요오버사이즈 추천합니다.,커요,어두워요,선명해요,보통이에요
남성, 185cm,72kg,에센셜 쿨 코튼 2-PACK 티셔츠,커버낫은 기본은 무조건 하죠 옷도 잘 안늘어나고 잘 입고 있어요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 169cm,80kg,에센셜 쿨 코튼 2-PACK 티셔츠,다른 분들 리뷰처럼 소자도 시원하구 편해요~디스이즈 커버낫,커요,밝아요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,편하게입기  좋아요 시원한  재질이라  편하게  입은듯합이다,보통이에요,보통이에요,보통이에요,보통이에요
남성, 173cm,63kg,쿨 코튼 2-PACK 티셔츠 화이트,작년에도 샀는데 올해도 흰색으로 두 개 구매했습니다. 개인적으로 흰티 중에서는 가장 만족해서 입는 것 같습니다 :) ,커요,보통이에요,선명해요,보통이에요
남성, 177cm,68kg,에센셜 쿨 코튼 2-PACK 티셔츠,이걸 입으니 모델이 된거 마냥 어깨 쭉 피고 돌아댕길수 있어요 핏도 좋고 사이즈도 적당해서 맘에 쏙 들어요,보통이에요,밝아요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,데일리용으로 편안하고 여름에 입기 딱 좋은 얇기에요 시원합니다,보통이에요,보통이에요,보통이에요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,사이즈가 생각보다 크게 나오는 무난하게 잘 어울리는 반팔 티,보통이에요,밝아요,선명해요,보통이에요
남성, 180cm,83kg,에센셜 쿨 코튼 2-PACK 티셔츠,흰 검 기본템으로 깔끔하고 이쁘네요추천합니다.,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,여름에 입기 너무좋아요 전투용으로 입겠습니다,보통이에요,보통이에요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,그냥 원단좋은 무지티에 커버낫 로고하나 있을뿐인데 엄청 트렌디해보여요,보통이에요,보통이에요,선명해요,보통이에요
남성, 176cm,75kg,에센셜 쿨 코튼 2-PACK 티셔츠,옷감촉이 쫌 신기해요! 그래도 시원하게 잘입을거 같습니다! 사이즈 딱 좋구요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 164cm,59kg,에센셜 쿨 코튼 2-PACK 티셔츠,전투용으로 딱 기능성이 막 있는거같지않지만확실히 순면보단 난듯,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,쿨 코튼 2-PACK 티셔츠 화이트,박시한 느낌. 엉덩이까지 덮어주는 넉넉한 기장 좋아요,커요,밝아요,선명해요,얇아요
남성, 177cm,63kg,에센셜 쿨 코튼 2-PACK 티셔츠,작년에 사고 또 샀어요 레이어드도 좋고 단품으로도 좋아요,커요,보통이에요,선명해요,보통이에요
남성, 177cm,90kg,에센셜 쿨 코튼 2-PACK 티셔츠,무지티 필요해서 샀는데 가성비 괜찮고 휘뚜루마뚜루 입을 수 있어서 개꿀이에여,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,74kg,에센셜 쿨 코튼 2-PACK 티셔츠,재질이 부드럽고 얇아서 시원하니 좋네요 다만 기장이 조금 기네요,보통이에요,보통이에요,선명해요,얇아요
남성, 188cm,105kg,에센셜 쿨 코튼 2-PACK 티셔츠,생각보다 원단 재질이 좋고 품이 넉넉함길이감은 보통,보통이에요,보통이에요,보통이에요,보통이에요
남성, 172cm,59kg,에센셜 쿨 코튼 2-PACK 티셔츠,두가지 색한번에 받아서 정말 좋고 자주자주 입을거같아요 세일할때 싸게 잘산거같아요!!,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,얇고 시원하고 편해서 좋습니다데일리로 제격이에요!,보통이에요,보통이에요,보통이에요,보통이에요
남성, 177cm,57kg,에센셜 쿨 코튼 2-PACK 티셔츠,재질도 너무 만족하고요  다만 사이즈가 약간 큰거 같아요   제가 말라서 그럴수도 있어요  옷은 너무너무 만족합니다 ,커요,밝아요,선명해요,보통이에요
남성, 178cm,75kg,에센셜 쿨 코튼 2-PACK 티셔츠,여름이라 하나 삿는데 편하고 좋네요 잘 쓸것 같네요,커요,보통이에요,보통이에요,보통이에요
남성, 172cm,62kg,에센셜 쿨 코튼 2-PACK 티셔츠,생각보다 더 얇고 시원해요 여름 티셔츠로 좋은 것 같아요,보통이에요,밝아요,선명해요,얇아요
신고,,,쿨 코튼 2-PACK 티셔츠 화이트,오버핏으로 편하게 입기좋고 시원해서 여름에입기 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 169cm,57kg,에센셜 쿨 코튼 2-PACK 티셔츠,너무너무너무 예쁩니다 고민하지마시고 구매하세여!,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,진짜 시원 깔끔 예쁜 티셔츠임. 두장에 이가격이면 값도 싸고 올여름 최고 잘 산 티셔츠 같음.,보통이에요,보통이에요,선명해요,보통이에요
남성, 168cm,68kg,에센셜 쿨 코튼 2-PACK 티셔츠,깔끔하고 무난해요! 매일 입기 좋은 상품인 것 같습니다!,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,깔끔하게 입기 좋아요. 날씨 추워지면 이너로도 입을만하겠네요.,보통이에요,보통이에요,보통이에요,보통이에요
여성, 155cm,50kg,에센셜 쿨 코튼 2-PACK 티셔츠,너무 이뻐요 재질도 좋고 커플티로도 추천합니다 ,커요,보통이에요,선명해요,두꺼워요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,딱 마음에 드는 기본 티입니다. 두장가격이라 가성비있어서 가난한 저에게는 매우 만족합니다.,보통이에요,밝아요,선명해요,보통이에요
여성, 158cm,56kg,에센셜 쿨 코튼 2-PACK 티셔츠,쿨코튼이라고 하길래 얼마나 시원한가 했더니 확실히 시원하고 처음 뜯어서 새옷냄새 좀 나는거 빼곤 다 괜찮아요 세탁해도 안늘어날거같은 소재이고 목부분도 탄탄해서 완전 만족합니다 제 키에 s사이즈 딱 적당해요,보통이에요,보통이에요,보통이에요,얇아요
여성, 162cm,73kg,에센셜 쿨 코튼 2-PACK 티셔츠,좋습니다 되게 여유롭게 다방면으로 잘 입을 수 있습니다,보통이에요,보통이에요,보통이에요,보통이에요
남성, 176cm,60kg,에센셜 쿨 코튼 2-PACK 티셔츠,가성비 좋아요. 소재 좋은 것 같고 목부분 탄탄한게 느껴지네요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,지난 번에 사고 재구매 했습니다 여름에 입기 딱 좋은 재질이에요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 167cm,96kg,에센셜 쿨 코튼 2-PACK 티셔츠,디자인도 깔끔하고 가격도 착해서 좋네요!! 만족합니다,보통이에요,보통이에요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,싸이즈 맞고 이뿌네요 잘 입겠습니다수고하세요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,인생반팔 찾았습니다 절대후회 절대안함 무조건 여러개 쟁여두고 쓰세요,보통이에요,밝아요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,정말이쁘네요 몇개 더주문해서 쟁여놔야겠어요 ㅎ,보통이에요,보통이에요,보통이에요,보통이에요
남성, 170cm,59kg,에센셜 쿨 코튼 2-PACK 티셔츠,제가 여름마다 땀때문에 안쪽에 하나씩 더 입는데 안입어도 될 정도로 시원합니다 핏도좋아요 최고!,보통이에요,보통이에요,보통이에요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,데일리로 입기 좋은 티네요 무난하게 코디하기 좋습니다,보통이에요,밝아요,선명해요,보통이에요
남성, 167cm,70kg,에센셜 쿨 코튼 2-PACK 티셔츠,너무 좋습니다 핏이 딱 맞아요! 바지에 넣어 입으면 깔끔하니 예쁩니다,보통이에요,보통이에요,보통이에요,보통이에요
남성, 168cm,50kg,에센셜 쿨 코튼 2-PACK 티셔츠,옷의 길이가 길어서 넣어 입느데 이뻐서 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,와..재질도 엄청 좋고 기본에 충실한 티셔츠 인듯 시원함,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,편하게 입고 다닐수 있다는 장점이 가장 좋은거 같아요 굿 !,보통이에요,보통이에요,보통이에요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,옷 재질도 너무마음에들고핏도너무이뻐서자주입을거같아요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,통풍도좋지만 재질이 시원해서 잘입고 다닙니다,커요,보통이에요,보통이에요,보통이에요
여성, 156cm,44kg,에센셜 쿨 코튼 2-PACK 티셔츠,생각보다 커서 놀랐어요 편하게 입고 다닐수 있는 옷입니다 목도 잘 안 늘어나서 좋았어요,커요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,옷이 기능성이여서 땀도 빨리마르고 소재도 좋아요 조금 얇아서 꼭X 가 보일 수 도 있어요,보통이에요,보통이에요,보통이에요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,옷이 다른 제품과 비교했을때 많이 오버하게 나온거 같습니다.,보통이에요,보통이에요,보통이에요,보통이에요
남성, 181cm,72kg,에센셜 쿨 코튼 2-PACK 티셔츠,좋습니다 아주 무난하고 이쁜 기본템 잘 구한 것 같네요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,얇고 편해요 핏도 좋고요~ 패키지로 사서 검정 흰색 모두 잘 입고 다녀요!,보통이에요,보통이에요,보통이에요,얇아요
신고,,,쿨 코튼 2-PACK 티셔츠 화이트,172 / 70 / 남 / M사이즈추가 구매 의사 있을 정도로 만족합니다!,보통이에요,보통이에요,보통이에요,보통이에요
여성, 165cm,55kg,에센셜 쿨 코튼 2-PACK 티셔츠,시원한 소재에 통도 넓고 길이도 길어서 엉덩이 가려줘서 좋아요~,보통이에요,보통이에요,보통이에요,보통이에요
여성, 173cm,51kg,에센셜 쿨 코튼 2-PACK 티셔츠,검정 회색 둘 다 예뻐여 무난해서 자주 입고 다닙니다,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,옷이 시원하고 디자인이 심플해서 요즘 가장 많이 입는 옷 입니다!,보통이에요,보통이에요,보통이에요,보통이에요
여성, 171cm,51kg,에센셜 쿨 코튼 2-PACK 티셔츠,여성분들은 s하면 다 맞으실 듯 합니다. 제가 키나 어깨가 있는데 괜찮네요. 소재고 시원하고 좋습니다.,보통이에요,보통이에요,보통이에요,얇아요
남성, 175cm,78kg,에센셜 쿨 코튼 2-PACK 티셔츠,핏이랑 사이즈 딱 원하던 옷이었습니다. 여름 기본템으로 무난한 것 같습니다. 스타일링하기도 편할 것 같습니다. 조금 박시하게 입고 싶으시다면 한 사이즈 크게 시키면 될 것 같습니다.,보통이에요,보통이에요,보통이에요,얇아요
신고,,,쿨 코튼 2-PACK 티셔츠 화이트,여름에 입기에 시원하고 편해서 좋습니다. 자주 입을 것 같네요.,보통이에요,보통이에요,보통이에요,보통이에요
남성, 178cm,68kg,에센셜 쿨 코튼 2-PACK 티셔츠,핏 정말 잘맞고 가성비 진짜 너무 좋아요!! 이 제품은 가시는걸 추천드려요!!,보통이에요,밝아요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,좋습니다 여름에 입기좋아요 시원해서요 파이팅,보통이에요,어두워요,보통이에요,보통이에요
여성, 153cm,43kg,에센셜 쿨 코튼 2-PACK 티셔츠,옷 재질 너무 부드럽고 핏도 무난하게 예뻐요. 잘산거같아요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,두께가 얇아서 여름엔 시원하고 안에 입기에 좋은거 같아요,보통이에요,보통이에요,보통이에요,얇아요
남성, 185cm,85kg,에센셜 쿨 코튼 2-PACK 티셔츠,생각보다 커서 당황했지만 아주 만족스럽습니다.,커요,보통이에요,보통이에요,얇아요
남성, 173cm,60kg,에센셜 쿨 코튼 2-PACK 티셔츠,큼지막 한게 나름 좋고레이어드하기 좋은 길으에요,커요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,M 사이즈가 일반적인 XL정도 되네요원단두께가 너무 두껍지도 너무 얇지도 않아서딱 좋아요,커요,밝아요,선명해요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,편하고 시원해요 크게 나온편이라 한사이즈 작게 주문했어요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 174cm,72kg,에센셜 쿨 코튼 2-PACK 티셔츠,오버핏으로 입으려고 구매했어요. 몸에 닿는 느낌이 부드럽고 포근하고 적당한 무게감이예요. 오버핏으로 입는다면 더운 날씨에 답답할정도의 무게감은과 재질감은 전혀 아니고요. 클라이밍할때 입으려고 샀는데 대만족입니다.흰색은 살짝 비침이 느껴져요. 니플 튀어나온거에 민감하다면 밴드를 붙이시거나 껴입어야 할거같아요. 비치는것 외에 오버핏으로 정말 대만족입니다.,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,이너로 입기도 좋고 재질도 가겨대비 좋아요로고 작은 흰티셔츠 사실 거면 강력추천,보통이에요,보통이에요,보통이에요,보통이에요
남성, 183cm,78kg,에센셜 쿨 코튼 2-PACK 티셔츠,좋습니다 구겨짐도 별로 없고 아주 야물딱지네요ㅎ,보통이에요,밝아요,선명해요,보통이에요
남성, 174cm,70kg,에센셜 쿨 코튼 2-PACK 티셔츠,가격도 괜찮고 제품 상태도 좋아요. 가성비 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,60kg,에센셜 쿨 코튼 2-PACK 티셔츠,원단은 생각보다 두꺼운 느낌인데 그래도 시원해여,보통이에요,밝아요,선명해요,두꺼워요
남성, 170cm,59kg,에센셜 쿨 코튼 2-PACK 티셔츠,시원하고 이쁘고 너무 좋아요 거기다가 1+1이라닛..! 여름내내 잘 입고 다니고 있습니다 무조건 사세요~~,커요,밝아요,선명해요,얇아요
신고,,,쿨 코튼 2-PACK 티셔츠 화이트,브랜드에 따라 M~L 사이즈 선택하는데커버낫은 M사이즈가 맞네요^^시원한 원단에 핏도 이뿌네요,보통이에요,보통이에요,선명해요,보통이에요
남성, 173cm,75kg,에센셜 쿨 코튼 2-PACK 티셔츠,재질얇고 시원합니다 그리고 이가격에 1+1이니 안살이유가없네요!,보통이에요,보통이에요,보통이에요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,넉넉하게 잘 맞고 색도 새하얗고 까매요 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,무슨 옷이든 잘 매치되고 좋네요 가격도 저렴해서 또 사렵니다~,커요,보통이에요,보통이에요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,예뻐요~~~~오버핏을첨입어서 크다고하는뎅ㅋㅋ제가보기엔 너므예뻐요^^,커요,밝아요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,집앞에서 대충 입기에 너무 좋아요 가격대비에 짱,보통이에요,보통이에요,보통이에요,보통이에요
남성, 174cm,72kg,에센셜 쿨 코튼 2-PACK 티셔츠,L인데 진짜 적당함 엄청 딱맞지도않고 엄청크지도않은 적당함 너무원하는핏 나옴 너무좋아 ^^,보통이에요,보통이에요,선명해요,보통이에요
남성, 178cm,80kg,에센셜 쿨 코튼 2-PACK 티셔츠,통기성이 좋고 가볍습니다 여름에 입기 딱 좋은반팔이에요 근데 검정색2장 세트로도 팔았으면좋겠어요,보통이에요,보통이에요,보통이에요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,"가성비가 일단 좋고, 이너웨어도 좋고 여름에 편하게 기본티로 입기 딱 좋습니당. 2번째 구매는 안비밀",보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,얇고 찰랑찰랑해서 좋아요 기본티로 맨날 입고 다닙니다,커요,보통이에요,선명해요,얇아요
남성, 180cm,85kg,에센셜 쿨 코튼 2-PACK 티셔츠,쿨링티의 스탠다드라고 생각합니다. 두께도 적당하고 핏감도 좋습니다.,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,핏 너무 예쁘고 너무 얇지도 두껍지도 않아서 원툴 이너용 둘다 굳굳,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,"실내에 있으면 시원한 소재지만, 외출하면 그렇게 쿨 소재라는 실감이 나지는 않습니다. 그래도 튼튼하고 마감이 잘 되어있는 것 같아서 좋아요.",커요,보통이에요,보통이에요,보통이에요
여성, 163cm,54kg,에센셜 쿨 코튼 2-PACK 티셔츠,남편이랑 커플로 잘 입고 있습니다좋은가격에 2pack이라 더 좋네요,보통이에요,밝아요,선명해요,보통이에요
남성, 173cm,64kg,에센셜 쿨 코튼 2-PACK 티셔츠,확실히 쿨이라 시원하고 땀흡수도 엄청나네요 만족!,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,여름에 시원하게 잘입을듯해요 레이어드도 용이할듯합니다,보통이에요,보통이에요,보통이에요,얇아요
남성, 180cm,77kg,쿨 코튼 2-PACK 티셔츠 화이트,역시 커버낫 기본티 충실함 세번째 구입합니다 젛아여,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,어디 나갈때 검은티 흰티 번갈아 가면서 입을수 있어서 너무 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 182cm,61kg,에센셜 쿨 코튼 2-PACK 티셔츠,비칠까봐 걱정했는데 너무 좋아요. 다른 옷하고 잘 어울리네요,보통이에요,밝아요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,기본티로 입기 완벽합니다.크게입어도 굿 딱맞게입어도 굿어느스타일로입어도 무난하게 입을수있습니당,보통이에요,밝아요,선명해요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,솔직히 너무 편해요.. 제질도 너무 좋고 잘샀다고 생각됩니다.. 옷이 크긴 커서 한 사이즈 작은 거 사도 굳굳,보통이에요,밝아요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,160 에스 사이즈 넉넉하고 괜찮아요 딱 적당한 오버핏인듯 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,85kg,에센셜 쿨 코튼 2-PACK 티셔츠,면은 살짝 두께감이 있어서 안이 비치지 않고 신체가 다 드러나지 않아요! 무난하게 잘 입을 수 있는 옷이에요,보통이에요,밝아요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,편하게 입기좋습니다. 단지 목부분이 좁아서 입고 벗을따 살짝 불편합니다. 이외에는 굿!!,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,핏이 잘맞구  착용감이 좋네요 싸이즈도 적당하네요,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,적당한 오버핏이고 너무 두껍지않아 여름에 입기 딱이에요,보통이에요,보통이에요,흐려요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,무지티에 가장 적합하고 여름에 입기 아주 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
남성, 174cm,60kg,에센셜 쿨 코튼 2-PACK 티셔츠,넥부분이 잘 안늘어져 좋고 사이즈가 크게 나와서 더운날 입기도 좋아서 편하게 입을수있을것같아요,커요,밝아요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,가볍게 입기 너무 좋아요~ 잘입고 다니고있습니다,보통이에요,보통이에요,보통이에요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,이뻐요 이뻐요 이뻐요 매우매우 이뻐요 근데 흰색은 비침이 좀 있어요 재질도 시원해서 여름에 입기 너무 좋을 거 같네욤 좋은 옷 감사합닏각!!!!,커요,보통이에요,선명해요,보통이에요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,쿨소재라서 시원해요 그렇다고 엄청 얇지는 않지만 여름에 입기 좋아요. 목 잘 안늘어날거같아요,커요,보통이에요,선명해요,보통이에요
남성, 183cm,84kg,에센셜 쿨 코튼 2-PACK 티셔츠,큼직하니 입기 편하네요 너무 커서 어벙한 느낌이 있긴 한데 여름에는 커야지 편하니까 나쁘지않습니다,커요,보통이에요,보통이에요,보통이에요
남성, 178cm,67kg,에센셜 쿨 코튼 2-PACK 티셔츠,이너로 입으려고 샀는데 딱맞아요로고도 심플하니 맘에 들어요,보통이에요,보통이에요,선명해요,보통이에요
여성, 174cm,59kg,에센셜 쿨 코튼 2-PACK 티셔츠,사이즈도 넉넉해서 편하게 입고 다니기 좋은것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 174cm,90kg,에센셜 쿨 코튼 2-PACK 티셔츠,요거 진짜 잘입고 있어요 요거 시원히니서 좋습니다,커요,밝아요,선명해요,얇아요
신고,,,에센셜 쿨 코튼 2-PACK 티셔츠,시원해서 좋아요. 넥도 짱짱하고 목 부분이 너무 벌어지지 않아서 마음에 듭니다. ,보통이에요,보통이에요,선명해요,얇아요
