gender,height,weight,item,content,size,brightness,color,thickness
여성, 165cm,65kg,어센틱 로고 티셔츠 블랙,사이즈가 크지만 루즈하게 입어서 맘에 들어반바지나 블랙팬츠에 자주 입어요,커요,보통이에요,선명해요,보통이에요
남성, 170cm,67kg,어센틱 로고 티셔츠 화이트,심플하고 딱좋습니다. 살짝루즈하게입기좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
여성, 155cm,40kg,어센틱 로고 티셔츠 블랙,무난하고 괜찮아요 기본스타일이라 맘에 들어요,커요,보통이에요,보통이에요,보통이에요
여성, 163cm,54kg,어센틱 로고 티셔츠 블랙,팔이 좀 길어서 사이즈 미스에요.. 근데 로고랑 핏이 예뻐서 구매 잘 한거 같아요,보통이에요,보통이에요,선명해요,보통이에요
남성, 183cm,72kg,어센틱 로고 티셔츠 화이트,너무너무 좋아여 여윽시 커버낙 믿고 입어븝니다,보통이에요,보통이에요,보통이에요,보통이에요
여성, 158cm,63kg,어센틱 로고 티셔츠 화이트,맘에 쏙 듭니다.이것만 입고 살겠습니다.개나이스,커요,보통이에요,선명해요,보통이에요
여성, 161cm,47kg,어센틱 로고 티셔츠 블랙,옷이 좀 두꺼워서 한여름에 입으면 좀 더울것 같긴 해도 이니셜이 마음에 드네요,커요,보통이에요,보통이에요,두꺼워요
남성, 171cm,68kg,어센틱 로고 티셔츠 블랙,사이즈 m시켰는데 되게 딱맞고 제가 좋아하는 핏 나와서 줗아요 ^^,보통이에요,보통이에요,보통이에요,얇아요
남성, 183cm,73kg,어센틱 로고 티셔츠 화이트,커버낫은 옷이 다 예뻐서 항상 애용해요 최고입니다,커요,보통이에요,보통이에요,보통이에요
남성, 176cm,58kg,어센틱 로고 티셔츠 화이트,너무 좋아요 항상 잘입고 다닙니다그리고 두께감 약간있는데 입고다닐만해영,보통이에요,밝아요,선명해요,보통이에요
남성, 184cm,86kg,어센틱 로고 티셔츠 화이트,배송도 빠르고 가격대비 품질도 좋고오버핏으로 입기 좋습니다.,커요,보통이에요,보통이에요,보통이에요
남성, 169cm,78kg,어센틱 로고 티셔츠 블랙,사이즈가 적당해요 추천드립니다요 사이즈가 적당해요 추천드립니다요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 173cm,66kg,어센틱 로고 티셔츠 화이트,디자인도 무난하고 널널하게 입기 좋아요 :)역시 커버낫 !👏🏻👏🏻,보통이에요,보통이에요,보통이에요,보통이에요
남성, 171cm,65kg,어센틱 로고 티셔츠 블랙,배바지해도 이쁘고그냥 빼고다녀도 이쁩니다.추천,커요,보통이에요,보통이에요,보통이에요
여성, 160cm,45kg,어센틱 로고 티셔츠 화이트,생각보다 커요 ! 로고도 깔끔하고 부드러워서 좋네요😊,커요,보통이에요,선명해요,보통이에요
여성, 163cm,48kg,어센틱 로고 티셔츠 블랙,남친이랑 깉이 입으려고 샀는데 큰맛으로 입으면 긔여운거같아용,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,68kg,어센틱 로고 티셔츠 블랙,예쁜 기본티에요. 사이즈도 찰떡이라서 많이 입겠어요 ㅎㅎ,보통이에요,보통이에요,선명해요,보통이에요
남성, 175cm,68kg,어센틱 로고 티셔츠 화이트,오버핏이라 사이즈도 딱 좋고 맘에 들어서 재구매했어요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 164cm,150kg,어센틱 로고 티셔츠 화이트,팔 통?이 크고 팔 들면 겨드랑이 다 보여요옷은 괜찮ㅇㅏ영,커요,밝아요,선명해요,보통이에요
남성, 178cm,67kg,어센틱 로고 티셔츠 블랙,옷 예쁜데 팔이 좀 길어서 롤업 해봤어요. 편하게 입기 좋아요.,보통이에요,어두워요,선명해요,보통이에요
남성, 175cm,59kg,어센틱 로고 티셔츠 화이트,조금 크긴하지만 그래도 넣어입으면 너무이뻐요,커요,보통이에요,보통이에요,보통이에요
여성, 169cm,60kg,어센틱 로고 티셔츠 블랙,기본티고 무난하게 입을 수 있습니다! 아이보리 바지와 입으면 예쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 162cm,49kg,어센틱 로고 티셔츠 블랙,무난하게 여름에 입기 좋은 것 같아요. 편하게 입을 수 있어요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 178cm,73kg,어센틱 로고 티셔츠 블랙,로고가 커서 다른 커버낫 옷보다 예쁘고 베이지색 슬렉스하고 잘어울립니다!,보통이에요,보통이에요,선명해요,보통이에요
남성, 170cm,66kg,어센틱 로고 티셔츠 화이트,진짜 깔끔하게 입기 좋은 옷입니다~~^^다른옷 L입는데 약간 크게 나와서 M딱인것 같아요!,커요,밝아요,선명해요,보통이에요
남성, 170cm,55kg,어센틱 로고 티셔츠 화이트,동생한테 선물 해줬는데 편하게 입고 다니기 좋다고 하네용,커요,보통이에요,선명해요,보통이에요
남성, 174cm,65kg,어센틱 로고 티셔츠 블랙,"세미오버핏이랑 오버핏으로 입으려고 L, M 둘 다 주문했는데 느낌이 조금씩 다르네요.",보통이에요,보통이에요,보통이에요,보통이에요
남성, 178cm,68kg,어센틱 로고 티셔츠 블랙,그냥 무난무난함. 딱 가격값하는느낌. 좀 더울것같긴함,보통이에요,보통이에요,보통이에요,보통이에요
남성, 170cm,60kg,어센틱 로고 티셔츠 블랙,좋아요좋아요 이뻐요 많이입게됩니다 추천드려요 정사이드 ㄲ,보통이에요,보통이에요,보통이에요,보통이에요
남성, 178cm,82kg,어센틱 로고 티셔츠 화이트,가슴둘레는 레귤러 핏인데 팔 기장만 오버핏임. 팔기장 너무 김.,보통이에요,보통이에요,보통이에요,보통이에요
남성, 173cm,75kg,어센틱 로고 티셔츠 화이트,5월에 입었었는데 깔끔하게 잘 입었습니다. 이너로 입기도 좋아요,보통이에요,보통이에요,보통이에요,두꺼워요
남성, 188cm,70kg,어센틱 로고 티셔츠 블랙,생각보다 커요 로고도 깔끔하고 부드러워서 좋네요,커요,보통이에요,보통이에요,보통이에요
남성, 175cm,70kg,어센틱 로고 티셔츠 화이트,"생각보다 오버핏으로 나와서 체형보완에도좋고 색감, 재질도 좋네요",커요,밝아요,선명해요,보통이에요
남성, 166cm,53kg,어센틱 로고 티셔츠 화이트,방학동안 입으려고 샀는데 두께도 적당하고 원하던 느낌이 나와서 만족했어요,보통이에요,밝아요,선명해요,보통이에요
남성, 183cm,60kg,어센틱 로고 티셔츠 화이트,라지 구입했는데 크지도 않고 딱 잘 어울리네요~아들이 맘에 들어합니다,보통이에요,보통이에요,보통이에요,보통이에요
남성, 166cm,63kg,어센틱 로고 티셔츠 화이트,무난한 흰티가 필요했는데 역시 커버낫인지 탄탄하고 예쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 162cm,55kg,어센틱 로고 티셔츠 블랙,생각했던것보다 검은색이 많이 진하네요. 많이 더울땐 못 입을 것 같아요 .,보통이에요,어두워요,선명해요,두꺼워요
남성, 171cm,74kg,어센틱 로고 티셔츠 화이트,그냥 저냥 심플한 흰티 입니다. 생각보다 얇지는 않고 단벌로도 잘 입고다닐 것 같아요.,보통이에요,밝아요,보통이에요,보통이에요
남성, 179cm,85kg,어센틱 로고 티셔츠 블랙,어깨가 넓은편이고 뼈대가 두꺼운데 딱 적절하게 맞아요 길이도 좋고 . 폼도 좋아요,보통이에요,보통이에요,선명해요,보통이에요
남성, 190cm,85kg,어센틱 로고 티셔츠 화이트,잘 맞고 항상 입고 있습니다^^ 강추예요~ 많이 파세요!,보통이에요,보통이에요,보통이에요,보통이에요
남성, 176cm,57kg,어센틱 로고 티셔츠 블랙,중앙에 딱 로고가 박혀있어서 티 한 장만 입어도 아주 무난하고 좋습니다!,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,58kg,어센틱 로고 티셔츠 화이트,원단이 탄탄하고 핏도 좋아요. 건조기에 돌려도 원단이 짱짱해요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 172cm,54kg,어센틱 로고 티셔츠 화이트,생각보다 두꺼웠어요 그리고 생각보다 커서 놀랐어요,커요,보통이에요,보통이에요,두꺼워요
남성, 175cm,68kg,어센틱 로고 티셔츠 블랙,재질도좋고 편하게입을수있어서 여러개 샀어요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 181cm,90kg,어센틱 로고 티셔츠 블랙,코튼 바지에 잘 어울리는 거 같습니다.저의 핏이 좋지 않지만 옷은 최고에요!,보통이에요,보통이에요,보통이에요,얇아요
남성, 175cm,65kg,어센틱 로고 티셔츠 화이트,이뿌네요 여름에는 화이트티셔츠 세일가에 잘구매햇어요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 155cm,50kg,어센틱 로고 티셔츠 블랙,커도 이쁘게 잘 입을 수 있어서 좋아요. 제 키랑 비슷하신 분은 s 입어도 크실 것 같긴 해여,커요,어두워요,선명해요,보통이에요
남성, 170cm,64kg,어센틱 로고 티셔츠 블랙,정말 이쁘고 자주 입을거 같습니다!! 옷감 좋아요~ 살까 말까 고민했는데 사기를 잘했다고 생각합니다~~,보통이에요,보통이에요,보통이에요,보통이에요
남성, 172cm,48kg,어센틱 로고 티셔츠 블랙,그냥 무난하게 입기 좋고 두께감이 있어서 안이 비치지 않아서 좋아요.,보통이에요,보통이에요,보통이에요,보통이에요
여성, 168cm,63kg,어센틱 로고 티셔츠 블랙,아무 옷이랑 잘 어울리고 팔부분이 길어서 편해요. 근데 살짝 두꺼워요,커요,보통이에요,보통이에요,보통이에요
남성, 176cm,80kg,어센틱 로고 티셔츠 블랙,오버핏이라서 좋았고 커버낫로고나 귀엽고 느낌있네용 마음에 들어요,커요,보통이에요,선명해요,보통이에요
여성, 164cm,58kg,어센틱 로고 티셔츠 화이트,개이뻐요 진짜 사이즈가 크긴 한데 그래도 프린팅이 너무 ㅇㅖ뻐요… 164에 엉덩이 다 덮어여,커요,보통이에요,선명해요,보통이에요
남성, 180cm,70kg,어센틱 로고 티셔츠 화이트,생각 보다 옷이 얇아서 여름에 입기 좋네요~~옷도 조금 오버핏 이라서 무난해요,커요,밝아요,선명해요,보통이에요
남성, 179cm,72kg,어센틱 로고 티셔츠 블랙,오버핏이라 조금 루즈합니다만 핏 괜찮습니다. 심플하게 코디하기 좋아요.,커요,보통이에요,보통이에요,보통이에요
남성, 176cm,57kg,어센틱 로고 티셔츠 블랙,사이즈 적당하고 스타일도 좋아요!! 잘입고다닐것같아요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 160cm,53kg,어센틱 로고 티셔츠 블랙,좋아요 잘받았습니다 사이즈 넉넉하고 좋구요 맘에 들어요,보통이에요,보통이에요,선명해요,보통이에요
남성, 171cm,60kg,어센틱 로고 티셔츠 화이트,"옷이 좀 길어요. 그냥 무지 흰색티보단 로고가 붙어있는게 낫죠! 저는 집 근처에 이 티를 입고 돌아다니는 사람을 본 이후로 잘 안입게 되는데, 그만큼 잘빠졌다는 거니까 오히려 장점으로 작용할 수도 있을거 같네요",보통이에요,밝아요,선명해요,보통이에요
여성, 160cm,51kg,어센틱 로고 티셔츠 화이트,s랑 m중에 고민했는데 s하길 잘한듯요!오버핏으로 잘 맞아용! 이뻐용!,커요,밝아요,선명해요,보통이에요
남성, 180cm,90kg,어센틱 로고 티셔츠 블랙,사이즈도 아주 잘맞구 이뻐용두께감도 좋구 잘 즐겨입을듯용,보통이에요,밝아요,선명해요,보통이에요
남성, 170cm,65kg,어센틱 로고 티셔츠 블랙,무난무난하니 이쁘고 좋네요 다른 색상도 구입하고 싶네요!,커요,어두워요,선명해요,보통이에요
여성, 161cm,55kg,어센틱 로고 티셔츠 화이트,엑라는 마니크지만 가격대비 면 재질도 좋고 비치지도않아요,커요,밝아요,선명해요,얇아요
남성, 171cm,67kg,어센틱 로고 티셔츠 블랙,오버핏은 커버낫이 진짜 핏 잘뽑는거같아요!매우마음에듭니다,커요,보통이에요,선명해요,보통이에요
남성, 165cm,74kg,어센틱 로고 티셔츠 화이트,시원하고 옷이 예쁘고 좋아요. 추천하고 싶어요 굿!,보통이에요,밝아요,선명해요,보통이에요
여성, 166cm,50kg,어센틱 로고 티셔츠 화이트,평상시이 데일리로 입기 좋을 거 같아요 오버핏입니다,커요,보통이에요,보통이에요,보통이에요
여성, 156cm,46kg,어센틱 로고 티셔츠 화이트,살짝 원피스 같이 길어요.... 근데 이쁘긴 해요 살짝 길이 줄이려구요 그리고 살짝 두꺼워서 흰색인데도 잘 안 비쳐요,커요,보통이에요,보통이에요,두꺼워요
남성, 171cm,51kg,어센틱 로고 티셔츠 블랙,"옷 핏은 좋은 거 같아요, 편하고 좋습니다 , 생방송 할 때 좋은 가격에 옷을 잘 구한 거 같아요",보통이에요,보통이에요,보통이에요,보통이에요
남성, 177cm,73kg,어센틱 로고 티셔츠 블랙,원단 탄탄하고 세탁해도 변형없고 여름에 입기에 좋음,보통이에요,보통이에요,보통이에요,보통이에요
여성, 166cm,54kg,어센틱 로고 티셔츠 블랙,루즈핏이 예쁘죵 계속 손이 가는 옷이에요 픽하길 잘 했답니다,커요,보통이에요,선명해요,보통이에요
여성, 163cm,60kg,어센틱 로고 티셔츠 블랙,일부러 좀 크게 샀는데 진짜 크네여.. 팔이 정말 길어요.. 심플하니 진짜 예쁜데 한 여름에 입기엔 더울거 같아요,커요,보통이에요,선명해요,보통이에요
남성, 165cm,50kg,어센틱 로고 티셔츠 화이트,신상 나오고 보자마자 넘 예뻐서 샀어요! 이제야 후기 쓰는데 로고 크게 있는게 넘 예쁜거 같아여,커요,보통이에요,보통이에요,보통이에요
남성, 174cm,65kg,어센틱 로고 티셔츠 블랙,딱 제가 원하는 핏이 나와요 옷도 이쁘고 좋은것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 161cm,72kg,어센틱 로고 티셔츠 블랙,"우선 길이는 좀 긴편인데 사이즈는 정사이즈인거같아요 !!(완전 정은 아니고 살짝 정,,?)옷은 생각했던것처럼 너무 예쁘고 완전 마음에 듭니당",보통이에요,보통이에요,보통이에요,보통이에요
여성, 161cm,45kg,어센틱 로고 티셔츠 화이트,사이즈가 정말커요 ㅋㅋ그냥 편하게 입기 좋은거같아용,커요,보통이에요,보통이에요,보통이에요
여성, 161cm,50kg,어센틱 로고 티셔츠 화이트,커버낫 기본 흰티예요 로고 플레이가 깔끔해서 정말 좋아요 청바지에 입어도 넘 이쁘고 커버낫 최고조아요,보통이에요,보통이에요,선명해요,보통이에요
남성, 171cm,58kg,어센틱 로고 티셔츠 화이트,커버낫 역시 엄청 크네요 이뻐요 근데 커서 좀 그렇네요,커요,보통이에요,보통이에요,보통이에요
남성, 178cm,65kg,어센틱 로고 티셔츠 화이트,무난무난한 깔끔한 흰티. 살짝 오버핏. 만족합니당,보통이에요,보통이에요,보통이에요,보통이에요
남성, 174cm,68kg,어센틱 로고 티셔츠 화이트,핏이 예쁜 무난한 오버핏 커버낫 티라 검정색 입으신분은 많이 봤는데 의외로 흰색은 길거리에서 한번도 못봤어요 ㅋㅋ 근데 제 개인적으로는 흰색이 훨씬 예쁜거같아요! 이거입고 증명사진도 찍었습니다!,보통이에요,밝아요,선명해요,보통이에요
남성, 172cm,61kg,어센틱 로고 티셔츠 블랙,적당한 세미오버핏에 비치지도 않아서 자주 애용할것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 158cm,50kg,어센틱 로고 티셔츠 화이트,158 기준으로 엉덩이 다 덮는데 옷 예뻐요 학교에서 무난히 입기 젛아요,커요,보통이에요,보통이에요,보통이에요
여성, 160cm,55kg,어센틱 로고 티셔츠 블랙,딱 예뻐요!! 진짜 친구들도 다 어디서 샀냐고 물어보고 완전 존예에요,커요,보통이에요,보통이에요,보통이에요
남성, 172cm,82kg,어센틱 로고 티셔츠 블랙,착용감 편하고 길이 적당하고 가격도 착함함여름에 입으면 더울거같긴 한데 좋음,보통이에요,보통이에요,선명해요,보통이에요
남성, 171cm,66kg,어센틱 로고 티셔츠 블랙,반팔 잘 안입는편인데 정말 마음에 듭니다 재구매 의사있어요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 153cm,47kg,어센틱 로고 티셔츠 화이트,153기준 커요 재질도  탄탄함 디자인은이ㅣ뻐요,커요,밝아요,선명해요,두꺼워요
여성, 160cm,53kg,어센틱 로고 티셔츠 블랙,아주아주 잘 입고 다닙니다 호호 휘뚜루마뚜루 기본템!,보통이에요,보통이에요,보통이에요,보통이에요
남성, 191cm,58kg,어센틱 로고 티셔츠 블랙,넉넉하니 재질도 괜찮구 여러 옷에 잘 받네요커버낫 포인트가 확 끌려요,보통이에요,보통이에요,선명해요,보통이에요
남성, 174cm,70kg,어센틱 로고 티셔츠 블랙,블랙색상이라서 어디에든 매치하기 좋을거같아요,보통이에요,보통이에요,선명해요,두꺼워요
여성, 160cm,52kg,어센틱 로고 티셔츠 블랙,안예쁘게 커여ㅠ 엠하심 딱 에쁠 거 같아요 전 라지해서 ㅠㅠ,커요,보통이에요,보통이에요,보통이에요
여성, 185cm,83kg,어센틱 로고 티셔츠 화이트,살짝 반치수 크게 나온듯요!!너무 너무 맘에 들어 동생이 입는다고 한치수 작게 또 시켰어요배송도 빠르고 가격 너무 착해요,커요,밝아요,선명해요,보통이에요
남성, 185cm,83kg,어센틱 로고 티셔츠 화이트,동생도 너무 잘 어울린다고 하고 올 여름 잘 입을듯요!!너무 너무 맘에 들어요!!,커요,밝아요,선명해요,보통이에요
여성, 164cm,59kg,어센틱 로고 티셔츠 블랙,164에 M 사시면 오버핏으로 입을 수 있어요 아래에 흰티 레이어드 해서 입으려고 했는데 오버핏이라서 레이어드티가 나오질 않는 건 조금 아쉽^^,보통이에요,보통이에요,보통이에요,보통이에요
남성, 177cm,60kg,어센틱 로고 티셔츠 화이트,평소에 한사이즈 크게 입는데 옷이 크게 나와서 그런지 한 사이즈 작게 사니까 딱 맞네요. 소재도 짱짱하니 잘 안구겨질 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 163cm,58kg,어센틱 로고 티셔츠 블랙,좀 크지만 색이 완전 마음에 들고요 로고가 선명해서 좋네요! 완전 마음에 들어요! 굿굿,보통이에요,보통이에요,보통이에요,보통이에요
여성, 164cm,55kg,어센틱 로고 티셔츠 화이트,예쁘긴 한데 진짜 너무 커서 못입고 다냐요..제 키는 S 사시길 꼭!!! 너무 예뻐서 3만원 그 까짓거!!.!..!!. 하고 삿는데 돈이 아쉽네오ㅠㅠ,커요,보통이에요,선명해요,얇아요
남성, 170cm,66kg,어센틱 로고 티셔츠 블랙,무난한 커버낫 반팔이에요 무난해서 그런지 더 이쁜 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 170cm,66kg,어센틱 로고 티셔츠 화이트,제 체형에 스몰입어도 그렇게 크진 않은 것 같아요,커요,보통이에요,보통이에요,보통이에요
남성, 174cm,56kg,어센틱 로고 티셔츠 블랙,검정색이 더워보이지 않고 선명한게  깔끔하게 딱 떨어지네요. 길이도 길지도 짧지도 않고  사이즈가 좋아요.,보통이에요,보통이에요,선명해요,보통이에요
여성, 161cm,47kg,어센틱 로고 티셔츠 블랙,핏은 좋은데 팔부분 길이가 길어서 팔을 접으면 같이 접혀요 두께감도 살짝 있어서 한여름에는 더울 것 같아요,커요,보통이에요,선명해요,보통이에요
남성, 185cm,70kg,어센틱 로고 티셔츠 블랙,제가 오버핏으로 입는데 너무 넣어입기 좋고 티 하나만 입기에도 좋았어요.,커요,어두워요,선명해요,얇아요
여성, 171cm,70kg,어센틱 로고 티셔츠 화이트,소재가 시원하고 길이도 딱 적당하고 심플하고 이쁘네요!!,보통이에요,보통이에요,보통이에요,보통이에요
여성, 164cm,57kg,어센틱 로고 티셔츠 블랙,오버핏 어색했는데 팔꿈치쪽까지 오는 게 이젠 좋아요 ㅎ,커요,보통이에요,보통이에요,보통이에요
남성, 171cm,71kg,어센틱 로고 티셔츠 블랙,이래서 커버낫 하나봅니다 제질 진짜 완전 미쳤습니다 ㅠㅠ 진짜 너무 부드럽고 막 완전 두껍지도 않아요 ㅠㅠ 더운 여름철에도 시원하게 입을 수 있어서 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
여성, 160cm,45kg,어센틱 로고 티셔츠 블랙,여자친구 선물로 사줬는데 매우 만족 스러워합니다.사이즈는 정사이즈갔지유,보통이에요,보통이에요,선명해요,보통이에요
여성, 160cm,53kg,어센틱 로고 티셔츠 블랙,"핏도 좋고 색감도 너무 좋습니다, 같은 라인의 제품을 더 구입하고 싶네요^^",커요,보통이에요,선명해요,보통이에요
남성, 173cm,73kg,어센틱 로고 티셔츠 화이트,너무 얇지 않고 오버핏이라 초여름이나 초가을에 좋은 것 같아요,커요,보통이에요,보통이에요,보통이에요
남성, 175cm,62kg,어센틱 로고 티셔츠 블랙,정말 예쁘고 코디하기 좋은 옷인거같습니다 추천해요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 170cm,60kg,어센틱 로고 티셔츠 화이트,일반 옷 라지생각하고 샀다가 봉변..개큼 진짜 개큼근데 통 엄청 넓은 바지랑 입으면 너무 예쁨,커요,보통이에요,보통이에요,보통이에요
남성, 170cm,67kg,어센틱 로고 티셔츠 블랙,사진과 같이 넉넉하고 감촉도 좋습니다. 두께감도 만족이구요.,커요,보통이에요,선명해요,보통이에요
남성, 176cm,90kg,어센틱 로고 티셔츠 화이트,미쳤다… 너무 이뻐요 🥺🥺 근데 한여름에 입기엔 좀 더울거같아용,보통이에요,밝아요,보통이에요,보통이에요
남성, 181cm,81kg,어센틱 로고 티셔츠 화이트,무난하게 입기 좋아요 저는 너무 크게 입고 싶지 않아서 라지로 시켰는데 적당합니다 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
남성, 183cm,85kg,어센틱 로고 티셔츠 화이트,오버핏 예상하고 시켯는데 너무 이쁘네요 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 170cm,68kg,어센틱 로고 티셔츠 블랙,무난하게 루즈핏 연출가능합니다. 세로기장이 살짝 긴것 고려하시면됩니다.,보통이에요,보통이에요,선명해요,보통이에요
남성, 170cm,62kg,어센틱 로고 티셔츠 화이트,이 티셔츠 모델처럼 많이 오버하게 입고 싶으시면 한 사이즈 크게 가셔야 해요.소재가 좀 두꺼워서 한여름엔 못 입을거 같네요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,72kg,어센틱 로고 티셔츠 블랙,"워낙 유명한 기본템이여서 샀습니다.실망?그런거 없음 걍 하나쯤 흰, 검 한장씩사두면 급하게 꺼내입기 좋음",보통이에요,보통이에요,보통이에요,보통이에요
남성, 165cm,50kg,어센틱 로고 티셔츠 블랙,사이즈 엄청 큽니다.다른옷 L사이즈 같아요. 반바지에 걸치면 괜찮아요.긴바지엔 무조건 넣어 입어야 해요~,커요,밝아요,선명해요,얇아요
남성, 170cm,65kg,어센틱 로고 티셔츠 화이트,깔끔하고 핏도 뚝 떨어지는게 막입기 좋은것 같습니다,보통이에요,보통이에요,보통이에요,보통이에요
여성, 159cm,55kg,어센틱 로고 티셔츠 블랙,목도 짱짱하고 퀄리티 좋아요! 팔부분은 큰데 몸통은 조금 작은 느낌,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,75kg,어센틱 로고 티셔츠 블랙,여름에 잘 입을게요 딱 좋네요요즘 날씨에 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,74kg,어센틱 로고 티셔츠 화이트,"사이즈가 보기보다 기장도 그렇고 크게 나와서오버핏하게 나왔네요! 바깥쪽에 얇은 바람막이제품으로 커버해도 접힘이 그렇게 심하게 안보여서 좋고, 크다보니 통기성도 좋아요 ㅎㅎ",보통이에요,보통이에요,보통이에요,보통이에요
여성, 160cm,59kg,어센틱 로고 티셔츠 화이트,오버핏으로 입는 걸 좋아해서 라지 시켰는데 이쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 180cm,70kg,어센틱 로고 티셔츠 화이트,라지시켰으면 큰일날뻔 했습니다 야무지게 입겠습니다,보통이에요,보통이에요,보통이에요,보통이에요
남성, 175cm,72kg,어센틱 로고 티셔츠 화이트,"어깨나 팔 길이, 가슴둘레 모두 괜찼고 옷도 예뻐요다만 상체 사이즈 대비 총장이 좀 긴 느낌이 있습니다.참고하세요",커요,보통이에요,보통이에요,보통이에요
여성, 165cm,58kg,어센틱 로고 티셔츠 화이트,옷이 비교적 크게 나온 것 같아요 그래두 큰 덕분에 더 힙하게 입고 있습니다!,커요,보통이에요,보통이에요,보통이에요
여성, 155cm,45kg,어센틱 로고 티셔츠 블랙,좋아요!학교 다닐때 교복이나 체육복이랑 같이 입으면 예쁠것같아요ㅎㅎ사이즈 딱 맞아요!,보통이에요,보통이에요,보통이에요,보통이에요
남성, 172cm,70kg,어센틱 로고 티셔츠 블랙,옷이 오버핏이여서 불편하지 않아 자주 입고 다니게 되네요,커요,보통이에요,보통이에요,보통이에요
여성, 160cm,54kg,어센틱 로고 티셔츠 화이트,크게입는거 좋아하는데 생각보다 통도 길이도 커서 좀 놀랐습니다.근데 커버낫 옷 핏이 워낙 예쁘게 나와서 크게 입는것도 예쁘네요,커요,밝아요,선명해요,보통이에요
여성, 161cm,55kg,어센틱 로고 티셔츠 블랙,커버낫 티중에 제일 맘에들어요 흰색도 추가로 구매했어요,커요,어두워요,선명해요,얇아요
여성, 160cm,50kg,어센틱 로고 티셔츠 블랙,디자인 깔끔하고 핏도 예뻐요!! 편하게 입기에도 좋네요ㅎㅎ,커요,보통이에요,선명해요,보통이에요
남성, 171cm,52kg,어센틱 로고 티셔츠 화이트,마른체형이라 사이즈가 크긴하지만 목부분이 쫀쫀해서 보기싫지않고 스타이나게 박시해보여 맘에들어요,보통이에요,보통이에요,선명해요,두꺼워요
남성, 163cm,51kg,어센틱 로고 티셔츠 블랙,중딩아들 자기가 픽한 옷.오버핏으로 커보이지않고 이쁘네요. 마크곤잘레스보단 품이커서 살짝 더 오버핏같지만 그래도 커보이진않아요,커요,보통이에요,보통이에요,보통이에요
여성, 171cm,59kg,어센틱 로고 티셔츠 블랙,두꺼워서 더워여색이랑 핏은 이뻐영하지만 어깨가 부각되는게 흠 ㅠㅠ,커요,보통이에요,선명해요,두꺼워요
남성, 173cm,70kg,어센틱 로고 티셔츠 화이트,심플한 로고가 예쁜 티셔츠에요 기본 티로 많이 입을 듯 합니다,보통이에요,보통이에요,보통이에요,보통이에요
남성, 171cm,65kg,어센틱 로고 티셔츠 화이트,스타일 핏 정말 좋아요 대만족중 이거 정말 핏 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 176cm,75kg,어센틱 로고 티셔츠 화이트,소재도 짱짱해서 이번 여름 자주 입어도 좋을거 같습니다.심플해서 어디에나 잘어울리네요,보통이에요,보통이에요,보통이에요,보통이에요
여성, 168cm,57kg,어센틱 로고 티셔츠 블랙,여자는 무조건 s시키면 될거같아요 팔 쪽이 김그래도 예쁘니까 바줌,커요,보통이에요,보통이에요,두꺼워요
남성, 165cm,58kg,어센틱 로고 티셔츠 블랙,편하게 입기 좋아요! 목 부분 탄탄해서 잘 안늘어나요~!,보통이에요,보통이에요,보통이에요,보통이에요
남성, 175cm,69kg,어센틱 로고 티셔츠 블랙,팔 라인이 딱 원하던대로고 핏도 좋아요!! 사이즈는 정사이즈로 사면 좋을거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
남성, 174cm,70kg,어센틱 로고 티셔츠 화이트,사이즈 딱 좋고 개이쁨 본인 평소 사이즈보다 한사이즈 작은거 사면 됨,보통이에요,밝아요,선명해요,보통이에요
남성, 180cm,65kg,어센틱 로고 티셔츠 블랙,커플티로 샀는데 남자친구 어깨가 좁은편이 아니라서 조금 더 큰 사이즈로 살까 고민하다가 샀는데 L 사길 잘 한 거 같아요 길이도 길까봐 걱정했는데 딱 예쁘게 떨어져요 !!!,보통이에요,보통이에요,보통이에요,보통이에요
