,user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval
0,LV 4 Inho_,남성, 183cm, 72kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],XL,5,무탠다스 배이직 티는 뭐 말이 필요없죠 이거보다 가성비 좋은건 못 찾겠어요 ,보통이에요,보통이에요,보통이에요,보통이에요
1,LV 5 진눈ㄴ,남성, 180cm, 68kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,사이즈 적당하고 괜찮은 옷입니다 추천드립니다,보통이에요,보통이에요,보통이에요,보통이에요
2,LV 6 휘뚜루마뚤루,여성, 168cm, 55kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],M,5,이너티로 아주 잘 입고 있는중임 사이즈는 작게 하는게 좋음 크게 나옴 목 짱짱해서 좋음ㅑ,보통이에요,보통이에요,보통이에요,보통이에요
3,LV 5 무시79,남성, 179cm, 90kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],XL,5,너무 좋아요저렴하게 잘 구입 했어요다음에도 구입 할게요,보통이에요,밝아요,보통이에요,보통이에요
4,LV 5 안자노,남성, 177cm, 72kg,릴렉스 핏 크루 넥 반팔 티셔츠 [건메탈],L,4,질도좋고 여름에시원하게잘입었어요이쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
5,LV 7 플래_7a36abe5f93,남성, 123cm, 123kg,릴렉스 핏 크루 넥 반팔 티셔츠 [오렌지],L,5,레이어드용으로 구매했는데 질도 좋고 색도 예쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
6,LV 3 황금신발,남성, 170cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],M,4,늦은감이 없지않아 있지만 잘입고다니고있어요 핏도좋고 이쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
7,LV 3 iam100c,남성, 179cm, 67kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],M,5,어디에 입어도 잘 어울리는 믿고 사는 무탠다드예요,보통이에요,보통이에요,보통이에요,보통이에요
8,LV 4 멤버_4f1b7613571b,남성, 168cm, 55kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],S,5,넣입하기도 좋고 빼서입어도 핏 널넣해서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
9,LV 4 starry카,남성, 183cm, 78kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,핏이 진찌 최고입니다 가성비로 구매하기 좋아요,보통이에요,밝아요,선명해요,보통이에요
10,LV 5 장규진1,남성, 181cm, 64kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],XL,5,가성비로 너무 좋습니다. 맨날 애용할거같습니다,보통이에요,밝아요,보통이에요,보통이에요
11,LV 5 장규진1,남성, 181cm, 64kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],XL,5,가성비로 너무 좋습니다. 맨날 애용할거같습니다,보통이에요,보통이에요,보통이에요,보통이에요
12,LV 5 귀여운치프,남성, 177cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],XL,5,가성비 최고의 반팔티 사이즈 잘 맞아요 177 70,보통이에요,보통이에요,보통이에요,보통이에요
13,LV 3 Efffort,남성, 180cm, 85kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],XL,5,적당한 두께감과 색상도 고급스러워서 마음에들어요,보통이에요,보통이에요,보통이에요,보통이에요
14,LV 3 뉴비_f90ef46b2cbc,남성, 165cm, 60kg,릴렉스 핏 크루 넥 반팔 티셔츠 [라벤더],S,4,약간 널널하게 입었습니다. 편하고 무난해서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
15,LV 3 Haael,남성, 168cm, 58kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],S,5,딱 평범한 무지티입니다~ 두께는 그렇게 두껍지는 않아서 살짝 비치네요,보통이에요,보통이에요,보통이에요,보통이에요
16,LV 3 Haael,남성, 168cm, 58kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],S,5,딱히 더 설명이 필요없는 평범한 검정무지티입니다살짝 루즈하게 잘 맞아요,보통이에요,보통이에요,보통이에요,보통이에요
17,LV 5 conve,남성, 177cm, 78kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,기본 반팔티 찾으시면 비싼거 사지말고 무탠다드 사시면 될거 같아요. 옷은 조금 크게 나와요 !,보통이에요,보통이에요,선명해요,보통이에요
18,LV 3 준영0959,남성, 165cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,옷 완전 짱짱하고 핏도 완전 좋아서 레이어드로 입기 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
19,LV 3 굿모,남성, 175cm, 66kg,릴렉스 핏 크루 넥 반팔 티셔츠 [터콰이즈],L,5,색감 좋고 무엇보다 자주 세탁해도 손상 적고 편하게 입을 수 있어서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
20,LV 3 굿모,남성, 175cm, 66kg,릴렉스 핏 크루 넥 반팔 티셔츠 [다크 그레이],L,5,색감 좋고 무엇보다 자주 세탁해도 손상 적고 편하게 입을 수 있어서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
21,LV 3 굿모,남성, 175cm, 66kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,색감 좋고 무엇보다 자주 세탁해도 손상 적고 편하게 입을 수 있어서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
22,LV 4 강착착,남성, 175cm, 75kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],L,5,무신사스탠다드가겨대비좋아요만족합니다굿,보통이에요,보통이에요,보통이에요,보통이에요
23,LV 6 주르스키,남성, 181cm, 81kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,여기저기서 티 많이 삿는데 원단 탄탄해서 좋습니다 앞으로 여기서만 살게요,보통이에요,보통이에요,보통이에요,보통이에요
24,LV 4 강착착,남성, 175cm, 75kg,릴렉스 핏 크루 넥 반팔 티셔츠 [머스터드],L,5,빠른배송만족합니다가격대비막입기좋아요굿,보통이에요,보통이에요,보통이에요,보통이에요
25,LV 3 김kki,남성, 177cm, 68kg,릴렉스 핏 크루 넥 반팔 티셔츠 [건메탈],M,5,"사진과 같이 편하게 입을 수 있는 옷이에요 약간 루즈하기도 해서 원하는,핏으로 잘 구입했네요",보통이에요,보통이에요,보통이에요,보통이에요
26,LV 3 KINGjinwon,남성, 169cm, 74kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,디자인도 무난하고 가격도 착해서 너무 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
27,LV 3 베벱베으읜야,남성, 184cm, 77kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],XL,5,매우 만족스럽습니다 가성비 최고네요 추천합니다,보통이에요,보통이에요,선명해요,보통이에요
28,LV 4 개산만,남성, 178cm, 84kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],XL,5,평범한티셔츠입니다 이너로 입기좋습니다~굳굳,보통이에요,보통이에요,보통이에요,보통이에요
29,LV 3 c_pi,여성, 167cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],3XL,5,두께감도 비침도 적당하고 목부분이 탄탄해서 좋아요어디든 입을수 있는 흰티라서 굳,보통이에요,보통이에요,보통이에요,보통이에요
30,LV 6 쯔오,남성, 178cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,편하게 입을때도 좋고 이너로 활용하기도 좋아요!,보통이에요,보통이에요,보통이에요,보통이에요
31,LV 3 삼문동마냥이,여성, 164cm, 60kg,릴렉스 핏 크루 넥 반팔 티셔츠 [멜란지 라이트 그레이],M,5,"팔 두번 정도 접으면 길이도 괜찮고, 몇번 돌렸는데 목도 안늘어나고 가성비 정말 좋습니다. ",커요,보통이에요,선명해요,보통이에요
32,LV 3 뉴비_92ea307672e9,남성, 185cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],2XL,5,사이즈 적당하고 착용감이 좋아서 편하게 입을수 있어요.,보통이에요,보통이에요,보통이에요,보통이에요
33,LV 3 토토토토토마,남성, 185cm, 84kg,릴렉스 핏 크루 넥 반팔 티셔츠 [네이비],XL,5,매일 집에서 입거나 운동할때 입습니다루즈핏으로 이쁩니당,보통이에요,보통이에요,보통이에요,보통이에요
34,LV 4 ywena,여성, 161cm, 56kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],M,5,기본 티는 항상 무신사 스탠다드에서 구매합니다!,보통이에요,밝아요,선명해요,보통이에요
35,LV 6 하아모_,남성, 174cm, 75kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],2XL,5,원단도 좋고 오버사이즈 원해서 크게 샀는데핏도 마음에 들어여,커요,보통이에요,보통이에요,보통이에요
36,LV 5 경보가,남성, 171cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [머스터드],L,5,세일할 때 저렴하게 샀어요~ 재질이든 색감이든 모두 맘에 듭니다~ 가성비 최고임~ 안에서 입어도 되고 그냥 입으면 됩니다~ ,보통이에요,보통이에요,보통이에요,두꺼워요
37,LV 3 시빌생,남성, 175cm, 78kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],XL,5,전투용으로 편하게 입기 딱 좋네요 가격도 저렴해서 잘 사서 입고 다닙니다,커요,보통이에요,보통이에요,보통이에요
38,LV 2 뉴비_6a067afa2e82,여성, 158cm, 48kg,릴렉스 핏 크루 넥 반팔 티셔츠 [퍼플],M,5,남자친구 입혔는데 이뻐요. 저렴하게 잘 샀습니당ㅎㅎ,커요,보통이에요,선명해요,보통이에요
39,LV 4 냥냥한냥냥,남성, 170cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [더스티 민트],L,5,"이번에 새로 하나 사서 썼는데 정말 마음에 들어요. 가성비 좋고, 품질도 마음에 들어요",보통이에요,밝아요,보통이에요,보통이에요
40,LV 5 팻찔이,남성, 170cm, 76kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,무신사 흰티가 넥쪽도 가장탄탄하고 제일 오래 가성비로 입기 좋은것같아요,보통이에요,보통이에요,보통이에요,보통이에요
41,LV 5 일구국,남성, 174cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [오렌지],M,5,색감도 제가 원하던 대로고 핏도 잘맞아서 아주 좋습니다!,보통이에요,보통이에요,보통이에요,보통이에요
42,LV 6 ㄷㄷㅇ!,남성, 180cm, 87kg,릴렉스 핏 크루 넥 반팔 티셔츠 [다크 브라운],2XL,5,예전 원단에서 좋게 바뀐거같구요세탁후에도 보풀 전혀 없어서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
43,LV 4 맥주집알바생,남성, 178cm, 88kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],2XL,5,짜라란 이너용으로 그냥 막 사세요 이게 진짜 개꿀임 누래지면 표백제로 두세번 죽이고 잠옷으로까지,보통이에요,보통이에요,보통이에요,보통이에요
44,LV 3 초!영웅,남성, 172cm, 52kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],M,5,이너로 입기 좋아요 근데 학교 갈때 입었다가 비올때 농구장에서 슬라이딩 때려서 초록색 되버림,보통이에요,보통이에요,보통이에요,두꺼워요
45,LV 3 라잉몰랑이,남성, 178cm, 78kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,살짝 길어요레이어드해서 입기 좋을거 같아요잘입을게요,보통이에요,보통이에요,보통이에요,얇아요
46,LV 4 kjsgo,남성, 170cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [라이트 그레이],M,5,색감 이쁘네요 가격도 착해서 깔별로 사놔도 되겠습니다,보통이에요,보통이에요,보통이에요,보통이에요
47,LV 5 멤버_09fda8613888,남성, 173cm, 80kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,원단 좋고 정사이즈 입니다. 세탁해도 수축 없어서 좋아요~,보통이에요,보통이에요,선명해요,보통이에요
48,LV 5 대장생각,남성, 175cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [페이드 블루],L,5,사이즈좋고재질좋고가격좋고핏좋아요만족합,보통이에요,보통이에요,보통이에요,보통이에요
49,LV 5 대장생각,남성, 175cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블루 그레이],M,5,사이즈좋고재질좋고가격좋고핏좋아요만족합,보통이에요,보통이에요,보통이에요,보통이에요
50,LV 5 팻찔이,남성, 170cm, 76kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,무신사 흰티가 넥쪽도 가장탄탄하고 제일 오래 가성비로 입기 좋은것같아요,보통이에요,보통이에요,보통이에요,보통이에요
51,LV 5 일구국,남성, 174cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [오렌지],M,5,색감도 제가 원하던 대로고 핏도 잘맞아서 아주 좋습니다!,보통이에요,보통이에요,보통이에요,보통이에요
52,LV 6 ㄷㄷㅇ!,남성, 180cm, 87kg,릴렉스 핏 크루 넥 반팔 티셔츠 [다크 브라운],2XL,5,예전 원단에서 좋게 바뀐거같구요세탁후에도 보풀 전혀 없어서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
53,LV 4 맥주집알바생,남성, 178cm, 88kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],2XL,5,짜라란 이너용으로 그냥 막 사세요 이게 진짜 개꿀임 누래지면 표백제로 두세번 죽이고 잠옷으로까지,보통이에요,보통이에요,보통이에요,보통이에요
54,LV 3 초!영웅,남성, 172cm, 52kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],M,5,이너로 입기 좋아요 근데 학교 갈때 입었다가 비올때 농구장에서 슬라이딩 때려서 초록색 되버림,보통이에요,보통이에요,보통이에요,두꺼워요
55,LV 3 라잉몰랑이,남성, 178cm, 78kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,살짝 길어요레이어드해서 입기 좋을거 같아요잘입을게요,보통이에요,보통이에요,보통이에요,얇아요
56,LV 4 kjsgo,남성, 170cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [라이트 그레이],M,5,색감 이쁘네요 가격도 착해서 깔별로 사놔도 되겠습니다,보통이에요,보통이에요,보통이에요,보통이에요
57,LV 5 멤버_09fda8613888,남성, 173cm, 80kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,원단 좋고 정사이즈 입니다. 세탁해도 수축 없어서 좋아요~,보통이에요,보통이에요,선명해요,보통이에요
58,LV 5 대장생각,남성, 175cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [페이드 블루],L,4,사이즈좋고재질좋고가격좋고핏좋아요만족합,보통이에요,보통이에요,보통이에요,보통이에요
59,LV 5 대장생각,남성, 175cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블루 그레이],M,5,사이즈좋고재질좋고가격좋고핏좋아요만족합,보통이에요,보통이에요,보통이에요,보통이에요
60,LV 3 쵸당이,남성, 170cm, 61kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],M,5,반팔은 역시 무텐다드 앞으로도 여기서 살꺼 같네요,보통이에요,보통이에요,보통이에요,보통이에요
61,LV 6 gukaf,남성, 177cm, 82kg,릴렉스 핏 크루 넥 반팔 티셔츠 [라이트 그레이],L,5,옷이 편하고 핏도 정말 마음에 듭니다! 올 여름 잘 버텼습니다,보통이에요,보통이에요,보통이에요,보통이에요
62,LV 5 뉴비_a21c1d74,남성, 173cm, 67kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,이너로 편하게 입기좋아요~ 평소에 자주 입고있습니다.,보통이에요,보통이에요,보통이에요,보통이에요
63,LV 4 당나긔,남성, 176cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],M,5,가격 대비 괜찮은 티셔츠입니다. 세탁해도 잘 안늘어나는 점이 매우 만족,보통이에요,보통이에요,보통이에요,보통이에요
64,LV 3 쿠쿡2,남성, 177cm, 69kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,재질은 좋아요 사이즈가 커서 반바지 입거나 아주 헐렁하게 입을 때는 괜찮을 듯합니다,커요,보통이에요,보통이에요,보통이에요
65,LV 2 제3땅굴,남성, 172cm, 75kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,무난하게 입을 수 있는 무신사 반팔티네요. 잘 입겠습니다,커요,보통이에요,보통이에요,보통이에요
66,LV 5 Ardor,남성, 171cm, 60kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],M,5,기본 티로 다른 아우터 안에 받혀입는 용도로 좋아요~,보통이에요,보통이에요,보통이에요,보통이에요
67,LV 3 뉴비_e736da31b616,남성, 166cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],M,5,세미 와이드 검정바지랑 입으니 핏 예쁘네요기본티셔츠 추천,보통이에요,보통이에요,보통이에요,보통이에요
68,LV 5 아자잦,남성, 176cm, 81kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],XL,5,싸고 안에 너무 춥거나 너누 덥지만 않으면 4계절 내내 입을 수 있어서 좋습니다.안에 레이어드로 입었습니다.,보통이에요,보통이에요,보통이에요,보통이에요
69,LV 4 sd2500,남성, 182cm, 76kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,가격대비 옷이 정말 튼튼하네요무탠다드 가성비 최고입니다,보통이에요,보통이에요,보통이에요,보통이에요
70,LV 4 공글동동,남성, 179cm, 78kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],XL,5,어깨 좁은사람은 입기 힘든핏이네요ㅠㅠ 아쉽습니다,보통이에요,보통이에요,보통이에요,보통이에요
71,LV 4 99문래빗,남성, 168cm, 65kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,가격은 저렴한데 옷 퀄리티는 남다릅니다. 좋아요,보통이에요,밝아요,선명해요,보통이에요
72,LV 5 주꾸미삼겹살,남성, 169cm, 67kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],XL,5,무탠다드 기본티는 믿고 사는거죠 고민하지 마세요~~,보통이에요,보통이에요,보통이에요,보통이에요
73,LV 4 응예기,여성, 166cm, 50kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],S,5,이리저리 받쳐 입으려고 구매했어요! 딱 팔꿈치 위까지 오는 기장이라 접을 필요도 없고 좋아요. 재질도 좋은 거 같습니당,보통이에요,보통이에요,선명해요,보통이에요
74,LV 5 응등이흔드록바,남성, 178cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],L,5,딱 미니멀하고 베이직한 티셔츠입니다. 엄청난 가성비 역시 무신사입니다.,보통이에요,보통이에요,보통이에요,보통이에요
75,LV 5 티미잉,남성, 169cm, 64kg,릴렉스 핏 크루 넥 반팔 티셔츠 [라이트 그레이],M,5,일할때 편하게 입으려고 구매했습니다. 가격대비 너무 좋아요.,보통이에요,보통이에요,보통이에요,보통이에요
76,LV 4 밝은 그레이색이야,남성, 172cm, 63kg,릴렉스 핏 크루 넥 반팔 티셔츠 [버건디],L,4,여름에 있기에는 굉장히 두껍습니다 목부분이 겁나 넓어서 수선했어요,커요,보통이에요,보통이에요,보통이에요
77,LV 3 순풍순풍순풍야,남성, 183cm, 79kg,릴렉스 핏 크루 넥 반팔 티셔츠 [더스티 민트],XL,5,너무 편안하고 밝아서 좋습니다 매우 만족스러워요 감사합니다,보통이에요,보통이에요,보통이에요,보통이에요
78,LV 5 박석주,남성, 165cm, 60kg,릴렉스 핏 크루 넥 반팔 티셔츠 [다크 그레이],S,4,여름에 잘 입었는데 사이즈 업 하면 더 좋을 거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
79,LV 5 박석주,남성, 165cm, 60kg,릴렉스 핏 크루 넥 반팔 티셔츠 [라임],S,4,여름에 잘 입었는데 사이즈 업 하면 더 좋을 거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
80,LV 5 박석주,남성, 165cm, 60kg,릴렉스 핏 크루 넥 반팔 티셔츠 [브라운],S,4,여름에 잘 입었는데 사이즈 업 하면 더 좋을 거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
81,LV 5 박석주,남성, 165cm, 60kg,릴렉스 핏 크루 넥 반팔 티셔츠 [라이트 카키],S,4,여름에 잘 입었는데 사이즈 업 하면 더 좋을 거 같아요,작아요,보통이에요,보통이에요,보통이에요
82,LV 5 박석주,남성, 165cm, 60kg,릴렉스 핏 크루 넥 반팔 티셔츠 [베이지],S,4,여름에 편하게 잘 입었는데 사이즈 한 치수 크게 사면 더 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
83,LV 5 Aintnosimp,남성, 183cm, 80kg,릴렉스 핏 크루 넥 반팔 티셔츠 [피콕 블루],XL,3,역시 믿고 구매했어요. 오버하게 입을려고 크게 주문했어요,보통이에요,보통이에요,보통이에요,보통이에요
84,LV 5 생각좀하린아,남성, 174cm, 63kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,색감이 이쁘고 사이즈도 좋아요. 가을에 입으면 이쁠듯,보통이에요,보통이에요,보통이에요,보통이에요
85,LV 3 뉴비_cea14c6b,남성, 183cm, 63kg,릴렉스 핏 크루 넥 반팔 티셔츠 [다크 그레이],L,5,무난무난 기본기본 합니다조금 더 밝은 걸 살깔 그랬나봐요,보통이에요,보통이에요,선명해요,보통이에요
86,LV 5 zzz1235,남성, 183cm, 74kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,사이즈 적당하고 재질도 괜찮네요 무난하게 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
87,LV 6 니니닉ㄱ,남성, 100cm, 100kg,릴렉스 핏 크루 넥 반팔 티셔츠 [퍼플],M,4,단품으로 입을 퀄리티는 아니고 그냥 속에 입기 좋음,보통이에요,보통이에요,보통이에요,보통이에요
88,LV 6 Lost9,남성, 175cm, 69kg,릴렉스 핏 크루 넥 반팔 티셔츠 [다크 브라운],L,4,무난무난 자체입니다 재질도 핏도 ㅎ 그냥 사다보니 깔별로 사고있네요,보통이에요,보통이에요,보통이에요,보통이에요
89,LV 5 Minhhh!,남성, 177cm, 118kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],3XL,5,177/118인 사람이 입었을때 정핏으로 깔끔하게 나오네요,보통이에요,보통이에요,보통이에요,보통이에요
90,LV 5 딜러리,남성, 178cm, 80kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],XL,5,이번에 세일로 저렴하게 아주 잘 샀어요마실용으로 최고,보통이에요,보통이에요,보통이에요,보통이에요
91,LV 4 YG가수,여성, 163cm, 59kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,남친 줄려고 샀어요. 무신사 스탠다드 티셔츠는 아주 죠아요,보통이에요,보통이에요,보통이에요,보통이에요
92,LV 4 뉴비_72eed4e5,남성, 168cm, 69kg,릴렉스 핏 크루 넥 반팔 티셔츠 [머스터드],M,5,세일때 싸게 샀는데 잘샀네요 쿠기도 딱 맞고 색감도 좋아요,보통이에요,보통이에요,선명해요,보통이에요
93,LV 4 흘고,남성, 185cm, 100kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],2XL,5,"옷 사이즈가 저한테 맞으며, 질이 좋아 앞으로 잘 입고 다닐 거 같습니다. 역시 무신사 스탠다드!!!",보통이에요,보통이에요,보통이에요,보통이에요
94,LV 3 기라아기라,남성, 177cm, 78kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],M,5,아주아주 좋아요 접어서도 입을수 있어요운동할때 애용해요,보통이에요,보통이에요,보통이에요,보통이에요
95,LV 4 ISIOISI,남성, 173cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,이거 화이트로 샀었는데 너무 만족해서 검정색도 사려고하니까 품절ㅠㅠ 그런디 때마침 재입고가되었네용!! 이번에도 정말로 만족합니다!! 무지티는 무텐다드!!,보통이에요,보통이에요,보통이에요,보통이에요
96,LV 4 ISIOISI,남성, 173cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],M,5,이거 화이트로 샀었는데 너무 만족해서 검정색도 사려고하니까 품절ㅠㅠ 그런디 때마침 재입고가되었네용!! 이번에도 정말로 만족합니다!! 무지티는 무텐다드!!,보통이에요,보통이에요,보통이에요,보통이에요
97,LV 3 뉴비_3ad84a1d29e4,남성, 174cm, 83kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],XL,5,베이식보다 소매 기장이 좀 있습니다기본티로 무난하게 좋아요~,보통이에요,보통이에요,보통이에요,보통이에요
98,LV 4 rohms,남성, 175cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,여러 브랜드 무지티 사보고 있는데 가장 무난하네요 넥라인도 쉽게 늘어나지 않을 것 같아 보여요,보통이에요,보통이에요,보통이에요,보통이에요
99,LV 4 기린기린_,남성, 177cm, 71kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],XL,5,색도 이쁘도 짜임도 좋고 가성비 좋아요 완전 추천합니다,보통이에요,보통이에요,보통이에요,보통이에요
100,LV 5 딜러리,남성, 178cm, 80kg,릴렉스 핏 크루 넥 반팔 티셔츠 [그레이쉬 블루],XL,4,이번에 세일로 저렴하게 아주 잘 샀어요마실용으로 최고,보통이에요,보통이에요,보통이에요,보통이에요
101,LV 4 YG가수,여성, 163cm, 59kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,남친 줄려고 샀어요. 무신사 스탠다드 티셔츠는 아주 죠아요,보통이에요,보통이에요,보통이에요,보통이에요
102,LV 4 뉴비_72eed4e5,남성, 168cm, 69kg,릴렉스 핏 크루 넥 반팔 티셔츠 [머스터드],M,5,세일때 싸게 샀는데 잘샀네요 쿠기도 딱 맞고 색감도 좋아요,보통이에요,보통이에요,선명해요,보통이에요
103,LV 4 흘고,남성, 185cm, 100kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],2XL,5,"옷 사이즈가 저한테 맞으며, 질이 좋아 앞으로 잘 입고 다닐 거 같습니다. 역시 무신사 스탠다드!!!",보통이에요,보통이에요,보통이에요,보통이에요
104,LV 3 기라아기라,남성, 177cm, 78kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],M,5,아주아주 좋아요 접어서도 입을수 있어요운동할때 애용해요,보통이에요,보통이에요,보통이에요,보통이에요
105,LV 4 ISIOISI,남성, 173cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],L,5,이거 화이트로 샀었는데 너무 만족해서 검정색도 사려고하니까 품절ㅠㅠ 그런디 때마침 재입고가되었네용!! 이번에도 정말로 만족합니다!! 무지티는 무텐다드!!,보통이에요,보통이에요,보통이에요,보통이에요
106,LV 4 ISIOISI,남성, 173cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],M,5,이거 화이트로 샀었는데 너무 만족해서 검정색도 사려고하니까 품절ㅠㅠ 그런디 때마침 재입고가되었네용!! 이번에도 정말로 만족합니다!! 무지티는 무텐다드!!,보통이에요,보통이에요,보통이에요,보통이에요
107,LV 3 뉴비_3ad84a1d29e4,남성, 174cm, 83kg,릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],XL,5,베이식보다 소매 기장이 좀 있습니다기본티로 무난하게 좋아요~,보통이에요,보통이에요,보통이에요,보통이에요
108,LV 4 rohms,남성, 175cm, 70kg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],L,5,여러 브랜드 무지티 사보고 있는데 가장 무난하네요 넥라인도 쉽게 늘어나지 않을 것 같아 보여요,보통이에요,보통이에요,보통이에요,보통이에요
