,user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval
19,LV 3 윤준서077,여성, 200cm, 62kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,2,일단 너무 별로고 팔쪽이 너무 거칠거칠해서 따끔합니다,보통이에요,보통이에요,보통이에요,보통이에요
20,LV 5 쵸비이이이이이이이,남성, 174cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,싸고 좋네유 잘 입을게요 진짜 저려미로 잘 건진 듯,보통이에요,보통이에요,보통이에요,보통이에요
21,LV 3 뉴비_1d5959f5,남성, 169cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,무난한 후드 찾았다 싶어 구매했는데  생각보다 너무 이뻤어요  단품으로 입고 다니려구요,보통이에요,밝아요,선명해요,두꺼워요
22,LV 3 YRO,남성, 167cm, 60kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,편히 입고 나갈때나 다른옷 안에 입기나 다 좋은것같습니다 다른색상도 사보고싶네요,보통이에요,밝아요,보통이에요,보통이에요
23,LV 6 망둥어조림,남성, 170cm, 62kg,에센셜 후드 스웻 셔츠 (BLACK),S,5,크롭한 기장을 원했는데 그냥 일반적인 오버핏 사이즈 네요그래도 이뻐서 추천합니다,보통이에요,어두워요,선명해요,보통이에요
24,LV 4 표주니,남성, 177cm, 72kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,기본 후드로 좋습니다.로고같은게 없어서 좋구요,보통이에요,밝아요,선명해요,보통이에요
25,LV 2 뉴비_cfe5ce010831,여성, 220cm, 149kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,와 진짜 너무 좋아영 사이즈가 넉넉해서 좋고 핏도굳,보통이에요,보통이에요,선명해요,보통이에요
26,LV 4 재혀기이,남성, 170cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,생각했던거 보다 사이즈랑 색이 괜찮아요.두깨감이 있는건 아닌데 살짝 무거운감이 있네요.,보통이에요,보통이에요,보통이에요,보통이에요
27,LV 5 koolyliat,남성, 170cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,핏이 너무 좋아요 기장이 짧아서 레이어드 하기도 좋음,보통이에요,보통이에요,보통이에요,보통이에요
28,LV 3 꼬깔콘스프,남성, 175cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,싸게 샀는데 만족하면서 입고있다근데 살짝 크고 총장이 살짝 길다하지만 가격이 싸서 만족한다,커요,보통이에요,선명해요,보통이에요
29,LV 3 뉴비_e299e898,남성, 168cm, 63kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,세일할때 샀는데 가성비가 너무 좋아요빳빳하게 잡아준다기보다는 부드럽게 떨어지는느낌,보통이에요,보통이에요,보통이에요,보통이에요
30,LV 4 Maana,남성, 183cm, 82kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,따뜻하고 질감도 우수하고 핏도 잘어울립니다 추천,보통이에요,보통이에요,선명해요,보통이에요
31,LV 3 에스텔로,남성, 181cm, 95kg,에센셜 후드 스웻 셔츠 (OATMEAL),XL,5,핏이 정말 맘에 들어요 단품으로 입어도 적당할거같고 항공점퍼안에 입으면 딱 이쁠듯!,보통이에요,밝아요,보통이에요,보통이에요
32,LV 3 사슴1028,남성, 178cm, 67kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,너무 이뻐요 !! 후드티 재질이나 착용감이 너무 괜찮아서 편하게 입을 후드티 사시는 분들께 강추드립니다 ! ,보통이에요,밝아요,선명해요,보통이에요
33,LV 5 김매콤s,여성, 168cm, 65kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,노페 눕시 안에 입으려고 샀는데 길이가 짧아서 너무 조와요 후드 끈이 상당히 길어요,보통이에요,보통이에요,보통이에요,얇아요
34,LV 4 말딸 코디네이터,남성, 160cm, 70kg,에센셜 후드 스웻 셔츠 (BLACK),XL,5,기본 무지 후드티로 추천드립니다 핏 무난한 오버핏이고 이쁨,보통이에요,보통이에요,보통이에요,보통이에요
35,LV 6 패린이영,남성, 182cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,이너로 입기 좋은 후드입니다. 기본템으로 잘 입을거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
36,LV 4 두루뭍,남성, 177cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,가성비 돌아버린 후드티입니다 개인적으로는 시보리가 좀만 더 탄탄했으면 좋았을거같아요,보통이에요,밝아요,보통이에요,보통이에요
37,LV 5 맘살,남성, 181cm, 80kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,우리가 흔히 생각하는 회색후드의 정석인 듯 무난하게 이쁘네요.,보통이에요,보통이에요,선명해요,보통이에요
38,LV 4 뉴비_cfadeae56f18,남성, 174cm, 65kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,후드티 찾다가 사게됐는대 가격도 그렇고 너무 이쁘네요 ,보통이에요,보통이에요,보통이에요,보통이에요
39,LV 4 미롱군,남성, 183cm, 77kg,에센셜 후드 스웻 셔츠 (BLACK),XL,5,너무너무 이뻐요. 핏도 기장도 맘에드네요. 모자는 살짝 작은감은 있어요. 핏이 완벽해서 신경안쓰입니다 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
40,LV 3 뉴비_6a0d60456b16,남성, 174cm, 87kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,총장은 긴 편 아닙니다 4만원에 이정도 면 원단이면 좋네요 건조기 돌리면 총장만 짧아집니다 한 3센치?,보통이에요,보통이에요,보통이에요,보통이에요
41,LV 3 배아프다야발,남성, 178cm, 66kg,에센셜 후드 스웻 셔츠 (BLACK),M,5,핏도 정말 좋고 편해서 손이 많이가요 가볍게 입을 때 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
42,LV 6 왕몬,남성, 178cm, 90kg,에센셜 후드 스웻 셔츠 (CHARCOAL),XL,5,챠콜색 상의 찾고있었는데 가성비 짱이네요 휘뚜루마뚜루 입으면 좋네요,보통이에요,보통이에요,보통이에요,보통이에요
43,LV 3 뉴비_20657c2ccb59,남성, 175cm, 65kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,사이즈가 적당해서 예쁘고 따뜻해서 잘 입고 다닙니다.,보통이에요,보통이에요,보통이에요,보통이에요
44,LV 4 인천린가드,남성, 175cm, 74kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,핏도 너무 예쁘고 색도 너무 예뻐요 잘 입고 다닐게요,보통이에요,보통이에요,보통이에요,보통이에요
45,LV 4 Kimwoo2,남성, 183cm, 73kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,기본으로 입기 좋아요 생각보다 좀 껴서 사이즈 크게 사셔도 될 거 같아요 ,보통이에요,보통이에요,보통이에요,보통이에요
46,LV 4 뉴비_81974a66,남성, 170cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,어벙한 스타일로 후드티 최곱니다. 한사이즈 업 한게 더 이뻤을거같아서 아쉬운 느낌이지만 지금도 충분히 만족합니다 저랑 지슷한 스펙이시면 한사이즈업이 더 박시게 이쁠거같아요,보통이에요,보통이에요,보통이에요,보통이에요
47,LV 5 Doll29,남성, 165cm, 62kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,너무 좋아요 여자친구 선물해줬네요 많이 파세요!,보통이에요,보통이에요,보통이에요,보통이에요
48,LV 3 IllIllll,남성, 173cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,너무 좋아요 가성비 킹아 얘! 겨울엔 후드티란다 코!,보통이에요,보통이에요,보통이에요,보통이에요
49,LV 5 rlati,여성, 160cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,기장이랑 품 딱 좋아요 짧다는 느낌이 없네요 느낌상으로는 기장 70정도 되는 것 같아요제 키는 160입니다,보통이에요,보통이에요,보통이에요,보통이에요
50,LV 3 뉴비_6a0d60456b16,남성, 174cm, 87kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,총장은 긴 편 아닙니다 4만원에 이정도 면 원단이면 좋네요 건조기 돌리면 총장만 짧아집니다 한 3센치?,보통이에요,보통이에요,보통이에요,보통이에요
51,LV 3 배아프다야발,남성, 178cm, 66kg,에센셜 후드 스웻 셔츠 (BLACK),M,5,핏도 정말 좋고 편해서 손이 많이가요 가볍게 입을 때 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
52,LV 6 왕몬,남성, 178cm, 90kg,에센셜 후드 스웻 셔츠 (CHARCOAL),XL,5,챠콜색 상의 찾고있었는데 가성비 짱이네요 휘뚜루마뚜루 입으면 좋네요,보통이에요,보통이에요,보통이에요,보통이에요
53,LV 3 뉴비_20657c2ccb59,남성, 175cm, 65kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,사이즈가 적당해서 예쁘고 따뜻해서 잘 입고 다닙니다.,보통이에요,보통이에요,보통이에요,보통이에요
54,LV 4 인천린가드,남성, 175cm, 74kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,핏도 너무 예쁘고 색도 너무 예뻐요 잘 입고 다닐게요,보통이에요,보통이에요,보통이에요,보통이에요
55,LV 4 Kimwoo2,남성, 183cm, 73kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,기본으로 입기 좋아요 생각보다 좀 껴서 사이즈 크게 사셔도 될 거 같아요 ,보통이에요,보통이에요,보통이에요,보통이에요
56,LV 4 뉴비_81974a66,남성, 170cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,어벙한 스타일로 후드티 최곱니다. 한사이즈 업 한게 더 이뻤을거같아서 아쉬운 느낌이지만 지금도 충분히 만족합니다 저랑 지슷한 스펙이시면 한사이즈업이 더 박시게 이쁠거같아요,보통이에요,보통이에요,보통이에요,보통이에요
57,LV 5 Doll29,남성, 165cm, 62kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,너무 좋아요 여자친구 선물해줬네요 많이 파세요!,보통이에요,보통이에요,보통이에요,보통이에요
58,LV 3 IllIllll,남성, 173cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,너무 좋아요 가성비 킹아 얘! 겨울엔 후드티란다 코!,보통이에요,보통이에요,보통이에요,보통이에요
59,LV 5 rlati,여성, 160cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,기장이랑 품 딱 좋아요 짧다는 느낌이 없네요 느낌상으로는 기장 70정도 되는 것 같아요제 키는 160입니다,보통이에요,보통이에요,보통이에요,보통이에요
60,LV 3 quwk71,남성, 172cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,예쁘고 휘뚜루마뚜루 입기 좋습니다 동네 나갈때 입기 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
61,LV 6 lbc5244,남성, 174cm, 67kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,사이즈 넉넉하구 오버핏 좋아요 색감도 이쁘구 편해요,보통이에요,보통이에요,보통이에요,보통이에요
62,LV 4 jelho,여성, 153cm, 51kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,4,진짜 커요...153 여자인데 진짜 짱 큽니다요.. 글고 옷이 넘 무거워요ㅠ,커요,어두워요,보통이에요,보통이에요
63,LV 3 뉴비_cc3cfa960315,남성, 179cm, 69kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,편하게 잘입고있습니다 좋구 자주입어요 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
64,LV 5 영이에욥,남성, 170cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,두껍고 예쁘고 어깨넓어보여서 좋아요 굿굿 이쁩니다,보통이에요,보통이에요,보통이에요,두꺼워요
65,LV 3 sycrst,여성, 162cm, 56kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,진짜 잘 입고 다녀요 알바 갈때도 입고 친구 만날때도 입고ㅜ,보통이에요,보통이에요,보통이에요,보통이에요
66,LV 5 엉콩2,남성, 180cm, 72kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,핏 이뻐요ㅎㅎ 다음에 다른 색으로도 또 사고 싶네용 굿,보통이에요,어두워요,선명해요,보통이에요
67,LV 3 뉴비_460a50b3,남성, 171cm, 51kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,옷도 이쁘고 딱 원하던 핏이라서 좋아용 굿굿귯갓,보통이에요,보통이에요,보통이에요,보통이에요
68,LV 3 멤버_e812982027f4,남성, 169cm, 57kg,에센셜 후드 스웻 셔츠 (BLACK),M,5,총장이 짧은편이라 레이어드하기좋고 예쁩니당,보통이에요,보통이에요,보통이에요,보통이에요
69,LV 4 Lof,여성, 157cm, 53kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,기본템으로 아주 좋아요. 두께도 적당하고 재질도 가격 대비 굿입니다. 키 작으신 분들은 S 사이즈 하시면 적당한 오버핏으로 입으실 수 있어요! ,보통이에요,보통이에요,선명해요,보통이에요
70,LV 3 옷배우는사람,남성, 187cm, 92kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,색감이 괜찮아서 코디하기도 좋고 그냥 입기도 너무 편하네요 ~~ 좋은 아이템입니다 ,보통이에요,밝아요,선명해요,보통이에요
71,LV 4 굽네치킨짱,남성, 173cm, 76kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,상당히 무난한 옷입니다 클론의 정석 회색 후드티 무조건 갖고있어야겠죠? 가격에 저렴한데 비해 원단이 두꺼워서 만족중입니다. 추천합니다! 근데 왜 모자 줄이 없죠?ㅋㅋ 불량인듯 ㅋㅋ,보통이에요,보통이에요,보통이에요,보통이에요
72,LV 3 뉴비_1b6dae73e5a5,남성, 178cm, 76kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,예쁘고 가격대비 좋아요 그레이색이 선명해서 좋아용,보통이에요,보통이에요,보통이에요,보통이에요
73,LV 3 멤버_61d8a38e4552,남성, 181cm, 30kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,품은 큰데 확실히 길이가 짧아요! 너무 마르지 않고 180 이상이신분들은 XL가 레이어드하기도 좋을것같아요,보통이에요,보통이에요,보통이에요,보통이에요
74,LV 3 PX-R2,남성, 177cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,휘뚜루마뚜루 자주입습니다 가격도 싸서 편하게 입는것같아요,보통이에요,보통이에요,보통이에요,얇아요
75,LV 3 뉴비_9a68dadfa436,남성, 178cm, 75kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,생각한것보다 사이즈가 큰데 예뻐요한치수 작게 주문하는게 좋을듯,커요,보통이에요,보통이에요,보통이에요
76,LV 5 ㅏ우녀재부난,남성, 169cm, 66kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,핏이쁘고 가성비 전투용으로 안성맞춤입니다. 추천,커요,어두워요,선명해요,보통이에요
77,LV 3 Fluoir,남성, 179cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,4,엑스라지 살짝 큰 감이 없지않아있어서저랑 체격 비슷하시면 라지도 괜찮을듯 해요.,보통이에요,보통이에요,보통이에요,보통이에요
78,LV 4 ㄱㅗㅇㅂㅜ,남성, 168cm, 66kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,무지 후드티 중에는 최강인거같아요 가성비 너무 조아요,보통이에요,보통이에요,보통이에요,보통이에요
79,LV 3 뉴비_22686c8e,남성, 167cm, 56kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,그냥 편하게 입기 좋아요 근데 밑에를 잘 못 잡아서 흘러내림,커요,보통이에요,보통이에요,보통이에요
80,LV 6 호시탐탐키사메,남성, 172cm, 66kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,휘뚜루마뚜루 입기에 아주 좋고 집앞나가기 아주 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
81,LV 3 꽃보다 청춘,남성, 165cm, 50kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,옷두께도 요즘입기에 적당하고 입으뮌 핏이 예쁩니다,보통이에요,밝아요,선명해요,보통이에요
82,LV 2 Tladhe,남성, 177cm, 85kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,오버사이즈라서 널널하고 편해요평범한 무지 후드티라 자주 입고다닐듯 합니다.,커요,보통이에요,선명해요,보통이에요
83,LV 5 99ooho,남성, 186cm, 75kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,가격치고 너무 가성비 좋고 색감 이쁩니다심심하지 않게 차콜색 선택 잘한 거 같아요다른 색상도 구매할 생각 있습니다.!!,보통이에요,밝아요,보통이에요,보통이에요
84,LV 3 장날이다,남성, 170cm, 58kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,무난하고 깔끔한 무지 후드티에요 딱 캐주얼하게 입기 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
85,LV 4 동댕E,남성, 179cm, 75kg,에센셜 후드 스웻 셔츠 (BLACK),XL,5,색감도 예쁘고 핏 잘빠져서 만족합니다 자주 입을 것 같아요!!,보통이에요,보통이에요,보통이에요,보통이에요
86,LV 3 뉴비_6f8a95d767b5,남성, 174cm, 75kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,모자모양이 이쁘게 잡히네요 색상이 조금더 짙을줄알았지만 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
87,LV 3 림가강,여성, 166cm, 53kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,생각보다 얇은데 이뻐요 엠 사시면 박시하게 입을수있어요 ,보통이에요,보통이에요,보통이에요,얇아요
88,LV 5 알렉산더처럼와앙,여성, 168cm, 100kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,가성비 좋네요 어딜가나 고민없이 입을 수 있음 굿굿,보통이에요,밝아요,선명해요,보통이에요
89,LV 5 원또오,남성, 172cm, 71kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,무슨 옷이랑 입어도 다 잘어울리는 옷이에요잘 고른거 같네요 👍🏻,보통이에요,보통이에요,선명해요,보통이에요
90,LV 3 맛있는두통약,남성, 185cm, 85kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,최고입니다. 후드 원래 잘 안입었는데 후드에 입문했어요.,보통이에요,보통이에요,보통이에요,보통이에요
91,LV 4 ExTx,남성, 178cm, 64kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,사이즈 굉장히 만족합니다 역시 토피 믿고입네요,보통이에요,보통이에요,보통이에요,보통이에요
92,LV 4 물음표표음물,남성, 180cm, 76kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,어찌어찌 세일하길래 바로 구매했습니다모자 핏 빼고 다 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
93,LV 4 뉴비_e97be6c2,남성, 182cm, 80kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,두꺼워서 겨울에 입기좋고 안에 레이어드 티입으면 잘어울릴꺼 같네요,보통이에요,보통이에요,보통이에요,보통이에요
94,LV 4 Xia fung chao,남성, 170cm, 71kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,스판기 적당하고 쫘르르 떨어지는 감 너무 좋아요!!  함께 구매한 후드티에  레이어드까지 받춰봤는데 핏 나쁘지않죠? ,보통이에요,보통이에요,보통이에요,보통이에요
95,LV 4 까이죠,남성, 184cm, 83kg,에센셜 후드 스웻 셔츠 (CHARCOAL),XL,5,질이.너무 좋아요다음번에 또 살 예정입니다.만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
96,LV 2 Erica Joo,남성, 166cm, 67kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,1년반 지난 교복이 작아져 대신하려고 주문했어요~안비슷하면 그냥 평소에 입자!!했는데너~~무 좋아요^^오버핏이라 더 추울 땐 이너껴입기도 좋고우선은 깐깐한 아들한테 합격이라 만족해요~❤️,보통이에요,어두워요,선명해요,보통이에요
97,LV 4 김밥상,남성, 170cm, 69kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,4,토피의 에센셜 후드 스웻셔츠 멀렌지 그레이 스타일이 너무 좋아요 ,보통이에요,보통이에요,보통이에요,보통이에요
98,LV 5 aud926,남성, 165cm, 59kg,에센셜 후드 스웻 셔츠 (CHARCOAL),S,5,회색사고 차콜까지 구매했는데 여전히 맘에들어요,보통이에요,보통이에요,보통이에요,보통이에요
99,LV 3 뉴비_21c6f65d,남성, 180cm, 62kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,4,사이즈도 적당하고 딱 좋아요 자주 입을것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
100,LV 3 맛있는두통약,남성, 185cm, 85kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,최고입니다. 후드 원래 잘 안입었는데 후드에 입문했어요.,보통이에요,보통이에요,보통이에요,보통이에요
101,LV 4 ExTx,남성, 178cm, 64kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,사이즈 굉장히 만족합니다 역시 토피 믿고입네요,보통이에요,보통이에요,보통이에요,보통이에요
102,LV 4 물음표표음물,남성, 180cm, 76kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,어찌어찌 세일하길래 바로 구매했습니다모자 핏 빼고 다 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
103,LV 4 뉴비_e97be6c2,남성, 182cm, 80kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,두꺼워서 겨울에 입기좋고 안에 레이어드 티입으면 잘어울릴꺼 같네요,보통이에요,보통이에요,보통이에요,보통이에요
104,LV 4 Xia fung chao,남성, 170cm, 71kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,스판기 적당하고 쫘르르 떨어지는 감 너무 좋아요!!  함께 구매한 후드티에  레이어드까지 받춰봤는데 핏 나쁘지않죠? ,보통이에요,보통이에요,보통이에요,보통이에요
105,LV 4 까이죠,남성, 184cm, 83kg,에센셜 후드 스웻 셔츠 (CHARCOAL),XL,5,질이.너무 좋아요다음번에 또 살 예정입니다.만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
106,LV 2 Erica Joo,남성, 166cm, 67kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,1년반 지난 교복이 작아져 대신하려고 주문했어요~안비슷하면 그냥 평소에 입자!!했는데너~~무 좋아요^^오버핏이라 더 추울 땐 이너껴입기도 좋고우선은 깐깐한 아들한테 합격이라 만족해요~❤️,보통이에요,어두워요,선명해요,보통이에요
107,LV 4 김밥상,남성, 170cm, 69kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,토피의 에센셜 후드 스웻셔츠 멀렌지 그레이 스타일이 너무 좋아요 ,보통이에요,보통이에요,보통이에요,보통이에요
