,user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval
214,LV 6 강혜원내꺼야,남성, 180cm, 71kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,색감이 생각한 어두운 차콜보다는 살짝 보라색이 올라오는 거 같아서 조금 아쉽지만ㅠ 옷 자체는 예쁘네여ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
215,LV 3 또짱님,남성, 168cm, 48kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,4,이쁘네요 사이즈도 괜찮고마실나갈때 입고다니기 좋아요~,보통이에요,보통이에요,보통이에요,보통이에요
216,LV 5 사랑꾼정원이,남성, 166cm, 57kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,옷 저려미에 너무 돟아요! 핏도 이쁘고 훌륭합니다,보통이에요,보통이에요,보통이에요,보통이에요
217,LV 3 뉴비_ad19e174f1c7,남성, 176cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,사이즈도 적당하고 무난하게 입기 좋은옷 추천합니다,보통이에요,보통이에요,보통이에요,보통이에요
218,LV 4 때리고싶네,남성, 176cm, 60kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,후드티 기본으로 하나 사고싶으면 그냥 이거 사시면 될거같아요,보통이에요,보통이에요,보통이에요,보통이에요
219,LV 5 나의 뭐입일지,남성, 179cm, 67kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,연청 와이드 팬츠랑 캐주얼한 코디로 잘 어울려요 바지도 마침 토피네요,보통이에요,보통이에요,보통이에요,보통이에요
220,LV 3 돈방이란,남성, 177cm, 80kg,에센셜 후드 스웻 셔츠 (BLACK),XL,5,Xl하면 딱 맞을줄 알았는데 살짝크네요 그래도 맘에듭니다 감사합니다,커요,보통이에요,보통이에요,보통이에요
221,LV 3 뉴비_d9b6fd03,남성, 173cm, 72kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,옷핏이 살고 따뜻하고 아무거나 입어도 정말 이쁠거같에요!!,커요,보통이에요,보통이에요,보통이에요
222,LV 4 당근먹방,남성, 175cm, 71kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,두께감 좋고 아우터에 겻들어 입기가 좋네요!! 레이어드용으로 입기좋은 가성비 템,보통이에요,보통이에요,보통이에요,보통이에요
223,LV 3 뉴비_f6c1baca,남성, 183cm, 82kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,오버사이즈라 입기 편하고 옷태도 잘나와서 만족스럽습니다.,커요,밝아요,보통이에요,보통이에요
224,LV 3 Hyun0514,남성, 173cm, 59kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,모자가 커서 좋고 핏이 완전 이쁘게 나옵니당 꼭 사세요,커요,보통이에요,선명해요,보통이에요
225,LV 5 jeffhyun,남성, 176cm, 75kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,간단하게 휘뚜루 마뚜루 입기 아직 좋습니다 하나 더 구매할 의향 있습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
226,LV 3 Lunine,남성, 190cm, 74kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,이거 사고 요즘 계속 이 옷만 입는거 같아요가성비 굿굿,보통이에요,보통이에요,보통이에요,보통이에요
227,LV 5 큐에이,남성, 172cm, 71kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,쉽게 코디할수있어서 좋은것같네용 옷핏도 괜찮고 이쁜것같아요,보통이에요,보통이에요,보통이에요,보통이에요
228,LV 5 범범츠,남성, 172cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,옷이 생각보다 무겁고 옷감이 좋습니다.디자인은 노멀하고 봉제가 탄탄해서 오래입을 것 같아요. 가성비 갑. 제 신체에는 딱핏은 아니고 조금 넉넉합니다. 땃핏원하시는 분은 M추천,보통이에요,보통이에요,보통이에요,두꺼워요
229,LV 7 인스인스지인스,남성, 175cm, 83kg,에센셜 후드 스웻 셔츠 (BLACK),M,5,상품 잘받았구여 입기좋아여 다음에도 재구매할거같고 친구들한테도 추천중 살찜 ㅠ,보통이에요,보통이에요,보통이에요,보통이에요
230,LV 7 인스인스지인스,남성, 175cm, 83kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,상품 잘받았구여 입기좋아여 다음에도 재구매할거같고 친구들한테도 추천중 살찜 ㅠ,보통이에요,보통이에요,보통이에요,보통이에요
231,LV 3 김강미이인,남성, 178cm, 82kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,두께도 두껍고 기장도 좋아요 이뻐요 재구매할게여,커요,보통이에요,선명해요,두꺼워요
232,LV 2 앙우빈,남성, 176cm, 76kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,색상 마음에 들고 어깨가 넒어보여서 너무 젛았음 굿,보통이에요,보통이에요,보통이에요,보통이에요
233,LV 4 호두마루맨,남성, 174cm, 60kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,핏 너무 좋은것 같습니다. 자주 구매할것같습니다 감사합니다,보통이에요,어두워요,선명해요,보통이에요
234,LV 3 뉴비_14f1abc6d59a,여성, 168cm, 50kg,에센셜 후드 스웻 셔츠 (BLACK),S,5,기본스타일이라  데일리로  입기 넘 좋아요 ..번창하세요!!,보통이에요,보통이에요,보통이에요,보통이에요
235,LV 5 동그라미링,남성, 187cm, 93kg,에센셜 후드 스웻 셔츠 (BLACK),XL,5,안에 입기에도 너무 이쁘고 요즘 같은 날씨에는 낮에도 하나만 입어도 충분할만큼 두툼해요,보통이에요,보통이에요,보통이에요,보통이에요
236,LV 4 vslqlpp,남성, 175cm, 83kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,4,가성비 좋은 후드. 적당히 오버해서 좋고 기장 적당히 짧아서 레이어드 하기 굳,보통이에요,보통이에요,보통이에요,보통이에요
237,LV 3 뉴비_0f27c7c04a6a,남성, 165cm, 56kg,에센셜 후드 스웻 셔츠 (BLACK),M,5,두께감도 적당하고 톡톡한 소재라 입었을 때 핏이 잘 살아요. 블랙이지만 먼지가 잘 붙지 않는 재질이라 부담없어요. 입으면 간지 나요^^,보통이에요,보통이에요,보통이에요,보통이에요
238,LV 4 기모링링모링,남성, 180cm, 70kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,핏이 생각보다 괜찮고 가격대비 옷이 괜찮고 좋아요,보통이에요,보통이에요,흐려요,보통이에요
239,LV 5 뉴비_9b41ca36,남성, 181cm, 80kg,에센셜 후드 스웻 셔츠 (OATMEAL),XL,5,검정색 사고 만족하수 오트밀도 구매했습니다. 딱 적당히 맞고 만족스러워요 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
240,LV 5 용감한나쵸,남성, 169cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,싼 가격에 편하게 입을 수 있는 후드네요! 독서실 갈 때 계속 입늘 것 같네요,보통이에요,보통이에요,보통이에요,보통이에요
241,LV 3 빵재이야,남성, 175cm, 74kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,오우 굿.. 대만족색감이 오묘해요 처음보는 그레이색인데 (정말 희미하게 퍼플?) 겨울에 어울리는거 같아요입을때 생각보다 무거웠는데 막상 입으면 별 느낌없네요 좋습니당,보통이에요,밝아요,선명해요,두꺼워요
242,LV 3 뉴비_dd4491aa9546,남성, 168cm, 65kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,정사이즈로 이쁜데 모자가 작은게 조금 아쉽네요,보통이에요,밝아요,선명해요,보통이에요
243,LV 3 뉴비_1a3037b5d1be,남성, 165cm, 60kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,가격대비 최고 후드티 인거 같아요 기본템 좋아영,커요,보통이에요,보통이에요,보통이에요
244,LV 5 중복닉은외안되,남성, 168cm, 56kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,핏 정말 이쁘네요 학교갈 때 아우터 안에 입으면 ootd 뚝딱,보통이에요,보통이에요,보통이에요,보통이에요
245,LV 3 이민형7,남성, 171cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,기본으로 입기 너무 좋아요 싸게잘산거같아요핏도 좋고 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
246,LV 3 뉴비_ac0ebd91,남성, 174cm, 77kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,정말 만족스러운 후드에요 원래 후드티 잘 안 입는데 색감도 딱 좋고 핏도 아주 이쁘게 나와요,커요,보통이에요,보통이에요,보통이에요
247,LV 4 가위바위보물,남성, 179cm, 69kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,잘 산거 같아요 예쁘네요 잘 입겠습니다 다들 사세요,보통이에요,보통이에요,보통이에요,보통이에요
248,LV 3 옷배우는사람,남성, 187cm, 92kg,에센셜 후드 스웻 셔츠 (OATMEAL),XL,5,"핏도 예쁘게 나온거 같고, 색감이 좋아서 자주 입고 있어요 ~~",보통이에요,밝아요,선명해요,보통이에요
249,LV 3 뉴비_0485397bce43,남성, 167cm, 56kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,4,배송은 보통이며디자인 싸이즈  무난한 스타일입니다아들은 만족하네요,보통이에요,보통이에요,보통이에요,보통이에요
250,LV 5 용감한나쵸,남성, 169cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,싼 가격에 편하게 입을 수 있는 후드네요! 독서실 갈 때 계속 입늘 것 같네요,보통이에요,보통이에요,보통이에요,보통이에요
251,LV 3 빵재이야,남성, 175cm, 74kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,4,오우 굿.. 대만족색감이 오묘해요 처음보는 그레이색인데 (정말 희미하게 퍼플?) 겨울에 어울리는거 같아요입을때 생각보다 무거웠는데 막상 입으면 별 느낌없네요 좋습니당,보통이에요,밝아요,선명해요,두꺼워요
252,LV 3 뉴비_dd4491aa9546,남성, 168cm, 65kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,정사이즈로 이쁜데 모자가 작은게 조금 아쉽네요,보통이에요,밝아요,선명해요,보통이에요
253,LV 3 뉴비_1a3037b5d1be,남성, 165cm, 60kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,가격대비 최고 후드티 인거 같아요 기본템 좋아영,커요,보통이에요,보통이에요,보통이에요
254,LV 5 중복닉은외안되,남성, 168cm, 56kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,핏 정말 이쁘네요 학교갈 때 아우터 안에 입으면 ootd 뚝딱,보통이에요,보통이에요,보통이에요,보통이에요
255,LV 3 이민형7,남성, 171cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,기본으로 입기 너무 좋아요 싸게잘산거같아요핏도 좋고 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
256,LV 3 뉴비_ac0ebd91,남성, 174cm, 77kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,정말 만족스러운 후드에요 원래 후드티 잘 안 입는데 색감도 딱 좋고 핏도 아주 이쁘게 나와요,커요,보통이에요,보통이에요,보통이에요
257,LV 4 가위바위보물,남성, 179cm, 69kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,잘 산거 같아요 예쁘네요 잘 입겠습니다 다들 사세요,보통이에요,보통이에요,보통이에요,보통이에요
258,LV 3 옷배우는사람,남성, 187cm, 92kg,에센셜 후드 스웻 셔츠 (OATMEAL),XL,5,"핏도 예쁘게 나온거 같고, 색감이 좋아서 자주 입고 있어요 ~~",보통이에요,밝아요,선명해요,보통이에요
259,LV 3 뉴비_0485397bce43,남성, 167cm, 56kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,배송은 보통이며디자인 싸이즈  무난한 스타일입니다아들은 만족하네요,보통이에요,보통이에요,보통이에요,보통이에요
260,LV 5 아쿈니,남성, 178cm, 78kg,에센셜 후드 스웻 셔츠 (CHARCOAL),XL,5,"선물햇는데 만족합니다, 두루두루 잘 어울리고 가성비넘치는 기본템이에요",보통이에요,보통이에요,보통이에요,보통이에요
261,LV 5 아쿈니,남성, 178cm, 78kg,에센셜 후드 스웻 셔츠 (OATMEAL),XL,5,"선물햇는데 만족합니다, 두루두루 잘 어울리고 가성비넘치는 기본템이에요",보통이에요,보통이에요,보통이에요,보통이에요
262,LV 3 이힣힣ㅎ히ㅣ힣,남성, 169cm, 63kg,에센셜 후드 스웻 셔츠 (BLACK),M,4,170/63 기장은 살짝 크롭하고 나머진 세미오버 정도에여,보통이에요,보통이에요,보통이에요,보통이에요
263,LV 3 뉴비_a8011abed1df,남성, 176cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,4,생각보다 편하고 핏도 괜찮은거같아요 만족합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
264,LV 3 뉴비_a8011abed1df,여성, 176cm, 70kg,에센셜 후드 스웻 셔츠 (BLACK),L,4,생각보다 편하고 핏도 괜찮은거같아요 만족합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
265,LV 4 멤버_1d6dbb48ff8b,남성, 170cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,저는 후드에  로고 박힌거 별로안좋아해서 가장 무난하고 이쁜 무지로,보통이에요,보통이에요,보통이에요,보통이에요
266,LV 3 뉴비_b316a516,여성, 160cm, 60kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,아주 무난하고 평범한 옷이네여 잘 입고 있습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
267,LV 5 서정민이당,남성, 171cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,가성비 매우 훌륭해여 진작 살껄그랬습니다 하하,보통이에요,보통이에요,보통이에요,보통이에요
268,LV 5 냥이얌,남성, 174cm, 62kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,무난한 트레이닝복으로 가성비 좋습니다 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요
269,LV 3 써빅아빡,남성, 176cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,뭐든지 잘 어울려고 역시 토피에요 항상 잘 이용하고 있슴닥,보통이에요,보통이에요,보통이에요,보통이에요
270,LV 5 박건_,남성, 174cm, 68kg,에센셜 후드 스웻 셔츠 (CHARCOAL),XL,5,한치수 업 해서 구매하니 오버핏으로 정말 좋습니다. 두께감도 두툼해서 묵직하니 핏이 좋아요 후드티 고민하시는분들 꼭 구매하세요!!,보통이에요,보통이에요,보통이에요,두꺼워요
271,LV 6 EnoughSilhoutte,남성, 173cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,4,가성비 기본템이긴 한데 핏이 살짝 아쉬워서 4점 줬습니다만 그래도 전투용으로 이만한게 없죠 ㅎㅎ,커요,보통이에요,보통이에요,보통이에요
272,LV 5 여운02,남성, 173cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,휴가나오면 입을옷이 필요했는데 2만원 하길ㄹ래 냉큼 사서 말출나오고 잘 입고 있습니당 베리베리만족,보통이에요,보통이에요,보통이에요,보통이에요
273,LV 4 뉴비_94482def,남성, 166cm, 60kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,색상도 이쁘고 착용감이 너무 편한게 기대이상이네요,보통이에요,보통이에요,보통이에요,보통이에요
274,LV 5 불꽃소방대,남성, 172cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,"정말 완벽한 후드에요 가격, 옷 대만족입니다. 돈 비싸게 주고 소버먼트 후드 산거 좀 후회합니다 ㅠㅠ",보통이에요,보통이에요,보통이에요,보통이에요
275,LV 3 뉴비_6e73fe39,남성, 176cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,색이이뻐서 오랫동안 두고두고 입을수있을거같아요,보통이에요,보통이에요,보통이에요,보통이에요
276,LV 4 5지네,남성, 173cm, 66kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,괜찮은 가격에 잘 샀어용 기장이 조금 더 크롭하면 좋을거 같아요!!,보통이에요,보통이에요,보통이에요,보통이에요
277,LV 4 카츠야무져,남성, 172cm, 57kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,그레이 후드티에 슬랙스 입어주면 끝 개 예뻐요꼭 사세요,보통이에요,보통이에요,보통이에요,보통이에요
278,LV 5 뉴비_9b41ca36,남성, 181cm, 80kg,에센셜 후드 스웻 셔츠 (BLACK),XL,5,목이 짧고 굵어서 다른 후드티 입으면 멍청해보였는데 목부분 공간이 여유 있어서 좋아요!! 옷도 두툼해서 따뜻하고 다른 색도 구매하려구요 ㅎ ,보통이에요,보통이에요,선명해요,두꺼워요
279,LV 3 군필감자,남성, 166cm, 60kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,간단하게 평소에 M사이즈로 크게 입으시면 S로 사시면 딱맞게 입으실 수 있습니다. 저랑 체형 비슷하신 분들은 S강추합니다,커요,보통이에요,보통이에요,보통이에요
280,LV 3 dkajkak,남성, 168cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,필요하던 기본템이라서 너무 좋고 뭐입을지 고민할때 꺼내 입어주면 좋은것 같아요~!,보통이에요,보통이에요,보통이에요,보통이에요
281,LV 3 안유재,남성, 173cm, 78kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,오버핏이라 코디하기 좋았고 추운날에 입어도 커버가능해여,커요,보통이에요,보통이에요,보통이에요
282,LV 3 뉴비_8eb82b59ff23,남성, 172cm, 60kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,넉넉한 사이즈로 잘 맞습니다옷이 좀 무겁습니다,커요,보통이에요,보통이에요,두꺼워요
283,LV 3 루키_d3a85d360e4e,남성, 175cm, 56kg,에센셜 후드 스웻 셔츠 (BLACK),M,4,아들이 좋아라해요~품이 넉넉해서 좋대요두꺼워서 무겁네요,보통이에요,보통이에요,보통이에요,보통이에요
284,LV 3 뉴비_47db739d53dc,남성, 175cm, 75kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,색깔은 딱 감정색이고 이쁘네요. 항상 마음에 듣는 옷을 사면 기분이 좋아져요. 여러분에게 추천해드리고 싶은 옷이네요,보통이에요,밝아요,선명해요,보통이에요
285,LV 3 19게임중,남성, 182cm, 85kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,Xl라서 생각보다 커는데 막상 레이어드티랑 같이 입어서 만족해요!사이즈커요,커요,보통이에요,보통이에요,보통이에요
286,LV 5 추부추부,남성, 176cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,기본 회색 후드로 입기 정말 좋습니다!! 회색 후드가 없으신분들 추천드립니다.,보통이에요,보통이에요,보통이에요,보통이에요
287,LV 4 후드랄,남성, 175cm, 88kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,기장이 살짝 짧아요 세탁하니 더줄어드네요 한사이즈업하길 잘했어요,작아요,보통이에요,보통이에요,보통이에요
288,LV 4 룰루랄라상태,남성, 168cm, 63kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,"후드티는 정사이즈 안입는데, 정사이즈보드 아주 조금 커서 잘 입고 있어요.",보통이에요,보통이에요,보통이에요,보통이에요
289,LV 4 포엥버이,남성, 177cm, 85kg,에센셜 후드 스웻 셔츠 (BLACK),XL,5,가성비 좋고 잘 입고 다닐꺼같네요 다른 색도 살까 생각중이에요 !,보통이에요,어두워요,보통이에요,보통이에요
290,LV 3 뉴비_05c27b9c88dc,남성, 170cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,제품이 여러모로 괜찮아서 재구매함. 심플한 디자인에 편안함.,커요,보통이에요,보통이에요,보통이에요
291,LV 3 damdamedamdamed,남성, 181cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,후드티가 은근 커서 한사이즈 작게 사도 괜찮을것 같아요,커요,보통이에요,보통이에요,보통이에요
292,LV 4 Jiheonni,남성, 174cm, 62kg,에센셜 후드 스웻 셔츠 (BLACK),M,4,핏도 너무 예쁘고 사이즈도 잘 맞아서 좋아요 하의도 토피 원턱 와이드 데님인데 핏이 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
293,LV 5 리구개구리,남성, 176cm, 71kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,176 70에 저랑 같은 사이즈 가시면 실패하지 않음,보통이에요,보통이에요,보통이에요,보통이에요
294,LV 5 리구개구리,남성, 176cm, 71kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,176 70에 저랑 같은 사이즈 가시면 실패하지 않음,보통이에요,보통이에요,보통이에요,보통이에요
295,LV 3 ych99,남성, 171cm, 56kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,색이 마음에 들고 두께도 적당한거같아요 잘 입고 다닐게요,보통이에요,보통이에요,보통이에요,보통이에요
296,LV 4 으아아앙ㅇㅇ,남성, 172cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,일단 기본적인 후드티로 입기 좋은거 같아요 가성비템으로 짱짱,보통이에요,보통이에요,흐려요,보통이에요
297,LV 4 jinw03,남성, 161cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,진짜 너무 좋아요 은근 따뜻하고 요즘 날씨에 입기 너무 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
298,LV 4 나도옷잘입고싶,남성, 180cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,솔직히 3만원에 이정도면 가성비는 좋아요 근데 ,보통이에요,보통이에요,보통이에요,보통이에요
299,LV 3 굿위크,남성, 174cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,후드티들 기장이 항상 맘에 안들어서 고민이였는데기장과 핏이 너무 훌륭하네요 ㅎ ㅎ,보통이에요,보통이에요,보통이에요,보통이에요
300,LV 3 뉴비_05c27b9c88dc,남성, 170cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,제품이 여러모로 괜찮아서 재구매함. 심플한 디자인에 편안함.,커요,보통이에요,보통이에요,보통이에요
301,LV 3 damdamedamdamed,남성, 181cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,4,후드티가 은근 커서 한사이즈 작게 사도 괜찮을것 같아요,커요,보통이에요,보통이에요,보통이에요
302,LV 4 Jiheonni,남성, 174cm, 62kg,에센셜 후드 스웻 셔츠 (BLACK),M,5,핏도 너무 예쁘고 사이즈도 잘 맞아서 좋아요 하의도 토피 원턱 와이드 데님인데 핏이 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
303,LV 5 리구개구리,남성, 176cm, 71kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,176 70에 저랑 같은 사이즈 가시면 실패하지 않음,보통이에요,보통이에요,보통이에요,보통이에요
304,LV 5 리구개구리,남성, 176cm, 71kg,에센셜 후드 스웻 셔츠 (BLACK),L,5,176 70에 저랑 같은 사이즈 가시면 실패하지 않음,보통이에요,보통이에요,보통이에요,보통이에요
305,LV 3 ych99,남성, 171cm, 56kg,에센셜 후드 스웻 셔츠 (CHARCOAL),M,5,색이 마음에 들고 두께도 적당한거같아요 잘 입고 다닐게요,보통이에요,보통이에요,보통이에요,보통이에요
306,LV 4 으아아앙ㅇㅇ,남성, 172cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,일단 기본적인 후드티로 입기 좋은거 같아요 가성비템으로 짱짱,보통이에요,보통이에요,흐려요,보통이에요
307,LV 4 jinw03,남성, 161cm, 58kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),S,5,진짜 너무 좋아요 은근 따뜻하고 요즘 날씨에 입기 너무 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
308,LV 4 나도옷잘입고싶,남성, 180cm, 70kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,솔직히 3만원에 이정도면 가성비는 좋아요 근데 ,보통이에요,보통이에요,보통이에요,보통이에요
309,LV 3 굿위크,남성, 174cm, 68kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,후드티들 기장이 항상 맘에 안들어서 고민이였는데기장과 핏이 너무 훌륭하네요 ㅎ ㅎ,보통이에요,보통이에요,보통이에요,보통이에요
310,LV 3 limhyunggil,남성, 177cm, 65kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,레이어드 티셔츠와 함께 입어도 예쁘네요. 잘 산 것 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
311,LV 3 뉴비_7141067a,남성, 171cm, 65kg,에센셜 후드 스웻 셔츠 (BLACK),M,5,싼가격 치고는 너무 잘 입고있습니다. 탄탄하고요.,보통이에요,보통이에요,보통이에요,보통이에요
312,LV 4 궁한쵸,남성, 175cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,이너로 입기 너무 좋아요사이즈도 괜찮네요이뻐요,보통이에요,보통이에요,보통이에요,보통이에요
313,LV 5 화수엠,남성, 174cm, 68kg,에센셜 후드 스웻 셔츠 (BLACK),M,5,할인된 가격에 정말 잘 산것 같습니다 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
314,LV 6 추어땅,남성, 169cm, 75kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),L,5,친구가 토피 후드 갖고 싶대서 다크그레이말고도  그레이도  같이 선물했어요 !! 사이즈는 똑같이 169 75에 정핏-세미오버 느낌인 것 같습니다!! 도돌이표  같지만 이쁘다고 해서 기분이 좋네요!!,보통이에요,보통이에요,보통이에요,보통이에요
315,LV 6 추어땅,남성, 169cm, 75kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,친구가 토피 후드 갖고 싶대서 선물해줬어요 !! 169 75에 정핏-세미오버 느낌인 것 같아요!! 이쁘다고 해서 기분이 좋네요!!,보통이에요,보통이에요,보통이에요,보통이에요
316,LV 3 메롱이다크크,여성, 168cm, 52kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,5,기모없는 회색 후드티 갖고 싶었는데 진짜 체고임니다..🖤 적당히 오버핏에 너무 예뻐용 저랑 키 비슷하신 분들은 m 사이즈 사시면 적당히 오버핏으로 예쁘게 입으실 수 있을 것 같아요!! ,보통이에요,보통이에요,보통이에요,보통이에요
317,LV 4 Doudoup,남성, 176cm, 63kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,아 옷 되게 이쁘네요 굿 딱 맞게 입고 싶으시면 m사이즈 사세요,보통이에요,보통이에요,보통이에요,보통이에요
318,LV 4 턱시카,남성, 175cm, 65kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,이가격에 이 퀄리티라니 마음에 듭니다 재질도 좋아요 ,보통이에요,보통이에요,선명해요,보통이에요
319,LV 3 뉴비_4c7c9b03,남성, 181cm, 86kg,에센셜 후드 스웻 셔츠 (CHARCOAL),L,5,너무 이뻐요 제키랑 비슷하시면 기장 딱 이쁘게 떨어집니다 ㅠㅠ 레이어드하니 너무 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요
320,LV 3 루키_26081cc66dbe,남성, 170cm, 52kg,에센셜 후드 스웻 셔츠 (CHARCOAL),S,5,사이즈도 적당하고 색감도 딱 제가원하는색감이여서 좋아요!,보통이에요,보통이에요,보통이에요,보통이에요
321,LV 5 안되궁연,남성, 177cm, 80kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),XL,5,기본적인 후드티입니다 그냥 코멘트달기에는 그런데 무난하고 젛아요,커요,밝아요,선명해요,두꺼워요
322,LV 3 뉴비_c7d524d4634f,남성, 174cm, 63kg,에센셜 후드 스웻 셔츠 (MELANGE GREY),M,4,원하던 기장이앙 핏은 아니얐지만 나쁘지않게 잘 입고있습니다,커요,밝아요,선명해요,보통이에요
