,user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval
74,LV 2 뉴비_6ee8ccbc4217,남성, 174cm, 60kg,SIGN LOGO HOOD GRAY,M,4,역시 브랜드여서 그런지 마감처리 좋구요 시보리부분도 짱짱합니다 마크곤잘레스 프린팅도 선명히 되어있구요 안감도 부드럽고 튀어나온 부분도 없어서 안에 뭘 입지 않고도 편히 입을 수 있습니다 ,보통이에요,보통이에요,선명해요,보통이에요
75,LV 4 시장슈프림,남성, 177cm, 50kg,SIGN LOGO HOOD GRAY,M,5,"무난한 그레이컬러라 여기저기 잘 매칭 되고, 즐겨입어요. ",보통이에요,보통이에요,보통이에요,보통이에요
76,LV 5 183.3,남성, 183cm, 63kg,SIGN LOGO HOOD BLACK,XL,5,와릿이즌 후드디셔츠 할인된 금액으로구입하였습니다 재질좋고 사이즈도 좋습니다,커요,어두워요,선명해요,보통이에요
77,LV 3 뉴비_81d327f26d9b,남성, 167cm, 47kg,SIGN LOGO HOOD BLACK,S,5,"누가 입어도 예쁨, 앞에 써있는 프린트가 예쁩니다.",보통이에요,보통이에요,보통이에요,보통이에요
78,LV 3 뉴비_dcfb75e71bcc,남성, 168cm, 48kg,SIGN LOGO HOOD GRAY,M,5,두께도 괜찮고 레이어드해서 입으면 예쁠것 같아요자주입을듯,보통이에요,보통이에요,보통이에요,보통이에요
79,LV 3 Lettersss,남성, 174cm, 78kg,SIGN LOGO HOOD GRAY,XL,5,사이즈 : 세미 오버사이즈 느낌두께 : 레이어드 해서 입으면 괜찮을듯 단독으로 입기에는 겨울에는 얇다장점 : 편하고 예쁘다.,보통이에요,보통이에요,보통이에요,보통이에요
80,LV 2 뉴비_910d8c9a,남성, 177cm, 72kg,SIGN LOGO HOOD BLACK,L,5,후드티 옷이 심플하고 편해요 정말 좋아요 굳 강추해요,보통이에요,보통이에요,보통이에요,보통이에요
81,LV 3 눈이좋은사슴은굿아이디어,남성, 177cm, 67kg,SIGN LOGO HOOD BLACK,L,4,무난하면서 앞에 레터링이 포인트가 돼요 무게는 꽤 묵직해서 하루 입어보니 덥네요 작은 레터링으로 사려했는데 실수로 큰 레터링을 사버렸는데 이거는 호불호에 따라 갈릴 것 같아요 가성비는 좋아요,보통이에요,어두워요,선명해요,보통이에요
82,LV 2 구구구궈,남성, 168cm, 56kg,SIGN LOGO HOOD GRAY,M,5,무난하게 입기 좋음. 개인적으로 어떻게 입어도 이쁜듯.,보통이에요,보통이에요,선명해요,보통이에요
83,LV 3 뉴비_a84ed679,남성, 173cm, 65kg,SIGN LOGO HOOD NAVY,L,5,디자인과 색상이 무난해서 마음에들고 옷받쳐입기 편해요. 학생들이 입기좋아요.,보통이에요,보통이에요,선명해요,보통이에요
84,LV 2 뉴비_6ee8ccbc4217,남성, 174cm, 60kg,SIGN LOGO HOOD GRAY,M,5,역시 브랜드여서 그런지 마감처리 좋구요 시보리부분도 짱짱합니다 마크곤잘레스 프린팅도 선명히 되어있구요 안감도 부드럽고 튀어나온 부분도 없어서 안에 뭘 입지 않고도 편히 입을 수 있습니다 ,보통이에요,보통이에요,선명해요,보통이에요
85,LV 4 시장슈프림,남성, 177cm, 50kg,SIGN LOGO HOOD GRAY,M,5,"무난한 그레이컬러라 여기저기 잘 매칭 되고, 즐겨입어요. ",보통이에요,보통이에요,보통이에요,보통이에요
86,LV 5 183.3,남성, 183cm, 63kg,SIGN LOGO HOOD BLACK,XL,5,와릿이즌 후드디셔츠 할인된 금액으로구입하였습니다 재질좋고 사이즈도 좋습니다,커요,어두워요,선명해요,보통이에요
87,LV 3 뉴비_81d327f26d9b,남성, 167cm, 47kg,SIGN LOGO HOOD BLACK,S,5,"누가 입어도 예쁨, 앞에 써있는 프린트가 예쁩니다.",보통이에요,보통이에요,보통이에요,보통이에요
88,LV 3 뉴비_dcfb75e71bcc,남성, 168cm, 48kg,SIGN LOGO HOOD GRAY,M,5,두께도 괜찮고 레이어드해서 입으면 예쁠것 같아요자주입을듯,보통이에요,보통이에요,보통이에요,보통이에요
89,LV 3 Lettersss,남성, 174cm, 78kg,SIGN LOGO HOOD GRAY,XL,5,사이즈 : 세미 오버사이즈 느낌두께 : 레이어드 해서 입으면 괜찮을듯 단독으로 입기에는 겨울에는 얇다장점 : 편하고 예쁘다.,보통이에요,보통이에요,보통이에요,보통이에요
90,LV 3 lesyeuxdenini,여성, 165cm, 55kg,SIGN LOGO HOOD GRAY,S,5,핏도 괜찮고 나쁘지 않아요 회색 기본 후드티로 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
91,LV 3 뉴비_fd20a1aae499,남성, 168cm, 73kg,SIGN LOGO HOOD GRAY,L,5,생각보다 도톰하고 촉감이 좋아요 사이즈도 적당합니다. 자주 입을꺼 같아요 ,보통이에요,보통이에요,보통이에요,보통이에요
92,LV 1 뉴비_3d25f533a75c,여성, 159cm, 56kg,SIGN LOGO HOOD GRAY,M,5,진짜 이쁘고 진짜 오버 사이즈을 원해서 산거라서 너무 좋당,보통이에요,보통이에요,보통이에요,보통이에요
93,LV 5 달복덩이,여성, 169cm, 66kg,SIGN LOGO HOOD GRAY,L,5,중3  여아 169  66  L사이즈로 주문했어요 넉넉한걸 좋아해서 그런지 아이가 맘에 들어하네요 ,커요,밝아요,선명해요,두꺼워요
94,LV 3 뉴비_06e09616fb5c,남성, 169cm, 52kg,SIGN LOGO HOOD GRAY,S,4,사이즈가 많이 커서 한 사이즈 다운해도 충분히 널널하게 입을 수 있습니다,커요,보통이에요,선명해요,보통이에요
95,LV 3 옷입는새우,남성, 168cm, 52kg,SIGN LOGO HOOD GRAY,S,5,최근에 산옷중 가성비도좋고 예쁘고 만족스러운 소비,보통이에요,보통이에요,보통이에요,보통이에요
96,LV 3 냠뇸념잉,남성, 169cm, 71kg,SIGN LOGO HOOD BLACK,L,4,앞 로고 마음에 들고 좋은 옷인거같습니다애용할예정,보통이에요,보통이에요,보통이에요,보통이에요
97,LV 4 숑숑키샤브레,여성, 163cm, 56kg,SIGN LOGO HOOD GRAY,M,5,너무흔해서 운동할때밖에 못입지만 그래도 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요
98,LV 3 뉴비_f9457856,여성, 165cm, 53kg,SIGN LOGO HOOD BLACK,M,5,기장 꽤 길어요 후드 재질도 얇긴 한데 좋은것 같아요 싸서 삼 그냥 꽤 잘산듯,커요,보통이에요,보통이에요,보통이에요
99,LV 3 LV 3 qawszx,남성, 162cm, 55kg,SIGN LOGO HOOD BLACK,L,5,초등아들 오버핏으로 입고 싶어해서 크게 샀는데 이쁘네요. 두께도 적당하고 잘 입고 있어요~,보통이에요,어두워요,선명해요,보통이에요
100,LV 5 철인7호,남성, 183cm, 75kg,SIGN LOGO HOOD BLACK,XL,5,쫀쫀하니 사이즈 잘맞습니다 잘입을게요!감사합니다~,보통이에요,보통이에요,보통이에요,보통이에요
101,LV 4 거닝111,남성, 175cm, 78kg,SIGN LOGO HOOD GRAY,L,5,회색 후드티 필요해서 하나 샀는데 싸고 괜찮네요,보통이에요,보통이에요,보통이에요,보통이에요
102,LV 4 류미생,여성, 160cm, 54kg,SIGN LOGO HOOD NAVY,M,5,"앞전에 s로 주문햇더니 딱 맞는 느낌이라 이번엔 m으로 주문햇어요.많이 크지않고 적당한 오버핏이라 좋고,그레이색이랑 같이 네이비도 주문햇어요.무난해서 여기저기 매치하기 좋아요세일할 때 저렴하게 구매하세요ㅎ",보통이에요,보통이에요,보통이에요,보통이에요
103,LV 4 류미생,여성, 160cm, 56kg,SIGN LOGO HOOD GRAY,M,5,"앞전에 s로 주문햇더니 딱 맞는 느낌이라 이번엔 m으로 주문햇어요.많이 크지않고 적당한 오버핏이라 좋고,그레이색이라 여기저기 매치하기 좋아요.그리고 세일할 때 저렴하게 구매해서 더 좋네요ㅎ",보통이에요,보통이에요,보통이에요,보통이에요
104,LV 2 무신러브해,여성, 163cm, 47kg,SIGN LOGO HOOD GRAY,L,5,이거 진짜 밖에 나갈때 아무렇게나 걸치고 나가도 되서 좋고 교복에도 잘 어울려용 진짜 다른색으로 구매 의향 있을정도로 만족해요,보통이에요,보통이에요,보통이에요,보통이에요
105,LV 3 김형섭내꺼하자,여성, 170cm, 60kg,SIGN LOGO HOOD NAVY,L,5,이뻐유 교복위에 입으니깐 아방하니 엄청 편하네용 ,보통이에요,보통이에요,보통이에요,보통이에요
106,LV 4 뉴뿡,남성, 170cm, 60kg,SIGN LOGO HOOD GRAY,M,5,무난한 회색후드티입니다~~어디에도 다 잘어울리고 시보리도 엄청 쫀쫀한게아닌 부드럽게 떨어지네요! 마음에듭니당,보통이에요,밝아요,선명해요,얇아요
107,LV 3 yunu9506,남성, 175cm, 70kg,SIGN LOGO HOOD BLACK,L,5,좋습니다 기장이 생각보다 길었어요 디자인이 깔끔해서 맘에 들었습니다,커요,보통이에요,보통이에요,보통이에요
108,LV 3 무스콥,남성, 173cm, 66kg,SIGN LOGO HOOD GRAY,M,5,"후드티가 작으면 밑단 부분이 올라올 때가 있는데, 그렇지 않고 깔끔하게 떨어져서 좋아요. 두껍지 않아서 외투도 자유롭게 입을 수 있습니다.",보통이에요,보통이에요,보통이에요,보통이에요
109,LV 4 슬깅,남성, 168cm, 75kg,SIGN LOGO HOOD NAVY,L,5,중학생 통통 건장 체격 남자아이 사이즈 잘 맞아요 너무 맘에 들어하네요,보통이에요,보통이에요,보통이에요,보통이에요
