,user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval
261,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
262,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
263,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
264,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
265,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
266,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
267,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
268,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
269,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
270,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
271,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
272,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
273,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
274,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
275,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
276,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
277,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
278,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
279,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
280,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
281,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
282,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
283,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
284,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
285,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
286,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
287,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
288,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
289,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
290,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
291,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
292,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
293,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
294,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
295,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
296,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
297,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
298,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
299,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
300,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
301,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
302,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
303,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
304,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
305,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
306,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
307,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
308,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
309,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
310,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
311,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
312,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
313,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
314,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
315,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
316,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
317,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
318,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
319,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
320,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
321,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
322,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
323,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
324,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
325,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
326,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
327,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
328,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
329,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
330,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
331,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
332,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
333,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
334,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
335,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
336,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
337,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
338,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
339,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
340,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
341,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
342,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
343,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
344,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
345,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
346,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
347,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
348,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
349,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
350,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
351,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
352,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
353,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
354,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
355,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
356,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
357,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
358,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
359,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
360,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
361,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
362,LV 3 abigyuhan,남성, 167cm, 59kg,빅 트위치 루즈핏 후드 티셔츠 네이비,S,5,두꺼운 편이 아니라사 겨울에 패딩 안에 입기 좋을거 같네요. 밑단도 접힌채로 고정이 잘되서 접어입기 좋습니다 굳굳!,보통이에요,보통이에요,보통이에요,보통이에요
363,LV 3 뉴비_442526e3,남성, 183cm, 95kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,너무 입기 좋아서 자주 입고 다녀요! 사이즈가 딱 맞아서 좋아요,보통이에요,밝아요,선명해요,두꺼워요
364,LV 3 뉴비_e0f2c1ba6180,남성, 166cm, 47kg,빅 트위치 루즈핏 후드 티셔츠 그레이,M,5,조금 큰듯하지만 오버사이즈로 입으려고 구매해서 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
365,LV 4 뉴비_83b514d90e8f,여성, 160cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,M,5,귀엽고  재질도  도톰한게  딱  맘에  들어요  오래입을수있을거같아요 ,커요,보통이에요,보통이에요,두꺼워요
366,LV 3 뉴비_6527c64f,여성, 158cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 블랙,S,5,공용이라 사이즈 완전 넉넉하네용158/60 s 입니다!대만족이예요,커요,보통이에요,보통이에요,보통이에요
367,LV 3 킄크루킄크,남성, 173cm, 63kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,색도 너무 이쁘게 나왔고 편하게 입기 좋은거 같아요.,보통이에요,보통이에요,보통이에요,보통이에요
368,LV 6 울트라상지니,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,기모 아니라서 오히려 좋음. 진짜 이쁘고 모자도 커서 좋음,보통이에요,보통이에요,선명해요,보통이에요
369,LV 5 마타롱,남성, 178cm, 72kg,빅 트위치 루즈핏 후드 티셔츠 네이비,XL,5,와 제가 제일좋아하는핏 아래시보리접으면 완벽하고 손목도 반접으면 굿,보통이에요,보통이에요,보통이에요,보통이에요
370,LV 5 뉴비_5454186a,남성, 178cm, 60kg,빅 트위치 루즈핏 후드 티셔츠 네이비,L,5,편안하고 잘 입을 수 있는예쁜 네이비색 입니다다 ,보통이에요,밝아요,선명해요,보통이에요
371,LV 3 공대생 패션,남성, 177cm, 70kg,빅 트위치 루즈핏 후드 티셔츠 네이비,M,5,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,보통이에요,보통이에요,보통이에요,보통이에요
