user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval,cm,총장,어깨너비,가슴단면,소매길이
LV 5 컴공공,남성, 175cm, 67kg,[Mmlg] 19MG HOOD (AUTHENTIC NAVY),M (기모X),5.0,두께도 사계절 입기 좋고 넉넉한 핏이라 자주 입을 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요,M (기모X),67.0,56.0,63.0,64.0
LV 3 뉴비_e425ec97,남성, 182cm, 80kg,[Mmlg] 19MG HOOD (AUTHENTIC NAVY),L,5.0,남자친구에게 선물했는데 기모가 너무 두껍지도 않고 일단 입었을때가 더 이뻐요 그냥 볼때는 살까말까 고민했는데 입으니까 좋아요 ,보통이에요,보통이에요,선명해요,보통이에요,L,70.0,59.0,66.0,67.0
LV 5 ghfha,남성, 172cm, 68kg,[Mmlg] 19MG HOOD (AUTHENTIC NAVY),M,5.0,라지사이즈 엠사이즈 고민중이였는데 m사이즈도 괜찮네요,보통이에요,보통이에요,보통이에요,두꺼워요,M,67.0,56.0,63.0,64.0
LV 3 카리나부캐,남성, 169cm, 58kg,[Mmlg] 19MG HOOD (AUTHENTIC NAVY),M,5.0,네이비중에 가장 예쁜 네이비색이네요 받자마자 돈이 1도 안아까웠어요,보통이에요,보통이에요,선명해요,보통이에요,M,67.0,56.0,63.0,64.0
LV 5 쵸오오오비이이,남성, 170cm, 50kg,[Mmlg] 19MG HOOD (DENVER GREEN),M,4.0,꾸안꾸로 포인트 주기 엄청 좋은거 같아요 긋굿굿,보통이에요,밝아요,선명해요,보통이에요,M,67.0,56.0,63.0,64.0
LV 5 유재성.,남성, 165cm, 67kg,[Mmlg] 19MG HOOD (EVERY GREY),M,5.0,진짜 회색 후드티 산거 중에 제일 이쁘고 핏도 너무 이뻐요. 몸에 딱맞게 제작 된거마냥 맘에드네용,보통이에요,보통이에요,선명해요,보통이에요,M,67.0,56.0,63.0,64.0
LV 3 뉴비_5fa38beffe4f,여성, 161cm, 52kg,[Mmlg] 19MG HOOD (EVERY GREY),S (기모X),5.0,작은사이즈가 있어서 너무 좋아요. 두께도 딱 핏에 맞게 탄탄해서 편해요 ,보통이에요,보통이에요,보통이에요,보통이에요,S (기모X),62.0,50.0,59.0,60.0
LV 3 뉴비_73033fcd,여성, 160cm, 56kg,[Mmlg] 19MG HOOD (DENVER GREEN),M,5.0,많이들 아는 그 초록애벌레 아시죠 딱 그 색! 입니다독특한 색상 좋아하는 사람이라면 꼭 추천해요 상큼하면서도 톤이 너무 높지도 않은..~그런늑낌아시죠모자크기 딱 좋고👍 기장은 덩이를 반정도 가립니다,보통이에요,밝아요,선명해요,보통이에요,M,67.0,56.0,63.0,64.0
LV 7 Hyezhen,여성, 156cm, 53kg,[Mmlg] 19MG HOOD (FISH BLUE),M,4.0,약간 모자가 별로긴 한데 쓰고 다닐건 아니라 색이 맘에 들어서 샀어요 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,56.0,63.0,64.0
LV 3 고다경이,여성, 163cm, 48kg,[Mmlg] 19MG HOOD (REDBEAN),M,5.0,투툼하고 무엇보다 색감이 너무너무 예뻐요!! 진짜 색감 때문에 입고 다닌다고 해도 될 듯 합니당,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,56.0,63.0,64.0
LV 3 제주죠앙,남성, 185cm, 83kg,[Mmlg] 19MG HOOD (AUTHENTIC NAVY),L (기모X),5.0,너무 이쁘네요~ 두툼하니 기모없어도 두꺼워요~~ 따뜽해요,보통이에요,보통이에요,보통이에요,보통이에요,L (기모X),70.0,59.0,66.0,67.0
LV 5 한희야돈모아,남성, 185cm, 88kg,[Mmlg] 19MG HOOD (WOODY BROWN),L (기모X),5.0,다른색상 구입 후 마음에 들어 하나 더 장만 했습니다!,보통이에요,보통이에요,보통이에요,보통이에요,L (기모X),70.0,59.0,66.0,67.0
LV 4 돼지고기 삼근,남성, 165cm, 55kg,[Mmlg] 19MG HOOD (EVERY BLACK),S (기모X),3.0,총장이 애매하지만 무난무난한 디자인이라 막 입어요,보통이에요,보통이에요,보통이에요,보통이에요,S (기모X),62.0,50.0,59.0,60.0
LV 6 Yunare,여성, 168cm, 59kg,[Mmlg] 19MG HOOD (FISH BLUE),M (기모X),5.0,색감 딱 좋아하는 쨍한 파랑 기모 없어서 헐렁한 느낌으로 딱 떨어지는 핏 완벽,보통이에요,밝아요,선명해요,보통이에요,M (기모X),67.0,56.0,63.0,64.0
LV 4 j0_0jae,남성, 174cm, 90kg,[Mmlg] 19MG HOOD (AUTHENTIC NAVY),L,5.0,정말 이쁘고 원하던 핏 나와서 좋습니다 ㅎㅎ 넘 이뻐요!! 색감도 네이비색 딱 좋아요!,커요,보통이에요,선명해요,보통이에요,L,70.0,59.0,66.0,67.0
LV 5 똥죠,여성, 163cm, 52kg,[Mmlg] 19MG HOOD (DENVER GREEN),L,5.0,부산 여행 가서 입었어욤친구들이 애벌레 같대요귀여워요 ,커요,밝아요,선명해요,보통이에요,L,70.0,59.0,66.0,67.0
LV 3 뚜뚜잉잉,여성, 160cm, 50kg,[Mmlg] 19MG HOOD (PURPLE CLOUD),S,5.0,"생각했던 것보단 별로 안 두꺼웠지만, 기모라 따뜻해요 색감 예쁘고 이 후드티는 팔이 너무 길지 않아서 좋네용 예뻐요 !!!",보통이에요,밝아요,선명해요,보통이에요,S,62.0,50.0,59.0,60.0
LV 4 뉴비_3dceef18a0ba,남성, 168cm, 57kg,[Mmlg] 19MG HOOD (DENVER GREEN),M (기모X),5.0,밝은색 후드티가 없어서 이번엔 밝은색상으로 골라본건데~ 맘에 쏙 듭니다~사이즈는 원래입던 사이즈보다 한사이즈업했구요~기모없는걸로 샀는데 속에 티 하나 입으면겨울에도 입을수 있겠어요~다른색상도 눈에 들어오네요~^^,보통이에요,밝아요,선명해요,보통이에요,M (기모X),67.0,56.0,63.0,64.0
LV 3 앤스프라이트,여성, 158cm, 56kg,[Mmlg] 19MG HOOD (DENVER GREEN),M,5.0,색상 뚜비같고 너무 귀여워요.. 흔치않은 색감이라 튀고 예뻐서 다른색상도 사보고싶어요,보통이에요,보통이에요,보통이에요,두꺼워요,M,67.0,56.0,63.0,64.0
LV 5 x_xdbh,여성, 167cm, 35kg,[Mmlg] 19MG HOOD (REDBEAN),L (기모X),5.0,지금 딱 입기 좋은 아니 약간 추운가 ? 쨋든 개이쁨요 색감도 딱 제가 생각한 색감 엠엠엘지 핏은 항상 개이쁨 그냥 맨날 성공하는 브랜드임 ㅠ,커요,보통이에요,보통이에요,보통이에요,L (기모X),70.0,59.0,66.0,67.0
LV 5 wjdtpdnrdlqslek,남성, 175cm, 76kg,[Mmlg] 19MG HOOD (REDBEAN),L,5.0,핏 너무 맘에 들어요. 색감도 재가 원하던 색감이라 만족하고 자주 입을 것 같아요.,보통이에요,보통이에요,보통이에요,보통이에요,L,70.0,59.0,66.0,67.0
LV 4 Dog_Bee,여성, 150cm, 50kg,[Mmlg] 19MG HOOD (AUTHENTIC NAVY),S,5.0,기모가 있어서 따뜻하고 좋습니다. 길이도 적당해요,보통이에요,보통이에요,선명해요,보통이에요,S,62.0,50.0,59.0,60.0
LV 4 두구두아,여성, 155cm, 48kg,[Mmlg] 19MG HOOD (NATURAL SOAP),S,4.0,기모라서 생각보다 더 따뜻하구 색감도 너무 마음에 들어욤,보통이에요,보통이에요,보통이에요,보통이에요,S,62.0,50.0,59.0,60.0
LV 4 yw00,여성, 163cm, 50kg,[Mmlg] 19MG HOOD (NATURAL SOAP),S,5.0,사이즈도 잘 맞고 예쁘고 따뜻해서 잘 입고 다닐 것 같아요~,보통이에요,보통이에요,선명해요,두꺼워요,S,62.0,50.0,59.0,60.0
LV 3 모찌22222,여성, 173cm, 58kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/M                                                                            , 그레이M",5.0,후드가 일단 넉넉해서 좋아요! 원단도 짱짱하고 이뻐요!,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 유댕이030,여성, 152cm, 47kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/M                                                                            , 네이비M",5.0,무난한 색인 네이비여서 어디든 다 잘어울리는 것 같아요~,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 알라뷰꿀호떡,남성, 172cm, 70kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/2XL                                                                            , 그레이L",5.0,"🩵🩷🩵🩷🩵🩷배송이 조금 오래걸렸는데배송 오래 걸린 만큼옷 예쁘네요:)사실,,사이즈에 비해 기장이 길지가 않지만넉넉한 사이즈라 좋네요!",커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 비누 만들기,여성, 160cm, 60kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/L                                                                            , 차콜L",3.0,편하고 따뜻해서 학원이랑학교갈때마다 입음 좋아ㅁ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 우렐레렐,여성, 162cm, 52kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"그레이/M                                                                            , 차콜M",5.0,너무너무 잘 입음.. 올해 산 옷들 중에 제일 마음에 들어요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 •_•_•_•_•_•_•,여성, 159cm, 53kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"그레이/M                                                                            , 블랙M",5.0,옷이 너무 이뻐서 아무데나 입어도 좋아요😊 기모라서 따뜻합니당 기모가 부드럽고 가벼워서 편해요😆,보통이에요,어두워요,보통이에요,보통이에요,,,,,
LV 4 llllllj,여성, 160cm, 50kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"그레이/XL                                                                            , 네이비XL",5.0,사이즈 넉넉하고 편해요. 편하게 입고 다니기 좋아요,보통이에요,보통이에요,보통이에요,두꺼워요,,,,,
LV 3 뭐아짤건데,남성, 182cm, 85kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/2XL                                                                            , 블랙2XL",5.0,너무 이뻐서 그냥 질러버렸는데받고나서 너무 만족한 제품이네요두께도 두꺼워서 지금처럼 추워지는 시기에 딱 좋고어디든 매치가 편합니다 이뻐요 !,커요,어두워요,선명해요,두꺼워요,,,,,
LV 4 셍배,여성, 169cm, 65kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/L                                                                            , 차콜M",5.0,깰꼼하니 무난합니다169에게는 기장이 살짝 짧은 감이 있지만휘뚜루마뚜루 입기 좋을듯 합니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 셍배,여성, 160cm, 52kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"블랙/M                                                                            , 블랙XL",5.0,벙벙한 핏이라 귀엽고블랙이라 휘뚜루마뚜루 입기 좋을 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 김금낭,여성, 158cm, 50kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/L                                                                            , 그레이L",5.0,예뻥요 미듐 샀어도 됐을 거 같은데 라지도 넉넉하게 이쁜 핏이에여 부드럽고 기모라 따수워요,커요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 루키_a7c8c97f909a,여성, 161cm, 55kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/M                                                                            , 차콜L",5.0,안에 기모가 있어 엄청 따뜻하고 부드러워요. 커플로 여자 m 사이즈 남자 L사이즈 구매했는데 161여자한테 엉덩이 반 덮고 남자 180한테도 적당하게 내려와요.,커요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 박수민민미이인,여성, 164cm, 52kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/M                                                                            , 블랙L",5.0,엄청 예쁜핏!! 남자친구랑 커플로 입었는데 너무너무 예쁘게떨어져서 좋아요!!,보통이에요,보통이에요,보통이에요,두꺼워요,,,,,
LV 4 셍배,여성, 160cm, 52kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/M                                                                            , 네이비M",4.0,살짝 물 빠진 색이라 아쉽긴한데휘뚜루마뚜루 입기는 좋을 것 같아요벙벙한 벌룬핏이고 가격대비 쏘쏘에요!,보통이에요,보통이에요,흐려요,보통이에요,,,,,
LV 3 뉴비_0f6c2d604580,남성, 175cm, 80kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"블랙/XL                                                                            , 차콜XL",5.0,너무 예뻐요 옷핏도 너무 이쁘고 좋아요 굿굿 다음에 또 구매할게요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 마조리카아,여성, 164cm, 58kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/L                                                                            , 차콜L",5.0,오버핏 좋아해서L 샀는데 원하던 핏 나오고 진짜 이뻐요 ㅎㅎ ㅎ색감도 이쁘구 다 만족 !,보통이에요,보통이에요,보통이에요,두꺼워요,,,,,
LV 3 토툗,여성, 163cm, 58kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/M                                                                            , 차콜M",5.0,사이즈 엄청 고민했는데 m 하길 진짜 잘한 거 같아요ㅠ 딱 원하던 핏이고 너무 만족스럽습니다 ! 휘뚜루 마뚜루 잘 입을 거 같아용~,보통이에요,보통이에요,보통이에요,두꺼워요,,,,,
LV 4 zeon875,여성, 165cm, 50kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/M                                                                            , 차콜2XL",5.0,M인데도 사이즈는 좀 컸지만 핏은 너무 예뻐요!! 가성비 좋아요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 쟈니네,여성, 158cm, 48kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/M                                                                            , 네이비L",5.0,남자친구랑 커플로 입으려고 샀는데 너무 맘에 들고 이뻐요🥰,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 Jhkkkkk,남성, 185cm, 88kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/XL                                                                            , 네이비XL",5.0,기모가 부드러워서 좋고 색감이 예뻐요 가성비 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 동gi,남성, 178cm, 70kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/M                                                                            , 네이비XL",5.0,사이즈 적당하고 재질도 나름괜찮습니다 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 언노운ps1,남성, 185cm, 85kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/XL                                                                            , 네이비L",5.0,기모가 엄청나게 따뜻해서 지금 날씨에 입기 너무 좋아요 옷도 너무나도 이뻐요,보통이에요,보통이에요,흐려요,보통이에요,,,,,
LV 4 행복뚱땡이,남성, 173cm, 75kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/L                                                                            , 차콜M",5.0,기모가 있어서 옷이 엄청 따뜻합니다 ~ 지금 날씨에 더울 정도에요 ! 색감도 이쁘고 저렴해서 가성비가 아주 좋네요 ~ ,커요,보통이에요,흐려요,두꺼워요,,,,,
LV 3 빈댕빔댐,남성, 180cm, 80kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/L                                                                            , 차콜2XL",5.0,커플룩으로 맞춰서 입었는데 너무 예뻐요! 생각했던 색감부터 핏까지 ㅠㅠ 네이비도 살까 싶네요!,커요,보통이에요,선명해요,보통이에요,,,,,
LV 5 솔솔스타,남성, 181cm, 80kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"그레이/2XL                                                                            , 네이비2XL",5.0,정말 오버핏 후드로 최고 핏 두께 보온 까지 다 완벽가격도 완벽,커요,밝아요,선명해요,두꺼워요,,,,,
LV 4 탄피_,남성, 172cm, 65kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"블랙/XL                                                                            , 네이비XL",5.0,두툼해서 겨울에 따뜻하게 입고 다닐 수 있을듯해요!,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 우다다123,여성, 157cm, 51kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"그레이/M                                                                            , 차콜M",4.0,색감이 이뻐요 저렴하게 잘 샀어용 이런 컬러표현된 옷은 없었던 것 같아서 마름레 듷어요 사이즈도 딱 크지 읺고 마름에 듭니다 조금 짧았으면 좋았을 것 같지만 괜찮아용,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 Jenh,남성, 173cm, 76kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"그레이/L                                                                            , 네이비L",5.0,전체적으로 다 맘에 드는데 오래 입을 수 있는 후드는 아닙니다. 아무튼 만족!,보통이에요,보통이에요,보통이에요,두꺼워요,,,,,
LV 3 뉴비_b78c4aeed829,남성, 181cm, 100kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"블랙/2XL                                                                            , 차콜L",5.0,재질 짱짱하고 기모도 따뜻하니 좋네요 이 가격에 이정도 퀄리티라니.. 무조건 사세요! 두번 사세요!!,커요,보통이에요,보통이에요,두꺼워요,,,,,
LV 3 무심한개구리,여성, 161cm, 60kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/L                                                                            , 차콜L",5.0,크게 입으려고 라지 샀는데 좀 많이 큰 감은 있어요 그래도 오버핏 좋은 듯 ㅎㅎ,커요,보통이에요,보통이에요,두꺼워요,,,,,
LV 3 bee_qqqq,여성, 160cm, 49kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/M                                                                            , 그레이M",4.0,색깔이 생각했던 색이랑 완전 똑같고 기모도 부드러워서 만족합니다 약간 펑퍼짐한 느낌이 있는데 아방하게 귀여운 핏이여서 오히려 좋습니다 추운 겨울에 완전 잘 입을 것 같아요🫶🏻,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 -모-,여성, 164cm, 50kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"블랙/M                                                                            , 네이비2XL",5.0,되게 귀여운 핏이고 친구들도 귀엽다고 해줬엄요 전체적으로 편해요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 pf in,여성, 163cm, 150kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"그레이/L                                                                            , 네이비L",5.0,처음부터 예쁜 건 알고 있었지만..색상이나 로고나 정말 예쁘네요🥹순차적으로 발송된다고 해서 엄청 오래 기다려야 할 줄 알았는데발송되고 다음 날 바로 왔어요! 배송 짱 빠름!!,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 4 뉴비_627b69b2abc4,여성, 163cm, 53kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"차콜/M                                                                            , 그린M",5.0,기모가들어가서 따땃해보여용핏이 귀엽습니당초록색티가 쨍하니 색이 이쁘네요~~,보통이에요,밝아요,선명해요,두꺼워요,,,,,
LV 3 baekwoojin,남성, 175cm, 58kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/L                                                                            , 차콜M",4.0,다른 옷 들에 비해 살짝 보풀이 날거 같고 소재도 조금 안 좋은거 같지만 만족합니다 두께감도 적당해서 따듯하고 색감도 좋아요,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 3 묘묭ㅇ,여성, 170cm, 63kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"블랙/L                                                                            , 차콜L",5.0,일단 생각했던 색깔보다 예뻐서 마음에 들었어요 겨울되면 자주 입을것 같아요,커요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 뉴비_5ea783f70ba0,남성, 186cm, 81kg,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"네이비/XL                                                                            , 그레이XL",5.0,겨울에 입기 너무 좋게 따시고 길이도 적당해서 핏이 이뻐요,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 뉴비_1ad056ddd454,여성, 157cm, 45kg,넌슬립 자수 후드 크림,M,4.0,사이즈가 좀 커서 오버핏으로 편하게 입게 좋습니다,커요,보통이에요,보통이에요,보통이에요,M,71.0,58.0,67.0,62.0
